ids	maltype	system calls frequency_1gram-scaled
delay_41_2021-11-23	delay	[-0.6067258712320484, 50.0, 10.0, 0.2975984266533156, 20.0, -0.6665181195744361, -0.6664247719348619, -0.6068206640482231, 0.0, 20.0, 0.0, 60.0, -0.6094624228821053, 20.0, -0.6068509227686212, 10.0, 27.669651904299336]
delay_42_2021-11-23	delay	[0.04666575296864208, 25.0, 5.0, -0.05339129339334057, 10.0, -0.026618695264139538, -0.02648886321664713, 0.04642881205765113, 0.0, 10.0, 0.0, 30.0, 0.044516498220612225, 10.0, 0.046266676860573404, 5.0, 14.1604931715987]
delay_43_2021-11-23	delay	[0.06372558649868622, 25.0, 5.0, -0.5798758734633248, 10.0, -0.0045531978741293125, -0.004422107743605239, 0.06348864603647701, 0.0, 10.0, 0.0, 30.0, 0.05786300681454523, 10.0, 0.0637866396350068, 5.0, 14.149420090670258]
delay_44_2021-11-23	delay	[-1.6827748711395822, 25.0, 5.0, -0.28738444009111136, 10.0, -1.747727491684937, -1.7476957901139145, -1.6827275269795086, 0.0, 10.0, 0.0, 30.0, -1.6838563646937126, 10.0, -1.6826653457911076, 5.0, 12.399873303976241]
delay_45_2021-11-23	delay	[-1.62775690800519, 25.0, 5.0, 1.8770521668632685, 10.0, -1.7035964969049167, -1.7035622791678309, -1.6275673971146383, 0.0, 10.0, 0.0, 30.0, -1.6304703303179806, 10.0, -1.627665968980228, 5.0, 12.444165627690014]
delay_46_2021-11-23	delay	[-0.5964899711140218, 25.0, 5.0, -0.5798758734633248, 10.0, -0.6665181195744361, -0.6664247719348619, -0.5963004330946139, 0.0, 10.0, 0.0, 30.0, -0.5869401896298433, 10.0, -0.5964276537762367, 5.0, 13.48503523496367]
delay_47_2021-11-23	delay	[-0.035221447975569774, 25.0, 5.0, -0.5798758734633248, 10.0, -0.11488068482418043, -0.1147558851088147, -0.035174060474399325, 0.0, 10.0, 0.0, 30.0, -0.04181872924639194, 10.0, -0.03490175827161172, 5.0, 14.038689281385826]
delay_48_2021-11-23	delay	[0.8292856161594169, 25.0, 5.0, 0.06360527995554481, 10.0, 0.7456737133862184, 0.7458475783398191, 0.8290486958362883, 0.0, 10.0, 0.0, 30.0, 0.8194481534558476, 10.0, 0.8291207096928507, 5.0, 14.902389593804392]
delay_49_2021-11-23	delay	[-1.0993285644120727, 25.0, 5.0, 0.4730932866766437, 10.0, -1.151959062154661, -1.1518933923417836, -1.0991390396205065, 0.0, 10.0, 0.0, 30.0, -1.1028661624640663, 10.0, -1.0996275972596468, 5.0, 12.986746593183728]
delay_4_2021-11-23	delay	[-0.4135232565042985, 25.0, 5.0, 0.06360527995554481, 10.0, -0.48999414045435424, -0.4898907281505268, -0.4133337136717063, 0.0, 10.0, 0.0, 30.0, -0.41635512666363705, 10.0, -0.4132442455270976, 5.0, 13.66220452981876]
delay_50_2021-11-23	delay	[-1.7249979591264415, 21.0, 4.0, -0.5798758734633248, 8.0, -1.7918584864649574, -1.7918293010599984, -1.7248084507939456, 0.0, 10.0, 0.0, 28.0, -1.7076298331266557, 8.0, -1.7248019651220234, 4.0, 10.329207170357375]
delay_51_2021-11-23	delay	[1.0702557647712903, 25.0, 5.0, -0.17038786674222595, 10.0, 0.9883941846763308, 0.9885818885432798, 1.0703031813535175, 0.0, 10.0, 0.0, 30.0, 1.0634390136886855, 10.0, 1.0704082982825158, 5.0, 15.157070455158584]
delay_52_2021-11-23	delay	[0.7631787612304958, 50.0, 10.0, -0.5798758734633248, 20.0, 0.7898047081662387, 0.7899810892859028, 0.7635105003009656, 0.0, 20.0, 0.0, 60.0, 0.7773232357062466, 20.0, 0.7632545205282087, 10.0, 29.142371667782275]
delay_53_2021-11-23	delay	[0.7904744948785664, 25.0, 5.0, -0.5798758734633248, 10.0, 0.7015427186061979, 0.7017140673937352, 0.7902375735344594, 0.0, 10.0, 0.0, 30.0, 0.7931722146615421, 10.0, 0.7900888938915813, 5.0, 14.946681917518164]
delay_54_2021-11-23	delay	[-1.120653356324628, 25.0, 5.0, -0.4043810134399967, 10.0, -1.1960900569346815, -1.1960269032878674, -1.1206059973771958, 0.0, 10.0, 0.0, 30.0, -1.1116248087288347, 10.0, -1.1204741352444156, 5.0, 12.953527350398398]
delay_55_2021-11-23	delay	[-1.1671414026939981, 25.0, 5.0, -0.17038786674222595, 10.0, -1.2181555543246916, -1.2180936587609092, -1.1672362102526532, 0.0, 10.0, 0.0, 30.0, -1.1704328622208522, 10.0, -1.16748973155049, 5.0, 12.931381188541511]
delay_56_2021-11-23	delay	[0.7073078064196012, 25.0, 5.0, -0.5798758734633248, 10.0, 0.6132807290461569, 0.6134470455015677, 0.7073552134539971, 0.0, 10.0, 0.0, 30.0, 0.7193493390013501, 10.0, 0.7073680569945731, 5.0, 14.79165878451996]
delay_57_2021-11-23	delay	[-0.19601037899623575, 25.0, 5.0, -0.5798758734633248, 10.0, -0.29140466394426223, -0.2912899288931498, -0.19596299572483322, 0.0, 10.0, 0.0, 30.0, -0.1794545991213261, 10.0, -0.19590799845184778, 5.0, 13.87259306745918]
delay_58_2021-11-23	delay	[-1.149655073325703, 25.0, 5.0, 0.06360527995554481, 10.0, -1.2181555543246916, -1.2180936587609092, -1.1496077151411999, 0.0, 10.0, 0.0, 30.0, -1.1499960209363922, 10.0, -1.1490826820533004, 5.0, 12.942454269469955]
delay_59_2021-11-23	delay	[-0.8076054110483181, 25.0, 5.0, -0.5798758734633248, 10.0, -0.20314267438422134, -0.20302290700098224, -0.8077002091488978, 0.0, 10.0, 0.0, 30.0, -0.8125796005460233, 10.0, -0.8077760654728827, 5.0, 13.950104633958281]
delay_5_2021-11-23	delay	[-0.6988489722942867, 25.0, 5.0, -0.5798758734633248, 10.0, -0.7768456065244872, -0.7767585493000714, -0.698801602250726, 0.0, 10.0, 0.0, 30.0, -0.7033050614331968, 10.0, -0.6986643985738797, 5.0, 13.374304425679238]
delay_60_2021-11-23	delay	[1.0416805436084664, 50.0, 10.0, -0.5798758734633248, 20.0, 0.9442631898963103, 0.944448377597196, 1.0415857941558273, 0.0, 20.0, 0.0, 60.0, 1.030072742203853, 20.0, 1.0415779797929419, 10.0, 29.286321719852037]
delay_61_2021-11-23	delay	[-0.20454029576125782, 25.0, 5.0, -0.5798758734633248, 10.0, -0.269339166554252, -0.26922317342010793, -0.20435074743108927, 0.0, 10.0, 0.0, 30.0, -0.20030851879934644, 10.0, -0.20433532231803095, 5.0, 13.894739229316066]
delay_62_2021-11-23	delay	[1.1210087695231716, 50.0, 10.0, -0.5798758734633248, 20.0, 1.0545906768463615, 1.0547821549624055, 1.1211983527236815, 0.0, 20.0, 0.0, 60.0, 1.116407969670857, 20.0, 1.1209722414796148, 10.0, 29.397052529136467]
delay_63_2021-11-23	delay	[1.1205822736849205, 25.0, 5.0, -0.4043810134399967, 10.0, 1.0325251794563512, 1.0327153994893636, 1.1206296915910539, 0.0, 10.0, 0.0, 30.0, 1.1397643597102398, 10.0, 1.1203069264375476, 5.0, 15.223508940729243]
delay_64_2021-11-23	delay	[1.0984044900958632, 50.0, 10.0, -0.5798758734633248, 20.0, 1.0325251794563512, 1.0327153994893636, 1.0985940727017371, 0.0, 20.0, 0.0, 60.0, 1.1013931475026826, 20.0, 1.0985733017300228, 10.0, 29.397052529136467]
delay_65_2021-11-23	delay	[0.5942864092830589, 25.0, 5.0, -0.5798758734633248, 10.0, 0.9221976925063001, 0.9223816221241542, 0.5941916480611187, 0.0, 10.0, 0.0, 30.0, 0.6067381727400403, 10.0, 0.5940427281624785, 5.0, 15.079558888659482]
delay_66_2021-11-23	delay	[1.1065079110226341, 50.0, 10.0, -0.28738444009111136, 20.0, 1.0325251794563512, 1.0327153994893636, 1.1062709979922087, 0.0, 20.0, 0.0, 60.0, 1.096805285173518, 20.0, 1.1065570822348278, 10.0, 29.385979448208026]
delay_67_2021-11-23	delay	[1.0557549062707527, 25.0, 5.0, 5.854935660725371, 10.0, 0.9663286872863206, 0.966515133070238, 1.0559444877546724, 0.0, 10.0, 0.0, 30.0, 1.046338799552709, 10.0, 1.0557713673570397, 5.0, 15.123851212373255]
delay_68_2021-11-23	delay	[1.102242952640123, 50.0, 10.0, -0.5798758734633248, 20.0, 1.0325251794563512, 1.0327153994893636, 1.102432535346973, 0.0, 20.0, 0.0, 60.0, 1.1114030289481323, 20.0, 1.1023434203017362, 10.0, 29.385979448208026]
delay_69_2021-11-23	delay	[1.0045754056806204, 25.0, 5.0, 0.999577866746628, 10.0, 0.9221976925063001, 0.9223816221241542, 1.004480655251881, 0.0, 10.0, 0.0, 30.0, 0.9958723139318997, 10.0, 1.0045421091178737, 5.0, 15.079558888659482]
delay_6_2021-11-23	delay	[0.3140786435520839, 25.0, 5.0, -0.5798758734633248, 10.0, 0.23816727341598315, 0.23831220245985554, 0.31412604024206053, 0.0, 10.0, 0.0, 30.0, 0.30852712134434956, 10.0, 0.31416686713292213, 5.0, 14.393027871096008]
delay_70_2021-11-23	delay	[0.9397480382664526, 25.0, 5.0, 0.7655847200488571, 10.0, 0.8560012003362695, 0.8561813557050285, 0.9396532861323428, 0.0, 10.0, 0.0, 30.0, 0.9308080845364762, 10.0, 0.939784778356677, 5.0, 15.013120403088823]
delay_71_2021-11-23	delay	[-0.3836685478267213, 25.0, 5.0, -0.5798758734633248, 10.0, -0.4458631456743338, -0.44575721720444306, -0.3833368389256041, 0.0, 10.0, 0.0, 30.0, -0.38048638481744207, 10.0, -0.3835268403147675, 5.0, 13.728643015389418]
delay_72_2021-11-23	delay	[0.862978787381254, 50.0, 10.0, -0.34588272676555404, 20.0, 0.7898047081662387, 0.7899810892859028, 0.8634526943602538, 0.0, 20.0, 0.0, 60.0, 0.8932710291160396, 20.0, 0.8632735485189614, 10.0, 29.142371667782275]
delay_73_2021-11-23	delay	[0.21555810491607902, 25.0, 5.0, 1.1165744400955133, 10.0, 0.12783978646593203, 0.1279784250946461, 0.21532116844802732, 0.0, 10.0, 0.0, 30.0, 0.21093077725121445, 10.0, 0.2154784692263036, 5.0, 14.315516304596905]
delay_74_2021-11-23	delay	[-1.3211064003026465, 25.0, 5.0, -0.5798758734633248, 10.0, -1.3946795334447735, -1.3946277025452443, -1.3212012119115568, 0.0, 10.0, 0.0, 30.0, -1.323083554263961, 10.0, -1.320955734587299, 5.0, 12.765284974614865]
delay_75_2021-11-23	delay	[1.1043754318313785, 25.0, 5.0, -0.5798758734633248, 10.0, 1.0325251794563512, 1.0327153994893636, 1.1044228493111694, 0.0, 10.0, 0.0, 30.0, 1.1043126962576053, 10.0, 1.1043393654279374, 5.0, 15.201362778872356]
delay_76_2021-11-23	delay	[0.40620174461432224, 25.0, 5.0, -0.5798758734633248, 10.0, 0.32642926297602404, 0.32657922435202313, 0.40596481316140653, 0.0, 10.0, 0.0, 30.0, 0.3986160543533974, 10.0, 0.4057585712574917, 5.0, 14.481612518523553]
delay_77_2021-11-23	delay	[0.15371620836966904, 25.0, 5.0, -0.5798758734633248, 10.0, 0.08370879168591158, 0.08384491414856232, 0.1536214355579404, 0.0, 10.0, 0.0, 30.0, 0.14711778303647224, 10.0, 0.15382594199475316, 5.0, 14.249077819026246]
delay_78_2021-11-23	delay	[-0.980762721378266, 25.0, 5.0, -0.5798758734633248, 10.0, -0.22520817177423155, -0.22508966247402415, -0.9808575240339805, 0.0, 10.0, 0.0, 30.0, -0.9865012906607128, 10.0, -0.9807579764103264, 5.0, 13.927958472101395]
delay_79_2021-11-23	delay	[1.0216352392106645, 50.0, 10.0, -0.5798758734633248, 20.0, 0.9442631898963103, 0.944448377597196, 1.0218248197970208, 0.0, 20.0, 0.0, 60.0, 1.0138066848549971, 20.0, 1.0216185285309292, 10.0, 29.286321719852037]
delay_7_2021-11-23	delay	[-0.8412985822701552, 25.0, 5.0, -0.5798758734633248, 10.0, -0.9092385908645485, -0.9091590821383227, -0.841393381257079, 0.0, 10.0, 0.0, 30.0, -0.843026323275933, 10.0, -0.8414853609376153, 5.0, 13.252500535466364]
delay_80_2021-11-23	delay	[0.3609931857597053, 25.0, 5.0, -0.5798758734633248, 10.0, 0.2822982681960036, 0.2824457134059393, 0.36075625311751797, 0.0, 10.0, 0.0, 30.0, 0.3873549377272664, 10.0, 0.36073892007761854, 5.0, 14.459466356666667]
delay_81_2021-11-23	delay	[-0.7965165192537893, 25.0, 5.0, -0.5798758734633248, 10.0, -0.865107596084528, -0.865025571192239, -0.7967534823458179, 0.0, 10.0, 0.0, 30.0, -0.7662838988608182, 10.0, -0.7969092531191202, 5.0, 13.584692963319657]
delay_82_2021-11-23	delay	[-0.2616907380869057, 25.0, 5.0, 0.06360527995554481, 10.0, -0.3355356587242827, -0.3354234398392336, -0.2616433565433129, 0.0, 10.0, 0.0, 30.0, -0.2637044346205282, 10.0, -0.2615524159358008, 5.0, 13.87259306745918]
delay_83_2021-11-23	delay	[1.1099198777286428, 25.0, 5.0, -0.11188958006778327, 10.0, 1.0325251794563512, 1.0327153994893636, 1.109682964787974, 0.0, 10.0, 0.0, 30.0, 1.155196260271975, 10.0, 1.1101054291258523, 5.0, 15.245655102586129]
delay_84_2021-11-23	delay	[0.7827975697900466, 25.0, 5.0, -0.5798758734633248, 10.0, 0.7015427186061979, 0.7017140673937352, 0.7825606482439877, 0.0, 10.0, 0.0, 30.0, 0.7769061573126862, 10.0, 0.7823268850674653, 5.0, 14.880243431947505]
delay_85_2021-11-23	delay	[-0.8430045656231596, 25.0, 5.0, 0.06360527995554481, 10.0, -0.9092385908645485, -0.9091590821383227, -0.8432415299381184, 0.0, 10.0, 0.0, 30.0, -0.8442775584566142, 10.0, -0.8432595343831275, 5.0, 13.24142745453792]
delay_86_2021-11-23	delay	[0.6957924187868214, 50.0, 10.0, -0.5798758734633248, 20.0, 0.6243134777411621, 0.6189637343698282, 0.6956976602351327, 0.0, 20.0, 0.0, 60.0, 0.6972441841426485, 20.0, 0.6953923862373654, 10.0, 28.965202372927184]
delay_87_2021-11-23	delay	[-0.2399394503360994, 25.0, 5.0, 0.2391001399788729, 10.0, -0.32450291002927756, -0.3354234398392336, -0.23989206822030987, 0.0, 10.0, 0.0, 30.0, -0.23784557421978303, 10.0, -0.24004056290896483, 5.0, 13.817227662816963]
delay_88_2021-11-23	delay	[-0.41992069407806504, 25.0, 5.0, -0.5798758734633248, 10.0, -0.48999414045435424, -0.4898907281505268, -0.4198733166969229, 0.0, 10.0, 0.0, 30.0, -0.4259479297155264, 10.0, -0.4201191676284575, 5.0, 13.673277610747203]
delay_89_2021-11-23	delay	[0.4684701369989833, 25.0, 5.0, -0.5798758734633248, 10.0, 0.39262575514605474, 0.39277949077114876, 0.46837537246727784, 0.0, 10.0, 0.0, 30.0, 0.45950949981321676, 10.0, 0.46851995689248727, 5.0, 14.58127024687954]
delay_8_2021-11-23	delay	[-0.5389130329501229, 0.0, 0.0, -0.4043810134399967, 0.0, 0.017512299515880913, 0.017644647729436653, -0.5387234934160765, 0.0, 0.0, 0.0, 0.0, -0.5285492145313864, 0.0, -0.5383234734357107, 0.0, 0.009095745048363831]
delay_90_2021-11-23	delay	[0.4868094580437808, 10.0, 5.0, -0.5798758734633248, 10.0, 0.4146912525360649, 0.4148462462441907, 0.4868568592776726, 0.0, 10.0, 0.0, 20.0, 0.4912074577238077, 10.0, 0.48714877807036583, 5.0, 0.4409459012576465]
delay_91_2021-11-23	delay	[0.7789591072457867, 25.0, 5.0, -0.17038786674222595, 10.0, 0.9663286872863206, 0.966515133070238, 0.7790065161650658, 0.0, 10.0, 0.0, 30.0, 0.7814940196418506, 10.0, 0.779443853218508, 5.0, 15.123851212373255]
delay_92_2021-11-23	delay	[0.9956189930773471, 25.0, 5.0, -0.5798758734633248, 10.0, 0.9221976925063001, 0.9223816221241542, 0.9958085729793112, 0.0, 10.0, 0.0, 30.0, 1.043419250797786, 10.0, 0.9954494702096235, 5.0, 15.123851212373255]
delay_93_2021-11-23	delay	[1.1414805697592245, 25.0, 5.0, -0.4628793001144394, 10.0, 1.0766561742363716, 1.0768489104354473, 1.1413858229319587, 0.0, 10.0, 0.0, 30.0, 1.1364277325617567, 10.0, 1.1411534644223165, 5.0, 15.234582021657687]
delay_94_2021-11-23	delay	[0.24200084688764745, 25.0, 5.0, -0.5798758734633248, 10.0, 0.14990528385594226, 0.150045180567688, 0.2420482416815212, 0.0, 10.0, 0.0, 30.0, 0.23553840247127844, 10.0, 0.24209107090898727, 5.0, 14.304443223668462]
delay_95_2021-11-23	delay	[1.1167438111406605, 25.0, 5.0, -0.5798758734633248, 10.0, 1.0325251794563512, 1.0327153994893636, 1.1166490636626611, 0.0, 10.0, 0.0, 30.0, 1.1047297746511657, 10.0, 1.1167585795465231, 5.0, 15.190289697943914]
delay_96_2021-11-23	delay	[1.0821976482423212, 50.0, 10.0, -0.5798758734633248, 20.0, 0.9883941846763308, 0.9885818885432798, 1.0821028998555389, 0.0, 20.0, 0.0, 60.0, 1.0692781111985312, 20.0, 1.0821621973590345, 10.0, 29.319540962637365]
delay_97_2021-11-23	delay	[1.106934406860885, 25.0, 5.0, -0.5798758734633248, 10.0, 1.0325251794563512, 1.0327153994893636, 1.1069818244079932, 0.0, 10.0, 0.0, 30.0, 1.095554049992837, 10.0, 1.1067788539155168, 5.0, 15.190289697943914]
delay_98_2021-11-23	delay	[0.29232735580127767, 50.0, 10.0, -0.5798758734633248, 20.0, 0.21610177602597294, 0.21624544698681367, 0.29209042135274377, 0.0, 20.0, 0.0, 60.0, 0.28642196648564805, 20.0, 0.2919896990640191, 10.0, 28.55549837857479]
delay_99_2021-11-23	delay	[1.0915805566838455, 25.0, 5.0, 4.0414887738176475, 10.0, 1.010459682066341, 1.0106486440163218, 1.0913436432607362, 0.0, 10.0, 0.0, 30.0, 1.0797050710375413, 10.0, 1.0914766079479736, 5.0, 15.168143536087028]
delay_9_2021-11-23	delay	[-1.4000081303791005, 25.0, 5.0, -0.17038786674222595, 10.0, -1.4608760256148041, -1.46082796896437, -1.3998186134973127, 0.0, 10.0, 0.0, 30.0, -1.3977405867112738, 10.0, -1.3996846812319048, 5.0, 12.953527350398398]
disorder_0_2021-11-23	disorder	[-0.2774710841021965, 12.0, 0.0, 2.8715230403287944, 0.0, -0.3576011561142929, -0.3574901953122755, -0.2777080335400406, 0.0, 0.0, 0.0, 12.0, -0.27288015927885717, 20.0, -0.277519976945411, 0.0, 5.324174590701073]
disorder_100_2021-11-23	disorder	[-2.0337809460202405, 12.0, 0.0, 0.06360527995554481, 0.0, -2.100775449925101, -2.100763877682585, -2.033591445810694, 0.0, 0.0, 0.0, 12.0, -2.0333680584973335, 20.0, -2.0337299163218425, 0.0, 3.541408561221727]
disorder_101_2021-11-23	disorder	[0.11533158292706973, 18.0, 0.0, -0.5798758734633248, 0.0, 0.03957779690589114, 0.03971140320247854, 0.11537897438873905, 0.0, 0.0, 0.0, 18.0, 0.1433640774944286, 30.0, 0.11523766955486187, 0.0, 8.557514221806471]
disorder_102_2021-11-23	disorder	[1.131244669641198, 12.0, 0.0, 1.2335710134443987, 0.0, 1.0545906768463615, 1.0547821549624055, 1.1311499225446633, 0.0, 0.0, 0.0, 12.0, 1.1230812239678236, 20.0, 1.1309519671106212, 0.0, 6.7083097067564665]
disorder_103_2021-11-23	disorder	[0.3319914687586303, 18.0, 0.0, 2.637529893631023, 0.0, 0.2822982681960036, 0.2824457134059393, 0.33175453535351396, 0.0, 0.0, 0.0, 18.0, 0.3231248651189638, 30.0, 0.33168682990735554, 0.0, 8.778975840375335]
disorder_104_2021-11-23	disorder	[1.061299352168017, 12.0, 0.0, 1.5260624468166122, 0.0, 0.9883941846763308, 0.9885818885432798, 1.061346768514634, 0.0, 0.0, 0.0, 12.0, 1.0826246197924643, 20.0, 1.0610938876935765, 0.0, 6.652944302114251]
disorder_105_2021-11-23	disorder	[0.9452924841637169, 18.0, 0.0, 1.7015573068399403, 0.0, 0.9883941846763308, 0.9885818885432798, 0.945339897458618, 0.0, 0.0, 0.0, 18.0, 0.931642241323597, 30.0, 0.9457726137352808, 0.0, 9.476579938867252]
disorder_106_2021-11-23	disorder	[-1.4123765096883827, 12.0, 0.0, -0.28738444009111136, 0.0, -1.4829415230048144, -1.482894724437412, -1.4123291584151183, 0.0, 0.0, 0.0, 12.0, -1.41442372245369, 20.0, -1.4123256670311795, 0.0, 4.161501093214543]
disorder_107_2021-11-23	disorder	[0.5563282796787107, 18.0, 0.0, 4.509475067213189, 0.0, 0.48088774470609563, 0.48104651266331633, 0.5560913521750742, 0.0, 0.0, 0.0, 18.0, 0.5479301192480229, 30.0, 0.5558979990839653, 0.0, 8.967218216158868]
disorder_108_2021-11-23	disorder	[1.007134380710127, 12.0, 0.0, -0.5798758734633248, 0.0, 0.9221976925063001, 0.9223816221241542, 1.0071817956318618, 0.0, 0.0, 0.0, 12.0, 1.0430021724042255, 20.0, 1.0072033692861422, 0.0, 6.597578897472035]
disorder_109_2021-11-23	disorder	[0.9986044639451048, 24.0, 0.0, -0.5798758734633248, 0.0, 0.9221976925063001, 0.9223816221241542, 0.9990783744919196, 0.0, 0.0, 0.0, 24.0, 1.0663585624436083, 40.0, 0.998776045419959, 0.0, 12.25592325190648]
disorder_10_2021-11-23	disorder	[-1.2225858616666416, 12.0, 0.0, -0.34588272676555404, 0.0, -1.3064175438847325, -1.3063606806530768, -1.2225385054006805, 0.0, 0.0, 0.0, 12.0, -1.2250701317772654, 20.0, -1.2224891083613696, 0.0, 4.338670388069633]
disorder_110_2021-11-23	disorder	[-0.6736857178374716, 12.0, 0.0, -0.5798758734633248, 0.0, -0.7327146117444667, -0.7326250383539876, -0.6736383471319578, 0.0, 0.0, 0.0, 12.0, -0.67577788745821, 20.0, -0.6738259703367083, 0.0, 4.914470596348677]
disorder_111_2021-11-23	disorder	[0.186556387915004, 12.0, 0.0, -0.5798758734633248, 0.0, 0.1057742890759218, 0.10591166962160421, 0.18646161596718022, 0.0, 0.0, 0.0, 12.0, 0.22386020745158705, 20.0, 0.18686992241741868, 0.0, 5.811390151552572]
disorder_112_2021-11-23	disorder	[-0.40584633141577864, 12.0, 0.0, 0.2391001399788729, 0.0, -0.48999414045435424, -0.4898907281505268, -0.4059411189475484, 0.0, 0.0, 0.0, 12.0, -0.41135018594091216, 20.0, -0.4054822367029815, 0.0, 5.158078376774426]
disorder_113_2021-11-23	disorder	[1.0945660275516031, 12.0, 0.0, -0.5213775867888821, 0.0, 1.010459682066341, 1.0106486440163218, 1.0943291142070308, 0.0, 0.0, 0.0, 12.0, 1.1364277325617567, 20.0, 1.094359639796931, 0.0, 6.730455868613353]
disorder_114_2021-11-23	disorder	[-1.1236388271923856, 12.0, 0.0, -0.4043810134399967, 0.0, -1.1740245595446712, -1.1739601478148254, -1.1237336336066472, 0.0, 0.0, 0.0, 12.0, -1.124137160535647, 20.0, -1.12402248213544, 0.0, 4.460474278282508]
disorder_115_2021-11-23	disorder	[-0.19771636234924017, 12.0, 0.0, -0.5798758734633248, 0.0, -0.269339166554252, -0.26922317342010793, -0.19752681383955895, 0.0, 0.0, 0.0, 12.0, -0.2036451459478297, 20.0, -0.19768217189736004, 0.0, 5.379539995343289]
disorder_116_2021-11-23	disorder	[-1.574444928223802, 12.0, 0.0, -0.17038786674222595, 0.0, -1.637400004734886, -1.6373620127487052, -1.5743975812139643, 0.0, 0.0, 0.0, 12.0, -1.5695768848581613, 20.0, -1.5744407656148607, 0.0, 4.072916445786998]
disorder_117_2021-11-23	disorder	[0.3315649729203792, 18.0, 0.0, -0.4043810134399967, 0.0, 0.23816727341598315, 0.23831220245985554, 0.3313280395040433, 0.0, 0.0, 0.0, 18.0, 0.34689833355190697, 30.0, 0.3314650582266665, 0.0, 8.856487406874436]
disorder_118_2021-11-23	disorder	[-2.243190402601532, 6.0, 0.0, -0.5798758734633248, 0.0, -1.6153345073448757, -1.6152952572756631, -2.2428587426176247, 0.0, 0.0, 0.0, 6.0, -2.2439926472453386, 10.0, -2.24241706785022, 0.0, 1.1939154043917803]
disorder_119_2021-11-23	disorder	[-1.785560368158098, 12.0, 0.0, 0.06360527995554481, 0.0, -1.847022229939983, -1.858029567479124, -1.7855130267019346, 0.0, 0.0, 0.0, 12.0, -1.7885430414773746, 20.0, -1.7857891773115067, 0.0, 3.7850163416474762]
disorder_11_2021-11-23	disorder	[-0.712496839118322, 12.0, 0.0, -0.34588272676555404, 0.0, -0.7768456065244872, -0.7767585493000714, -0.7125916347169436, 0.0, 0.0, 0.0, 12.0, -0.7162344916335693, 20.0, -0.7128577861379777, 0.0, 4.969836000990893]
disorder_120_2021-11-23	disorder	[0.9819711262533118, 18.0, 0.0, -0.5798758734633248, 0.0, 0.9001321951162898, 0.9003148666511123, 0.9821607057962506, 0.0, 0.0, 0.0, 18.0, 0.9737671590731981, 30.0, 0.9821431693682817, 0.0, 9.387995291439708]
disorder_121_2021-11-23	disorder	[-1.410244030497127, 12.0, 0.0, -0.5798758734633248, 0.0, -1.4608760256148041, -1.46082796896437, -1.4099123486014513, 0.0, 0.0, 0.0, 12.0, -1.4069163113696026, 20.0, -1.4098861785436003, 0.0, 4.205793416928316]
disorder_122_2021-11-23	disorder	[1.0045754056806204, 18.0, 0.0, -0.4043810134399967, 0.0, 0.9221976925063001, 0.9223816221241542, 1.0047649858181948, 0.0, 0.0, 0.0, 18.0, 1.077202600676179, 30.0, 1.0049856524792518, 0.0, 9.476579938867252]
disorder_123_2021-11-23	disorder	[-1.058811459778218, 12.0, 0.0, -0.4043810134399967, 0.0, -1.1298935647646509, -1.1298266368687417, -1.0590484297702658, 0.0, 0.0, 0.0, 12.0, -1.0498972064818946, 20.0, -1.0588216080128652, 0.0, 4.615497411280712]
disorder_124_2021-11-23	disorder	[0.4343504699388951, 12.0, 0.0, -0.5798758734633248, 0.0, 0.9442631898963103, 0.944448377597196, 0.4341135392264692, 0.0, 0.0, 0.0, 12.0, 0.4232236795734614, 20.0, 0.43392357470499854, 0.0, 6.608651978400478]
disorder_125_2021-11-23	disorder	[-2.2495878401752987, 12.0, 0.0, -0.5798758734633248, 0.0, -2.321430423825203, -2.3214314324130036, -2.249824841492312, 0.0, 0.0, 0.0, 12.0, -2.2419072552775368, 20.0, -2.24929198995158, 0.0, 3.76287017979059]
disorder_126_2021-11-23	disorder	[-1.0310892302918961, 12.0, 0.0, -0.5798758734633248, 0.0, -1.0857625699846303, -1.0856931259226579, -1.03104186898836, 0.0, 0.0, 0.0, 12.0, -1.0161138566035017, 20.0, -1.0315436912881144, 0.0, 4.659789734994485]
disorder_127_2021-11-23	disorder	[1.0544754187559995, 12.0, 0.0, -0.4628793001144394, 0.0, 0.9883941846763308, 0.9885818885432798, 1.0543806696399467, 0.0, 0.0, 0.0, 12.0, 1.0888807956958704, 20.0, 1.0542189655922165, 0.0, 6.7636751113986815]
disorder_128_2021-11-23	disorder	[0.26588461382970924, 12.0, 0.0, -0.5798758734633248, 0.0, 0.17197078124595247, 0.17211193604072988, 0.26564767868556366, 0.0, 0.0, 0.0, 12.0, 0.2547240085750571, 20.0, 0.26604241242340254, 0.0, 5.822463232481015]
disorder_129_2021-11-23	disorder	[0.8992309336325978, 12.0, 0.0, -0.5798758734633248, 0.0, 0.9221976925063001, 0.9223816221241542, 0.899420510998945, 0.0, 0.0, 0.0, 12.0, 0.8870148532126335, 20.0, 0.9003094191940295, 0.0, 6.5754327356151485]
disorder_12_2021-11-23	disorder	[1.0638583271975237, 18.0, 0.0, -0.4628793001144394, 0.0, 0.9883941846763308, 0.9885818885432798, 1.0639057436114578, 0.0, 0.0, 0.0, 18.0, 1.0534291322432356, 30.0, 1.0641986912232229, 0.0, 9.476579938867252]
