ids	maltype	system calls frequency_1gram-scaled
freeze_310_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.34682668930643284, 0.0, 1.287138628731604, 0.0, 1.2986966718978066, 0.0, 400.0, 0.0, 400.0, 1.2899616603037036, 800.0, 1.299213180951345, 0.0, 0.8720728111359624]
freeze_311_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.7966360474512948, 0.0, -0.10189264986483576, 0.0, -0.10486357230293475, 0.0, 400.0, 0.0, 400.0, -0.09226127346874685, 800.0, -0.10256569904025858, 0.0, -0.49487543114840304]
freeze_312_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.29711091814305335, 0.0, -0.5246412998724479, 0.0, -0.5166160375544768, 0.0, 400.0, 0.0, 400.0, -0.5618840051842059, 800.0, -0.5206436332364907, 0.0, -0.5739550815284903]
freeze_313_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.2937937590850894, 0.0, -1.4506621522700744, 0.0, -1.4436421196421998, 0.0, 400.0, 0.0, 400.0, -1.507420710883968, 800.0, -1.4487887245118043, 0.0, -1.0371358908975727]
freeze_314_2021-11-30	freeze	[0.0, 400.0, 0.0, 2.086878680024714, 0.0, 0.8845208668195925, 0.0, 0.8967910245692088, 0.0, 400.0, 0.0, 400.0, 0.8973141281129218, 800.0, 0.8998551542564366, 0.0, 0.44278328050120297]
freeze_315_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.29947833581750016, 0.0, -1.8935416903732871, 0.0, -1.8895993208366013, 0.0, 400.0, 0.0, 400.0, -1.9067295584182313, 800.0, -1.8886059061289286, 0.0, -1.8166353017870043]
freeze_316_2021-11-30	freeze	[0.0, 400.0, 0.0, 1.8880155953711961, 0.0, 1.2670077406360036, 0.0, 1.2770595851460735, 0.0, 400.0, 0.0, 400.0, 1.2625762527805011, 800.0, 1.277876512186395, 0.0, 0.9624495544274907]
freeze_317_2021-11-30	freeze	[0.0, 400.0, 0.0, 2.2360259935148523, 0.0, -0.021369097482433444, 0.0, -0.03114200127457494, 0.0, 400.0, 0.0, 400.0, -0.048592650661478005, 800.0, -0.03010154097061796, 0.0, -0.13336845798228988]
freeze_318_2021-11-30	freeze	[0.0, 400.0, 0.0, 3.478920272599339, 0.0, -0.0012382093868328658, 0.0, 0.0016375373373319665, 0.0, 400.0, 0.0, 400.0, -0.00751453937667426, 800.0, 0.005325380752317451, 0.0, -0.32541903747678746]
freeze_319_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.09824783348953552, 0.0, -0.08176176176923518, 0.0, -0.08568819003193782, 0.0, 400.0, 0.0, 400.0, -0.07264740051293966, 800.0, -0.0818328982592225, 0.0, -0.506172524059844]
freeze_31_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.09824783348953552, 0.0, -0.9876517260712612, 0.0, -0.990558931793036, 0.0, 400.0, 0.0, 400.0, -0.9870979679431203, 800.0, -0.9864271381619029, 0.0, -1.2065922845691883]
freeze_320_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.498341420471018, 0.0, -0.38372508320324383, 0.0, -0.39223517958044274, 0.0, 400.0, 0.0, 400.0, -0.40238251001528325, 800.0, -0.3918184633349074, 0.0, -0.49487543114840304]
freeze_321_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.2937937590850894, 0.0, -1.370138599887672, 0.0, -1.3771760986623254, 0.0, 400.0, 0.0, 400.0, -1.308321396728793, 800.0, -1.3696820186191132, 0.0, -1.8053382088755632]
freeze_322_2021-11-30	freeze	[0.0, 400.0, 0.0, 1.241710570247263, 0.0, 0.01889267870876771, 0.0, 0.02884585001915193, 0.0, 400.0, 0.0, 400.0, 0.037634375729146075, 800.0, 0.0343110439801737, 0.0, -0.47228124532552096]
freeze_323_2021-11-30	freeze	[0.0, 570.0, 0.0, 0.7445528586134685, 0.0, 0.9650444192019949, 0.0, 0.9575562562252733, 0.0, 570.0, 0.0, 570.0, 0.9583761854281706, 1140.0, 0.9598393739918614, 0.0, 0.6913193245529058]
freeze_324_2021-11-30	freeze	[0.0, 601.0, 0.0, 1.987447137697955, 0.0, 0.9449135311063943, 0.0, 0.9250358444008123, 0.0, 600.0, 0.0, 600.0, 0.9180382202926426, 1202.0, 0.928035660172408, 0.0, 0.454080373412644]
freeze_325_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.29947833581750016, 0.0, -0.3233324189164421, 0.0, -0.33924375154775527, 0.0, 400.0, 0.0, 400.0, -0.3072737298333503, 800.0, -0.33606131948687834, 0.0, -0.9467591476060445]
freeze_326_2021-11-30	freeze	[0.0, 400.0, 0.0, 2.832615247475406, 0.0, -0.0012382093868328658, 0.0, 0.002544481093392632, 0.0, 400.0, 0.0, 400.0, 0.010989114355219319, 800.0, 0.007740852687972138, 0.0, -0.43838996659119783]
freeze_327_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.7966360474512948, 0.0, -1.0279135022624624, 0.0, -1.02100632931793, 0.0, 400.0, 0.0, 400.0, -1.0540811944525752, 800.0, -1.0220553492128095, 0.0, -0.9354620546946034]
freeze_328_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.7445528586134685, 0.0, 0.07928534299556944, 0.0, 0.08326247538279186, 0.0, 400.0, 0.0, 400.0, 0.07094095244655452, 800.0, 0.08704884790863437, 0.0, -0.06558590051364366]
freeze_329_2021-11-30	freeze	[0.0, 400.0, 0.0, 1.6394367395542988, 0.0, 1.3274004049228052, 0.0, 1.321758955980492, 0.0, 400.0, 0.0, 400.0, 1.2918120256768928, 800.0, 1.3229653216519492, 0.0, 0.7929931607558751]
freeze_32_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.29947833581750016, 0.0, -0.8869972855932583, 0.0, -0.8952002740129432, 0.0, 400.0, 0.0, 400.0, -0.88458772626843, 800.0, -0.8952430725909384, 0.0, -1.2969690278607167]
freeze_330_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.29711091814305335, 0.0, 0.08935078704336974, 0.0, 0.09064758882500012, 0.0, 400.0, 0.0, 400.0, 0.10276723686541148, 800.0, 0.09469784237154087, 0.0, -0.37060740912255163]
freeze_331_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.8463518186146742, 0.0, -0.3233324189164421, 0.0, -0.3391141881540323, 0.0, 400.0, 0.0, 400.0, -0.2687861300710116, 800.0, -0.3336458475512237, 0.0, -0.5852521744399313]
freeze_332_2021-11-30	freeze	[0.0, 400.0, 0.0, 1.1422790279205042, 0.0, 0.5020339930031815, 0.0, 0.4998087862020832, 0.0, 400.0, 0.0, 400.0, 0.4946746229069175, 800.0, 0.5008997062174708, 0.0, 0.17165305062661812]
freeze_333_2021-11-30	freeze	[0.0, 400.0, 0.0, 1.1919947990838837, 0.0, 0.44164132871637984, 0.0, 0.4395618081209104, 0.0, 400.0, 0.0, 400.0, 0.4473052693532699, 800.0, 0.44011032917016113, 0.0, 0.48797165214696714]
freeze_334_2021-11-30	freeze	[0.0, 605.0, 0.0, 0.29711091814305335, 0.0, 0.8845208668195925, 0.0, 0.8931632495449661, 0.0, 606.0, 0.0, 606.0, 0.9309907779049681, 1211.0, 0.8916022918096165, 0.0, 1.086717576453342]
freeze_335_2021-11-30	freeze	[0.0, 565.0, 0.0, 0.29711091814305335, 0.0, 1.0656988596799977, 0.0, 1.0744224373633762, 0.0, 565.0, 0.0, 565.0, 1.0690280347448942, 1130.0, 1.075580737575315, 0.0, 0.8607757182245214]
freeze_336_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.3435095302484688, 0.0, -1.3902694879832727, 0.0, -1.3896141844597287, 0.0, 400.0, 0.0, 400.0, -1.3749345501636099, 800.0, -1.3879993474644947, 0.0, -1.44383123570945]
freeze_337_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.1943622167583305, 0.0, -0.806473733210856, 0.0, -0.8038580814382619, 0.0, 400.0, 0.0, 400.0, -0.7443300309806766, 800.0, -0.7980203271808373, 0.0, -0.9467591476060445]
freeze_338_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.8937001721036069, 0.0, 0.6630810977679862, 0.0, 0.6546370417010111, 0.0, 400.0, 0.0, 400.0, 0.7751900134824241, 800.0, 0.6587105393469104, 0.0, 1.7871373369626864]
freeze_339_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.8960675897780537, 0.0, 0.17993978347357234, 0.0, 0.16346221609729927, 0.0, 400.0, 0.0, 400.0, 0.2681899012285401, 800.0, 0.1679671577530664, 0.0, 0.2281385151838233]
freeze_33_2021-11-30	freeze	[0.0, 425.0, 0.0, -0.3491941069808796, 0.0, 0.4013795525251787, 0.0, 0.40483881860315923, 0.0, 425.0, 0.0, 425.0, 0.3725505082764199, 850.0, 0.40387825013534084, 0.0, 0.18295014353805916]
freeze_340_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.5480571916343975, 0.0, 0.5825575453855839, 0.0, 0.5884301475085825, 0.0, 400.0, 0.0, 400.0, 0.6737899910316474, 800.0, 0.5880579852290108, 0.0, 1.3465507134164858]
freeze_341_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.44862564930763854, 0.0, -1.0077826141668618, 0.0, -1.028521006153861, 0.0, 400.0, 0.0, 400.0, -0.9138234991648218, 800.0, -1.0178282733254138, 0.0, -1.2517806562149525]
freeze_342_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.2440779879217099, 0.0, -0.0616308736736346, 0.0, -0.05822075056267195, 0.0, 400.0, 0.0, 400.0, -0.011215270123052975, 800.0, -0.0564704429348483, 0.0, 0.2281385151838233]
freeze_343_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.3435095302484688, 0.0, -1.048044390358063, 0.0, -1.0506763464804858, 0.0, 400.0, 0.0, 400.0, -0.9933892102119641, 800.0, -1.0429894393218169, 0.0, -1.3421573995064808]
freeze_344_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.3932253014118483, 0.0, -0.031434541530233735, 0.0, -0.036713227204661886, 0.0, 400.0, 0.0, 400.0, 0.06761029477481367, 800.0, -0.034529906185984886, 0.0, 0.8494786253130803]
freeze_345_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.498341420471018, 0.0, -0.5246412998724479, 0.0, -0.5414922091492836, 0.0, 400.0, 0.0, 400.0, -0.4612241288827048, 800.0, -0.5327209929147642, 0.0, -0.22374520127381817]
freeze_346_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.4959740027965712, 0.0, -0.021369097482433444, 0.0, -0.019740422626955148, 0.0, 400.0, 0.0, 400.0, 0.04318547184871415, 800.0, -0.01983578524408554, 0.0, 0.8155873465787572]
freeze_347_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.0949306744315714, 0.0, -0.3635941951076433, 0.0, -0.3650268668986228, 0.0, 400.0, 0.0, 400.0, -0.29173066069855963, 800.0, -0.3584044348916842, 0.0, -0.6982231035543417]
freeze_348_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.144646445594951, 0.0, -1.0279135022624624, 0.0, -1.0348696124462857, 0.0, 400.0, 0.0, 400.0, -0.9841373833460174, 800.0, -1.0264837144281764, 0.0, -1.44383123570945]
freeze_349_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.0949306744315714, 0.0, -0.9272590617844595, 0.0, -0.9357536162482273, 0.0, 400.0, 0.0, 400.0, -0.8457300534314535, 800.0, -0.9256377611145933, 0.0, -1.5116137931780964]
freeze_34_2021-11-30	freeze	[0.0, 344.0, 0.0, -0.15033102232736179, 0.0, -1.329876823696471, 0.0, -1.3272941920789887, 0.0, 343.0, 0.0, 343.0, -1.2949987660418296, 688.0, -1.3243919198255878, 0.0, -1.3195632136835986]
freeze_350_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.3435095302484688, 0.0, -0.705819292732853, 0.0, -0.7095359308079526, 0.0, 400.0, 0.0, 400.0, -0.6925198005313746, 800.0, -0.7088491548895851, 0.0, -0.8676794972259573]
freeze_351_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.6451213162867095, 0.0, 1.2569422965882033, 0.0, 1.2530903573073273, 0.0, 400.0, 0.0, 400.0, 1.3765587597689655, 800.0, 1.2547282394697044, 0.0, 1.7645431511398042]
freeze_352_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.29947833581750016, 0.0, 1.4683166215920094, 0.0, 1.4699794783995492, 0.0, 400.0, 0.0, 400.0, 1.5937916545813962, 800.0, 1.4711142670387702, 0.0, 2.9733320926639952]
freeze_353_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.2937937590850894, 0.0, -1.048044390358063, 0.0, -1.0506763464804858, 0.0, 400.0, 0.0, 400.0, -1.0033811832271866, 800.0, -1.042385571337903, 0.0, -1.4551283286208911]
freeze_354_2021-11-30	freeze	[0.0, 695.0, 0.0, -1.0949306744315714, 0.0, 1.2670077406360036, 0.0, 1.280946486957762, 0.0, 695.0, 0.0, 695.0, 1.3969127788740485, 1390.0, 1.2825061667297333, 0.0, 1.8210286156970095]
freeze_355_2021-11-30	freeze	[0.0, 475.0, 0.0, -0.5977729627977769, 0.0, 1.4079239573052076, 0.0, 1.3936666394967305, 0.0, 475.0, 0.0, 475.0, 1.5260682819226656, 950.0, 1.3940204544257915, 0.0, 1.9001082660770967]
freeze_356_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.6972045051245358, 0.0, -0.9675208379756606, 0.0, -0.9856355228315639, 0.0, 400.0, 0.0, 400.0, -0.9116030607169946, 800.0, -0.9781742757150826, 0.0, -1.1952951916577472]
freeze_357_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.5480571916343975, 0.0, -0.12202353796043633, 0.0, -0.14295521005748268, 0.0, 400.0, 0.0, 400.0, -0.06968681591583668, 800.0, -0.13779133143522276, 0.0, -0.07688299342508469]
freeze_358_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.045214903268192, 0.0, 1.2066150763492018, 0.0, 1.197118971219012, 0.0, 400.0, 0.0, 400.0, 1.2333404798841092, 800.0, 1.1991723849496465, 0.0, 1.5047100141766605]
freeze_359_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.5954055451233301, 0.0, 1.3978585132574073, 0.0, 1.3836902581800632, 0.0, 400.0, 0.0, 400.0, 1.4768485629958288, 800.0, 1.3845598560111438, 0.0, 2.306803610888974]
freeze_35_2021-11-30	freeze	[0.0, 429.0, 0.0, 1.9377313665345755, 0.0, 0.15980889537797174, 0.0, 0.15193107405595652, 0.0, 430.0, 0.0, 429.0, 0.13274315591107907, 858.0, 0.1520653008433397, 0.0, -0.15596264380517194]
freeze_36_2021-11-30	freeze	[0.0, 345.0, 0.0, -0.6972045051245358, 0.0, -0.6454266284460514, 0.0, -0.6665208840919326, 0.0, 345.0, 0.0, 345.0, -0.6425599354552619, 690.0, -0.6619487414722899, 0.0, -1.127512634189101]
freeze_37_2021-11-30	freeze	[0.0, 620.0, 0.0, -0.498341420471018, 0.0, -0.04149998557803402, 0.0, -0.060034638074793284, 0.0, 620.0, 0.0, 620.0, -0.04230140839263419, 1240.0, -0.05546399629499218, 0.0, -0.5513608957056082]
freeze_38_2021-11-30	freeze	[0.0, 150.0, 0.0, -0.7966360474512948, 0.0, -1.0279135022624624, 0.0, -1.0248932311296184, 0.0, 150.0, 0.0, 150.0, -1.0118928639438578, 300.0, -1.0256785571162916, 0.0, -1.2969690278607167]
freeze_39_2021-11-30	freeze	[0.0, 655.0, 0.0, 0.29711091814305335, 0.0, 0.008827234660967423, 0.0, 0.014853003497073091, 0.0, 655.0, 0.0, 655.0, 0.02320152581826908, 1310.0, 0.01861047639841823, 0.0, -0.4157957807683158]
freeze_3_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.15033102232736179, 0.0, 1.2267459644448024, 0.0, 1.2314532705555943, 0.0, 400.0, 0.0, 400.0, 1.2170572646000428, 800.0, 1.2325864133928697, 0.0, 0.9511524615160496]
freeze_40_2021-11-30	freeze	[0.0, 495.0, 0.0, 2.086878680024714, 0.0, -0.0616308736736346, 0.0, -0.04293227010336359, 0.0, 495.0, 0.0, 495.0, -0.06191528134844138, 990.0, -0.0464059765362871, 0.0, -0.2915277587424644]
freeze_41_2021-11-30	freeze	[0.0, 400.0, 0.0, 1.8382998242078166, 0.0, 1.2066150763492018, 0.0, 1.1980259149750727, 0.0, 400.0, 0.0, 400.0, 1.1689477648971196, 800.0, 1.1991723849496465, 0.0, 0.73650769619867]
freeze_42_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.34682668930643284, 0.0, -0.0616308736736346, 0.0, -0.056147736263104715, 0.0, 400.0, 0.0, 400.0, -0.07856856970714561, 800.0, -0.057074310918761965, 0.0, -0.3593103162111106]
freeze_43_2021-11-30	freeze	[0.0, 400.0, 0.0, 3.031478332128924, 0.0, 1.1059606358711989, 0.0, 1.1055176518568848, 0.0, 400.0, 0.0, 400.0, 1.0941930038202694, 800.0, 1.1073844513947686, 0.0, 0.6348338599957006]
freeze_44_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.5977729627977769, 0.0, -1.7727563617996838, 0.0, -1.7877624933703609, 0.0, 400.0, 0.0, 400.0, -1.7727631053993218, 800.0, -1.7851431915517195, 0.0, -1.737555651406917]
freeze_45_2021-11-30	freeze	[0.0, 400.0, 0.0, 2.43488907816837, 0.0, 1.3072695168272046, 0.0, 1.3033609540718327, 0.0, 400.0, 0.0, 400.0, 1.2947726102739958, 800.0, 1.3048492821345392, 0.0, 0.9285582756931675]
freeze_46_2021-11-30	freeze	[0.0, 400.0, 0.0, 2.3354575358416114, 0.0, 1.3475312930184058, 0.0, 1.3414525918263807, 0.0, 400.0, 0.0, 400.0, 1.319937579349371, 800.0, 1.342490386465158, 0.0, 0.9059640898702854]
freeze_47_2021-11-30	freeze	[0.0, 520.0, 0.0, 1.7388682818810577, 0.0, 0.8845208668195925, 0.0, 0.8724331065492937, 0.0, 520.0, 0.0, 520.0, 0.8569761629773938, 1040.0, 0.8730836736362638, 0.0, 0.7252106032872289]
freeze_48_2021-11-30	freeze	[0.0, 250.0, 0.0, -1.0949306744315714, 0.0, -1.571447480843678, 0.0, -1.567893414222511, 0.0, 250.0, 0.0, 250.0, -1.5392469953028247, 500.0, -1.5647313774232292, 0.0, -1.669773093938271]
freeze_49_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.2473951469796739, 0.0, -1.3902694879832727, 0.0, -1.3797673665367844, 0.0, 400.0, 0.0, 400.0, -1.3753046232382478, 800.0, -1.3777335917379623, 0.0, -1.387345771152245]
freeze_4_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.0949306744315714, 0.0, -1.4909239284612756, 0.0, -1.4926170824694758, 0.0, 400.0, 0.0, 400.0, -1.4656024534498884, 800.0, -1.487033696826337, 0.0, -1.7940411159641223]
freeze_50_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.2937937590850894, 0.0, -0.7460810689240542, 0.0, -0.7564378793356614, 0.0, 400.0, 0.0, 400.0, -0.705842431218338, 800.0, -0.7499121777957147, 0.0, -1.2517806562149525]
freeze_51_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.19767937581629444, 0.0, -0.04149998557803402, 0.0, -0.0372314807795537, 0.0, 400.0, 0.0, 400.0, -0.050072942960029496, 800.0, -0.03815311408946692, 0.0, -0.37060740912255163]
freeze_52_2021-11-30	freeze	[0.0, 445.0, 0.0, 4.32408838237679, 0.0, 0.7436046501503885, 0.0, 0.7461087976694153, 0.0, 445.0, 0.0, 445.0, 0.7196790522867434, 890.0, 0.7452649503745367, 0.0, 0.46537746632408505]
freeze_53_2021-11-30	freeze	[0.0, 323.0, 0.0, -0.498341420471018, 0.0, -0.7863428451152554, 0.0, -0.7861078964982174, 0.0, 322.0, 0.0, 322.0, -0.7443300309806766, 646.0, -0.7815146022871969, 0.0, -1.2517806562149525]
freeze_54_2021-11-30	freeze	[0.0, 781.0, 0.0, -0.498341420471018, 0.0, 0.3208560001427764, 0.0, 0.3313763743622453, 0.0, 782.0, 0.0, 781.0, 0.3125986701850847, 1562.0, 0.3328231173614988, 0.0, -0.04299171469076158]
freeze_55_2021-11-30	freeze	[0.0, 400.0, 0.0, 1.7388682818810577, 0.0, 0.3611177763339775, 0.0, 0.364803729942767, 0.0, 400.0, 0.0, 400.0, 0.36773955830612753, 800.0, 0.36885390706834786, 0.0, -0.06558590051364366]
freeze_56_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.8463518186146742, 0.0, -0.94738994988006, 0.0, -0.9506534065263668, 0.0, 400.0, 0.0, 400.0, -0.9389884682401971, 800.0, -0.9473770085354855, 0.0, -1.150106820011983]
freeze_57_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.34682668930643284, 0.0, -0.28307064272524096, 0.0, -0.2836610556406088, 0.0, 400.0, 0.0, 400.0, -0.29580146451957623, 800.0, -0.28231706891856156, 0.0, -0.4609841524140799]
freeze_58_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.44862564930763854, 0.0, -1.188960607027267, 0.0, -1.1877544170393692, 0.0, 400.0, 0.0, 400.0, -1.1702841398888668, 800.0, -1.1840932582296448, 0.0, -1.376048678240804]
freeze_59_2021-11-30	freeze	[0.0, 400.0, 0.0, 3.081194103292303, 0.0, 0.4013795525251787, 0.0, 0.4021179873349772, 0.0, 400.0, 0.0, 401.0, 0.4151089118597751, 800.0, 0.40669630072693796, 0.0, -0.17855682962805403]
freeze_5_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.5480571916343975, 0.0, 0.7033428739591874, 0.0, 0.6970042714484165, 0.0, 400.0, 0.0, 400.0, 0.6967345216591954, 800.0, 0.6985658262852127, 0.0, 0.42018909467832094]
freeze_60_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.5456897739599507, 0.0, -0.04149998557803402, 0.0, -0.036583663810938936, 0.0, 400.0, 0.0, 400.0, -0.06894666976656094, 800.0, -0.03614022080975468, 0.0, -0.28023066583102335]
freeze_61_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.048532062326156054, 0.0, 0.5825575453855839, 0.0, 0.5838954287282792, 0.0, 400.0, 0.0, 400.0, 0.5801615031482659, 800.0, 0.5862463812772697, 0.0, 0.06997921442364878]
freeze_62_2021-11-30	freeze	[0.0, 400.0, 0.0, 1.6394367395542988, 0.0, -0.9675208379756606, 0.0, -0.9529855476133798, 0.0, 400.0, 0.0, 400.0, -0.9985702332568944, 800.0, -0.9582466322459315, 0.0, -0.7547085681115469]
freeze_63_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.2937937590850894, 0.0, -1.5513165927480774, 0.0, -1.551957116794588, 0.0, 400.0, 0.0, 400.0, -1.5777345950651633, 800.0, -1.5532578857288695, 0.0, -1.4777225144437731]
freeze_64_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.0949306744315714, 0.0, -1.8331490260864853, 0.0, -1.8242993704002335, 0.0, 400.0, 0.0, 400.0, -1.8186521666544178, 800.0, -1.8219791385704533, 0.0, -2.1894393678645585]
freeze_65_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.10061525116398233, 0.0, -0.12202353796043633, 0.0, -0.11769034828150701, 0.0, 400.0, 0.0, 400.0, -0.12741821555934466, 800.0, -0.11504563737447446, 0.0, -0.4270928736797568]
freeze_66_2021-11-30	freeze	[0.0, 400.0, 0.0, -1.2937937590850894, 0.0, -1.1285679427404651, 0.0, -1.1176606210352522, 0.0, 400.0, 0.0, 400.0, -1.1558512899779898, 800.0, -1.1188755159669683, 0.0, -0.9919475192518087]
freeze_67_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.7445528586134685, 0.0, -0.12202353796043633, 0.0, -0.11043479823302169, 0.0, 400.0, 0.0, 400.0, -0.08300944660280006, 800.0, -0.10518246030388449, 0.0, -0.6869260106429007]
freeze_68_2021-11-30	freeze	[0.0, 340.0, 0.0, -0.29947833581750016, 0.0, -1.229222383218468, 0.0, -1.2303807735742205, 0.0, 340.0, 0.0, 340.0, -1.2816761353548662, 680.0, -1.2344155902224507, 0.0, -1.104918448366219]
freeze_69_2021-11-30	freeze	[0.0, 430.0, 0.0, 0.5456897739599507, 0.0, 0.5422957691943827, 0.0, 0.5336248319637737, 0.0, 430.0, 0.0, 430.0, 0.5054067420714158, 860.0, 0.5335085773488091, 0.0, 0.19424723644950018]
freeze_6_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.3491941069808796, 0.0, -1.6922328094172814, 0.0, -1.6839822149982762, 0.0, 400.0, 0.0, 400.0, -1.6517492099927378, 800.0, -1.6790637157108845, 0.0, -2.031280067104384]
freeze_70_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.5456897739599507, 0.0, -0.2428088665340398, 0.0, -0.24608767146095264, 0.0, 400.0, 0.0, 400.0, -0.22363721496519126, 800.0, -0.24185791399634554, 0.0, -0.5852521744399313]
freeze_71_2021-11-30	freeze	[0.0, 400.0, 0.0, 2.3851733070049908, 0.0, 1.0858297477755983, 0.0, 1.1011124964703043, 0.0, 400.0, 0.0, 400.0, 1.0875316884767878, 800.0, 1.1035599541633152, 0.0, 0.6009425812613775]
freeze_72_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.4959740027965712, 0.0, -0.18241620224723806, 0.0, -0.1923188630659275, 0.0, 400.0, 0.0, 400.0, -0.2180861188456232, 800.0, -0.19234073931542445, 0.0, -0.483578338236962]
freeze_73_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.8937001721036069, 0.0, -1.0279135022624624, 0.0, -1.0361652463835151, 0.0, 400.0, 0.0, 400.0, -1.000050525555446, 800.0, -1.02869789703586, 0.0, -1.4551283286208911]
freeze_74_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.15033102232736179, 0.0, -1.370138599887672, 0.0, -1.3832655781673042, 0.0, 400.0, 0.0, 400.0, -1.3523600926106996, 800.0, -1.3791426170337608, 0.0, -1.5229108860895373]
freeze_75_2021-11-30	freeze	[0.0, 400.0, 0.0, 2.9320467898021647, 0.0, 0.7838664263415897, 0.0, 0.7978045917648733, 0.0, 400.0, 0.0, 400.0, 0.7807411096019923, 800.0, 0.8000156475827095, 0.0, 0.4088920017668799]
freeze_76_2021-11-30	freeze	[0.0, 395.0, 0.0, 0.4462582316331917, 0.0, 0.5221648810987821, 0.0, 0.5257214649466736, 0.0, 395.0, 0.0, 395.0, 0.49800528057865834, 790.0, 0.5260608722138738, 0.0, 0.5218629308812902]
freeze_77_2021-11-30	freeze	[0.0, 400.0, 0.0, -0.9954991321048126, 0.0, -0.6252957403504508, 0.0, -0.62208064004496, 0.0, 400.0, 0.0, 400.0, -0.6717957083516538, 800.0, -0.6253140837815271, 0.0, -0.4157957807683158]
freeze_78_2021-11-30	freeze	[0.0, 400.0, 0.0, 1.6394367395542988, 0.0, 1.3072695168272046, 0.0, 1.2941619531175033, 0.0, 400.0, 0.0, 400.0, 1.274048518094275, 800.0, 1.2955899730478628, 0.0, 0.8155873465787572]
freeze_79_2021-11-30	freeze	[0.0, 400.0, 0.0, 1.6394367395542988, 0.0, 0.4013795525251787, 0.0, 0.4100213543520773, 0.0, 400.0, 0.0, 400.0, 0.3921643812322271, 800.0, 0.41052079795839125, 0.0, 0.3298123513867926]
freeze_7_2021-11-30	freeze	[0.0, 400.0, 0.0, 0.4462582316331917, 0.0, 0.28059422395157524, 0.0, 0.26542860695726267, 0.0, 400.0, 0.0, 400.0, 0.24413515137707842, 800.0, 0.2663976391309949, 0.0, 0.0021966569550025666]
freeze_80_2021-11-30	freeze	[0.0, 750.0, 0.0, 3.8766464419063746, 0.0, 0.7436046501503885, 0.0, 0.7590651370417105, 0.0, 750.0, 0.0, 750.0, 0.7533557020787898, 1500.0, 0.7619719645961482, 0.0, 0.4766745592355261]
