ids	maltype	system calls tfidf_1gram-scaled
freeze_199_2021-11-30	freeze	[0.0, 0.011783573727301249, 0.0, 2.2484395857400044, 0.0, -0.6200554103640953, 0.0, -1.0142204467959284, 0.0, 0.013214712306542207, 0.0, 0.011781792712848916, -0.1191357774111837, 0.01915931944111268, -0.047733037917305675, 0.0, -1.3126317658255047]
freeze_19_2021-11-30	freeze	[0.0, 0.006013620819678259, 0.0, 1.4269860924794995, 0.0, -0.677160082783834, 0.0, -0.9213898778111403, 0.0, 0.006743987086749536, 0.0, 0.006012711898001478, 0.47139764386410626, 0.00977775375690965, 1.133595620071754, 0.0, -1.5388309885881384]
freeze_1_2021-11-30	freeze	[0.0, 0.008876363048873888, 0.0, 0.44118716478797954, 0.0, 0.16056360184348598, 0.0, -0.39254300722899305, 0.0, 0.009954415081014198, 0.0, 0.008875021441375173, -0.27297902230118776, 0.014432385205401781, 0.056635032416372015, 0.0, -0.6504552265104715]
freeze_200_2021-11-30	freeze	[0.0, 0.007944770531650106, 0.0, -0.1229447630774399, 0.0, 1.204438042738869, 0.0, -0.8663997849889571, 0.0, 0.008889967111998874, 0.0, 0.007925995459300415, 0.48114386598674647, 0.012917676761299863, -0.6194359681357859, 0.0, -0.9560546781792849]
freeze_201_2021-11-30	freeze	[0.0, 0.006411999967942063, 0.0, 2.664430912219399, 0.0, -0.23040809422531963, 0.0, -1.2139374322218446, 0.0, 0.007190750178750591, 0.0, 0.006411030833715424, 0.897170378645735, 0.010425492171154942, 0.15725171640468263, 0.0, -1.102041992616978]
freeze_202_2021-11-30	freeze	[0.0, 0.008326758772643519, 0.0, -0.5096152491396626, 0.0, -0.694098706315228, 0.0, -0.8926996644534573, 0.0, 0.009338060267024075, 0.0, 0.008325500234439542, 0.5982741829576501, 0.01353876463339295, -1.4624207389382988, 0.0, -0.6328558010674618]
freeze_203_2021-11-30	freeze	[0.0, 0.006661062177465981, 0.0, -1.3711686716680662, 0.0, 0.3864737812944421, 0.0, -0.15838422568539468, 0.0, 0.0074700614913844445, 0.0, 0.006660055399023337, -0.17189439672652318, 0.010830451018395163, -0.21140109254997375, 0.0, -0.5850841302829145]
freeze_204_2021-11-30	freeze	[0.0, 0.0048405454048708035, 0.0, 1.2301094180800285, 0.0, -0.39523093750965804, 0.0, 0.8219447169795617, 0.0, 0.005428439318363949, 0.0, 0.00483981378630391, -1.264693053849617, 0.007870409930584793, 1.1013318261699157, 0.0, 0.551848147075024]
freeze_205_2021-11-30	freeze	[0.0, 0.008214190520118262, 0.0, 3.320673952575969, 0.0, 0.7828354844539724, 0.0, -1.192207597204233, 0.0, 0.009211820375256355, 0.0, 0.008212948995910995, 0.5578350034715206, 0.013355736024333348, 0.6976328992415466, 0.0, -1.6699633128614948]
freeze_206_2021-11-30	freeze	[0.0, 0.006507866574746663, 0.0, 0.2989391164573492, 0.0, 1.3703281729679202, 0.0, -0.5190661267787938, 0.0, 0.007298259976545807, 0.0, 0.006506882950873999, 0.03578490688057758, 0.010581364997685432, 0.8694135463255666, 0.0, -0.9027898206789456]
freeze_207_2021-11-30	freeze	[0.0, 0.006868403433208752, 0.0, -0.21159150360064238, 0.0, 0.42031877309979004, 0.0, 0.22770978224982094, 0.0, 0.007702584757019024, 0.0, 0.006867365316414808, -0.5406029866077375, 0.011167574326147997, -0.5673697616813399, 0.0, -0.3812703080914058]
freeze_208_2021-11-30	freeze	[0.0, 0.006865968198289784, 0.0, 2.7956338306383026, 0.0, 0.19169636190795078, 0.0, -0.14243873677617302, 0.0, 0.007699853757952208, 0.0, 0.00686493044956657, -0.4080843450892843, 0.01116361479359816, 0.8924317062341006, 0.0, -0.6608770974924935]
freeze_209_2021-11-30	freeze	[0.0, 0.006612408217259552, 0.0, 1.1332394430161457, 0.0, -0.495021749733655, 0.0, -1.009639519868108, 0.0, 0.0074154984104735765, 0.0, 0.006611408792562749, 0.648289120555333, 0.010751342864345903, 0.21731225087814365, 0.0, -0.7531536479890514]
freeze_20_2021-11-30	freeze	[0.0, 0.0072529437641319985, 0.0, 1.4518845732388026, 0.0, 0.7230436639892636, 0.0, -0.412748228684321, 0.0, 0.008133828279655943, 0.0, 0.007251847526440037, -0.02442598897795, 0.0117928117293884, 0.04494211456327024, 0.0, -0.551013422373784]
freeze_210_2021-11-30	freeze	[0.0, 0.008214499479524176, 0.0, -0.6825308458123983, 0.0, 0.09237965447127229, 0.0, 1.2179611330303168, 0.0, 0.009212166858399588, 0.0, 0.008213257908619603, -1.4967492059701624, 0.013356238372100607, -2.172890003670107, 0.0, 1.262151118001539]
freeze_211_2021-11-30	freeze	[0.0, 0.006018669052404793, 0.0, -0.2305547387078251, 0.0, 1.1009807698583027, 0.0, -1.165037148902853, 0.0, 0.006749648437429852, 0.0, 0.006017759367718788, 0.8348215810379518, 0.009785961852828517, 0.5077281338518647, 0.0, -1.5890399020021277]
freeze_212_2021-11-30	freeze	[0.0, 0.00710685386593601, 0.0, 1.0455303942949232, 0.0, 0.8830021298379067, 0.0, -0.6702498024596619, 0.0, 0.007969995471356097, 0.0, 0.007105779708830639, 0.19934903587323546, 0.011555279119041877, 0.45591011371197915, 0.0, -1.2121469689868718]
freeze_213_2021-11-30	freeze	[0.0, 0.006801950895842459, 0.0, 1.2652987081451919, 0.0, 1.1759267631626493, 0.0, 0.3651653057768396, 0.0, 0.007628061426180882, 0.0, 0.006800922822939459, -0.7545444804130916, 0.011059526850862682, -0.18552850536635948, 0.0, 0.3042101047127265]
freeze_214_2021-11-30	freeze	[0.0, 0.006512946807819771, 0.0, -0.5978025259524502, 0.0, -0.8043972827297237, 0.0, -0.7726478092458319, 0.0, 0.007303957214078743, 0.0, 0.006511962416101228, 0.4612209230179427, 0.010589625124072851, -0.009640172718118508, 0.0, -1.3445115495354865]
freeze_215_2021-11-30	freeze	[0.0, 0.008408100291680458, 0.0, -0.6621139638847047, 0.0, -0.28071634507957066, 0.0, 0.5697765527824245, 0.0, 0.009429280876113137, 0.0, 0.00840682945920784, -1.1242142952414598, 0.013671020618132393, -0.5103315829297719, 0.0, 0.35857671510712896]
freeze_216_2021-11-30	freeze	[0.0, 0.007339239164999857, 0.0, -1.132059078155628, 0.0, -0.6574446036947607, 0.0, 0.4096802136070261, 0.0, 0.008230604429424868, 0.0, 0.007338129884290584, -0.7785066692592153, 0.011933122401667346, -0.6411915794226184, 0.0, -0.18533572132371454]
freeze_217_2021-11-30	freeze	[0.0, 0.006366441787142178, 0.0, 1.2917023324740857, 0.0, -0.8794204322364256, 0.0, -0.9057284701874313, 0.0, 0.007139658865842261, 0.0, 0.006365479538753426, 0.5228666494976602, 0.010351417551748213, 0.5171370406334552, 0.0, -1.3321220639797677]
freeze_218_2021-11-30	freeze	[0.0, 0.008056061069087527, 0.0, -0.3724774738508298, 0.0, -0.7408945810131797, 0.0, 0.20859579323752017, 0.0, 0.009034485786368339, 0.0, 0.008054843445170967, -0.7515783845076127, 0.013098627889275283, -0.15870421695102496, 0.0, -0.0015570895607967712]
freeze_219_2021-11-30	freeze	[0.0, 0.007936430086101908, 0.0, -0.5187098394920944, 0.0, -0.5060493089073559, 0.0, 0.9753887356869443, 0.0, 0.008900325381410624, 0.0, 0.007935230543670182, -1.4889507846346022, 0.012904115742865456, -0.4849579340718683, 0.0, 0.44984339168675413]
freeze_21_2021-11-30	freeze	[0.0, 0.008104052596606551, 0.0, -0.23398630247319224, 0.0, -0.23979738199623207, 0.0, -0.7385736422545984, 0.0, 0.009088305980818012, 0.0, 0.008102827719066763, 0.435040230288114, 0.013176658971142542, -1.2575931960714692, 0.0, -0.769598983007057]
freeze_220_2021-11-30	freeze	[0.0, 0.006325067895843824, 0.0, 0.8114502937127234, 0.0, 0.141652491618687, 0.0, -1.0227581216909039, 0.0, 0.007093260032757935, 0.0, 0.006324111900863423, 0.6076770614910392, 0.01028414631313658, 0.7617254003881272, 0.0, -1.4453950255450634]
freeze_221_2021-11-30	freeze	[0.0, 0.0066106576898574965, 0.0, 1.2934104323281044, 0.0, 0.6940250314941705, 0.0, -0.4510533266845489, 0.0, 0.007413535278020025, 0.0, 0.006609658529742108, 0.10372630914888055, 0.01074849662139257, -0.025866873099481637, 0.0, -0.4215367608776143]
freeze_222_2021-11-30	freeze	[0.0, 0.00969637784390138, 0.0, 3.260249625332936, 0.0, -0.4445827117241462, 0.0, -1.278563806228776, 0.0, 0.010874022311738276, 0.0, 0.009694912296226715, 0.4971584511098132, 0.01576567557791159, 0.187437408608878, 0.0, -0.8478578063193073]
freeze_223_2021-11-30	freeze	[0.0, 0.007692981206179445, 0.0, 1.9924155624093693, 0.0, 0.9538960297875941, 0.0, -0.03415892341148415, 0.0, 0.00862730914847684, 0.0, 0.007691818459543593, -0.39896532242526667, 0.012508283802067323, -0.3928659128130369, 0.0, -0.698683925106512]
freeze_224_2021-11-30	freeze	[0.0, 0.002862378555663249, 0.0, -1.2392182716533262, 0.0, -1.5763315681834715, 0.0, -0.4952392381246803, 0.0, 0.003210020151854957, 0.0, 0.002861945924808326, 0.3885122878068548, 0.004654040139137229, 0.4090193412754915, 0.0, -0.7881116344944397]
freeze_225_2021-11-30	freeze	[0.0, 0.007278715925906253, 0.0, 1.1920998563776417, 0.0, -0.5420827526612194, 0.0, -0.10870240468072888, 0.0, 0.008182885412162371, 0.0, 0.007277615792911079, -0.31270346136265004, 0.01183471557719791, -0.11377811832932694, 0.0, -0.8928966880453602]
freeze_226_2021-11-30	freeze	[0.0, 0.01119063192854905, 0.0, 2.320954656230384, 0.0, -0.001113006590338409, 0.0, -1.0952848916808708, 0.0, 0.012549756541307773, 0.0, 0.011188940533590548, 0.059047460459358034, 0.018195234894676594, 0.09695446711269638, 0.0, -1.3894922704307633]
freeze_227_2021-11-30	freeze	[0.0, 0.006286915316766549, 0.0, 2.7352414464852277, 0.0, 0.13263312783773254, 0.0, -0.6809136778611252, 0.0, 0.007050473746701893, 0.0, 0.006285965088313037, 0.21542605173209461, 0.010222112717305614, 0.9433030851467022, 0.0, -0.9276468811255895]
freeze_228_2021-11-30	freeze	[0.0, 0.006737820818793091, 0.0, 4.244988576021612, 0.0, -0.7536358767331488, 0.0, -1.169410359702448, 0.0, 0.007556142623106709, 0.0, 0.0067368024387554895, 0.7080875815828662, 0.010955255544007336, 0.7936045110816585, 0.0, -1.67243718479933]
freeze_229_2021-11-30	freeze	[0.0, 0.0060048911347460945, 0.0, 3.3224695460202858, 0.0, 0.8582488113945235, 0.0, -0.9287433906686893, 0.0, 0.0067341971641356494, 0.0, 0.00600398353250732, 0.44560517261608174, 0.009763559860719388, 1.3195016232542502, 0.0, -1.5986068284696524]
freeze_22_2021-11-30	freeze	[0.0, 0.008054562717275882, 0.0, -0.56871704240071, 0.0, -0.8606077636282409, 0.0, 0.16881659352005826, 0.0, 0.00903280545673464, 0.0, 0.008053345319825952, -0.3945815095835326, 0.013096191667322689, -1.9218418276352798, 0.0, -0.3236491841662172]
freeze_230_2021-11-30	freeze	[0.0, 0.005997398502510649, 0.0, 1.3703064453640894, 0.0, 0.05313390481843197, 0.0, -0.9928040228088221, 0.0, 0.006725794536740809, 0.0, 0.005996492032737, 0.5448993112653796, 0.009751377331227414, 1.1235238974910349, 0.0, -1.2280997430227498]
freeze_231_2021-11-30	freeze	[0.0, 0.005984353827984327, 0.0, 1.0241330670653213, 0.0, -0.11786505237800898, 0.0, -1.1935151686467373, 0.0, 0.006711165560422833, 0.0, 0.005983449329832734, 0.8208309245401342, 0.009730167544448037, 0.7772191882993397, 0.0, -1.589261336452978]
freeze_232_2021-11-30	freeze	[0.0, 0.007584594372897499, 0.0, -0.7960104490564982, 0.0, -0.6530828709086247, 0.0, -0.2178242144104828, 0.0, 0.008505758517676308, 0.0, 0.007583448008262642, -0.16822304554774886, 0.01233205390695086, -0.5367628288956334, 0.0, -0.4535391067821735]
freeze_233_2021-11-30	freeze	[0.0, 0.01187570696798538, 0.0, 1.140888858128552, 0.0, 0.10879997626299437, 0.0, -1.0047313543186913, 0.0, 0.013318035313440304, 0.0, 0.011873912028162271, -0.11531041886945607, 0.019309122058744913, -0.25655346625036735, 0.0, -0.967171980649929]
freeze_234_2021-11-30	freeze	[0.0, 0.00632497613194921, 0.0, 0.9140350506144215, 0.0, 0.13230160798059148, 0.0, -0.7393703934751524, 0.0, 0.007093157123954925, 0.0, 0.006324020150838356, 0.2242439738433693, 0.01028399711105148, 1.2413650727466952, 0.0, -1.1468752563642652]
freeze_235_2021-11-30	freeze	[0.0, 0.007625533872182111, 0.0, 0.5544153249707676, 0.0, -0.637670836419642, 0.0, 0.8602514676187661, 0.0, 0.008551670200968668, 0.0, 0.007624381319794575, -1.2245763092556181, 0.012398618852586644, -1.0461648130160235, 0.0, 0.29782350022513343]
freeze_236_2021-11-30	freeze	[0.0, 0.007428407546712529, 0.0, 1.2231740700922813, 0.0, 1.0529148356309819, 0.0, -0.23160199885603117, 0.0, 0.008330602489304005, 0.0, 0.00742728478875262, -0.22726797498672854, 0.012078104352713484, -0.008564030054525409, 0.0, -0.5100516934272702]
freeze_237_2021-11-30	freeze	[0.0, 0.0063364549128907995, 0.0, 1.021309961179022, 0.0, -0.0011100388455232903, 0.0, -0.925788374222857, 0.0, 0.0071060300257827875, 0.0, 0.006335497196833041, 0.5509093493356713, 0.010302660857377003, 0.5006324077237215, 0.0, -1.425372113568489]
freeze_238_2021-11-30	freeze	[0.0, 0.0066198683710268795, 0.0, 1.0288619057213997, 0.0, 0.2314268967029668, 0.0, -0.0004401440682149209, 0.0, 0.007423864614825436, 0.0, 0.006618867818773871, -0.4007177284841498, 0.010763472585974996, 0.16581943786582654, 0.0, -0.48957506316376137]
freeze_239_2021-11-30	freeze	[0.0, 0.007238329394254298, 0.0, 0.09530569053572789, 0.0, -0.5768366390516771, 0.0, -0.3114541834582295, 0.0, 0.008117438965349048, 0.0, 0.0072372353654341585, 0.012264542820783098, 0.011769049720731492, -0.7154301562195967, 0.0, -0.9736986488430548]
freeze_23_2021-11-30	freeze	[0.0, 0.008265840446953193, 0.0, -1.5488209408826652, 0.0, 0.7206316781497499, 0.0, 0.5171448890644554, 0.0, 0.009269743288930347, 0.0, 0.008264591116178218, -1.1691238853497623, 0.013439715423982522, 0.20732667956835318, 0.0, -0.09462419715784114]
freeze_240_2021-11-30	freeze	[0.0, 0.008291472721080507, 0.0, -0.4053648618317257, 0.0, 1.0159457414582382, 0.0, 0.42955388874311873, 0.0, 0.009298488653977801, 0.0, 0.008290219516145475, -0.8727657168485236, 0.01348139182363618, -1.0652810707944598, 0.0, 1.064504084553409]
freeze_241_2021-11-30	freeze	[0.0, 0.006574678570617988, 0.0, 2.1846386539339884, 0.0, -0.11270109084222656, 0.0, -0.6317128150302532, 0.0, 0.007373186422842814, 0.0, 0.006573684848524446, 0.19609714397065633, 0.010689996928967133, 0.5738987123999805, 0.0, -0.8219771308949219]
freeze_242_2021-11-30	freeze	[0.0, 0.0066900221924749564, 0.0, -0.9518418315981814, 0.0, 0.1836583045003206, 0.0, -0.5120678008583052, 0.0, 0.007502538758094296, 0.0, 0.006689011036904757, 0.014690462616027904, 0.01087753810686399, 0.8262522816778781, 0.0, -0.7942763283914492]
freeze_243_2021-11-30	freeze	[0.0, 0.007238132412126916, 0.0, -1.0790832584375212, 0.0, -0.5943572841137468, 0.0, -0.7712800413294362, 0.0, 0.008117218059348617, 0.0, 0.0072370384130794095, 0.2092756971388324, 0.011768729440688271, 0.9291131319190071, 0.0, -1.4019322761713167]
freeze_244_2021-11-30	freeze	[0.0, 0.007387862977800764, 0.0, 1.2080444017160115, 0.0, -0.9506111176412848, 0.0, -0.057178759817254704, 0.0, 0.008285133701467563, 0.0, 0.007386746347902245, -0.2422098695750469, 0.0120121815380089, -0.9342862613854451, 0.0, -0.38967818787388475]
freeze_245_2021-11-30	freeze	[0.0, 0.00653043586458773, 0.0, 0.7291570002864037, 0.0, -0.4191958462165899, 0.0, -0.568687383350681, 0.0, 0.0073235703517439245, 0.0, 0.006529448829506182, 0.05471383457577579, 0.010618061185415154, 1.0195338979157231, 0.0, -0.5571114714216576]
freeze_246_2021-11-30	freeze	[0.0, 0.007346784767541024, 0.0, -0.058855430085801394, 0.0, 0.004390985905412726, 0.0, 0.7296409560120867, 0.0, 0.008239066460474924, 0.0, 0.007345674346360491, -1.1597910104712184, 0.011945391057408595, -0.44205806198016856, 0.0, 0.44918645871136187]
freeze_247_2021-11-30	freeze	[0.0, 0.007737488170636048, 0.0, -0.4817634731779944, 0.0, -0.7338530535719834, 0.0, 1.0827685061598697, 0.0, 0.008677221572716089, 0.0, 0.0077363186970471716, -1.552834483782751, 0.012580649212520235, -0.6003806209384002, 0.0, 0.3550285722839449]
freeze_248_2021-11-30	freeze	[0.0, 0.006316718630919595, 0.0, 3.1654902814171115, 0.0, -0.7091505949120585, 0.0, -0.9102586790295133, 0.0, 0.007083896732922236, 0.0, 0.006315763897879065, 0.4829202483487159, 0.010270570954974129, 0.8018874574785924, 0.0, -1.4534975364996174]
freeze_249_2021-11-30	freeze	[0.0, 0.0069272477995948704, 0.0, 0.4180128354976041, 0.0, 0.24622486079866268, 0.0, -1.007622838194328, 0.0, 0.00776857588930614, 0.0, 0.006926200788838076, 0.6513074407233038, 0.011263251413506429, 0.016896254364769093, 0.0, -1.2765421984026104]
freeze_24_2021-11-30	freeze	[0.0, 0.006579488600917398, 0.0, 2.4008666784668216, 0.0, 0.35865364341613293, 0.0, -0.22383777440765812, 0.0, 0.007378580640935172, 0.0, 0.006578494151817458, -0.26554909058757153, 0.01069781772333398, 0.7516581839880695, 0.0, -0.5700625157534718]
freeze_250_2021-11-30	freeze	[0.0, 0.00845974844864922, 0.0, 0.2354865038054642, 0.0, 0.1962860872145337, 0.0, 0.6555217589507869, 0.0, 0.009487201804967175, 0.0, 0.008458469809876398, -1.0346701880678777, 0.013754997140095046, -1.637449372673235, 0.0, 1.1560658887505084]
freeze_251_2021-11-30	freeze	[0.0, 0.007133931674962199, 0.0, 0.8817993890310966, 0.0, 0.40732223962823, 0.0, -0.09308189418408946, 0.0, 0.00800036193440487, 0.0, 0.00713285342521309, 0.0253199168254163, 0.011599305863805752, -2.0504949597977955, 0.0, -0.5542266255972564]
freeze_252_2021-11-30	freeze	[0.0, 0.006805737936372986, 0.0, 0.7699796507001195, 0.0, 0.1357249900167267, 0.0, -0.14651724137720107, 0.0, 0.007632308410352431, 0.0, 0.006804709291082179, -0.18603222652045123, 0.011065684330837768, -0.31665530663604863, 0.0, -0.3777074613339724]
freeze_253_2021-11-30	freeze	[0.0, 0.007144445071712771, 0.0, 0.9433386350973684, 0.0, -0.11170880072372356, 0.0, -0.3893095948411062, 0.0, 0.008012152204202348, 0.0, 0.007143365232928623, -0.1154892215211611, 0.011616399958637839, 0.48071136296914707, 0.0, -0.23475897517412386]
freeze_254_2021-11-30	freeze	[0.0, 0.007031093836253446, 0.0, -0.8073312173713814, 0.0, -0.21183348453336634, 0.0, -0.3305600865770476, 0.0, 0.007885034234658387, 0.0, 0.007030031129809046, -0.025208580423654953, 0.011432098270587268, -0.31125993125528856, 0.0, -0.06888474824779171]
freeze_255_2021-11-30	freeze	[0.0, 0.006137295091283416, 0.0, 2.185203522170635, 0.0, 1.201859888619163, 0.0, -0.6169031046435269, 0.0, 0.0068826818458103435, 0.0, 0.006136367477003676, 0.14710822245488783, 0.009978840025911404, 1.072934192598469, 0.0, -1.3169952952489035]
freeze_256_2021-11-30	freeze	[0.0, 0.012556233266495288, 0.0, 0.70616482356204, 0.0, 0.680069797496423, 0.0, -1.4624296536618657, 0.0, 0.014081212890970012, 0.0, 0.012554335469321694, 0.2945669034132549, 0.02041561326786093, -0.6550582716415776, 0.0, -1.4748842614304987]
freeze_257_2021-11-30	freeze	[0.0, 0.006117247146269021, 0.0, 1.2797675683445322, 0.0, 0.3510123893311104, 0.0, -0.9264063914933524, 0.0, 0.006860199037807132, 0.0, 0.006116322562112455, 0.5090844076925262, 0.00994624337980406, 0.8505509270205863, 0.0, -1.085865158466163]
freeze_258_2021-11-30	freeze	[0.0, 0.007259162666427287, 0.0, -0.959942820591089, 0.0, -0.21668969264731847, 0.0, 0.8696101911595295, 0.0, 0.008140802480063781, 0.0, 0.007258065488786621, -1.162795121263856, 0.011802923257385415, -1.200973424495349, 0.0, 0.5574243925015302]
freeze_259_2021-11-30	freeze	[0.0, 0.00615009811503796, 0.0, 0.09757722750784444, 0.0, 0.019051289357201975, 0.0, -0.8013061238651384, 0.0, 0.0068970398223873585, 0.0, 0.006149168565660187, 0.3635431785484309, 0.00999965690435611, 0.9331601937484286, 0.0, -1.240394372135363]
freeze_25_2021-11-30	freeze	[0.0, 0.006879569325767408, 0.0, 0.5160925684021853, 0.0, 0.05377355563868834, 0.0, -0.012733959548272243, 0.0, 0.007715106769544522, 0.0, 0.006878529521317709, -0.5393921087738185, 0.01118572933644685, 0.8266853058245344, 0.0, -0.12220142706756562]
freeze_260_2021-11-30	freeze	[0.0, 0.006028820457501374, 0.0, 1.1410654026959455, 0.0, -0.2899977113374377, 0.0, -0.8940426511579026, 0.0, 0.006761032750963503, 0.0, 0.006027909238493133, 0.46127388151834076, 0.009802467372929852, 1.0064595135836876, 0.0, -1.3572212775369212]
freeze_261_2021-11-30	freeze	[0.0, 0.007436045187271265, 0.0, -1.3678527832519443, 0.0, -1.3419644752260018, 0.0, 0.06859684222758136, 0.0, 0.008339167736572806, 0.0, 0.007434921274929117, -0.2776372823949143, 0.012090522656245816, -1.571034861842674, 0.0, 0.395058027278729]
freeze_262_2021-11-30	freeze	[0.0, 0.005967989583903423, 0.0, 1.113924415945297, 0.0, -0.6522964908370525, 0.0, -1.3564069546424964, 0.0, 0.006692813846193545, 0.0, 0.005967087559106339, 1.0492908578332276, 0.009703560354896367, 0.3708598625456319, 0.0, -0.5291288965589003]
freeze_263_2021-11-30	freeze	[0.0, 0.006739149835161489, 0.0, -0.5101030704690946, 0.0, -0.6266798843649192, 0.0, -0.14429824825335108, 0.0, 0.007557633051169154, 0.0, 0.006738131254251265, -0.22928517299750573, 0.010957416437615157, -0.059813372707472896, 0.0, -0.04874810761055726]
freeze_264_2021-11-30	freeze	[0.0, 0.007194708383089037, 0.0, 1.486156235620888, 0.0, -0.017861295105648, 0.0, -0.2331475795136217, 0.0, 0.008068520095198997, 0.0, 0.007193620947315549, -0.2573516085983913, 0.011698124812329277, 0.35061466826938814, 0.0, -0.6171210340644936]
freeze_265_2021-11-30	freeze	[0.0, 0.01243305832183824, 0.0, 2.636848791907427, 0.0, -0.690980878681309, 0.0, -1.5628583129567664, 0.0, 0.013943078103113096, 0.0, 0.01243117914179742, 0.3794206182498757, 0.020215338871787187, -0.3958475717930841, 0.0, -1.457930623358225]
freeze_266_2021-11-30	freeze	[0.0, 0.007132450602382975, 0.0, 2.154212521732141, 0.0, 0.27345559521151397, 0.0, 0.7610739557039603, 0.0, 0.008018697735057404, 0.0, 0.0071313725764888475, -1.2212115800568444, 0.011596897736753847, -0.11720587347481798, 0.0, 0.17065267473871257]
freeze_267_2021-11-30	freeze	[0.0, 0.0028035342911197567, 0.0, 0.4005656435228435, 0.0, 0.5287374645184604, 0.0, 0.33415273481510216, 0.0, 0.003144029133779458, 0.0, 0.0028031105542122912, -0.4395484767468062, 0.004558363217368241, 0.1400206560788097, 0.0, -0.02615635272886454]
freeze_268_2021-11-30	freeze	[0.0, 0.009114296099752285, 0.0, 1.465535052911737, 0.0, 0.8305964740564595, 0.0, -0.8227383990153269, 0.0, 0.010221245576442856, 0.0, 0.009112918530141217, 0.24012550203694996, 0.014819248769281037, -0.4990162946341468, 0.0, -0.9724736416117462]
freeze_269_2021-11-30	freeze	[0.0, 0.008104010845084476, 0.0, 0.31385186711900853, 0.0, -0.65977157015783, 0.0, -0.8907492562301282, 0.0, 0.009088259158490136, 0.0, 0.00810278597385517, 0.4086359994867997, 0.013176591085901008, -0.17516017463538944, 0.0, -1.1367241670896802]
freeze_26_2021-11-30	freeze	[0.0, 0.006503292720272765, 0.0, 1.5110294053678959, 0.0, -0.4209546523633841, 0.0, -0.4432170114666064, 0.0, 0.0072931306183049785, 0.0, 0.006502309787709979, 0.010218881326999404, 0.010573928209749058, 0.5982021022005298, 0.0, -1.3048644959260833]
freeze_270_2021-11-30	freeze	[0.0, 0.007350307601710885, 0.0, 0.4188766057586617, 0.0, -1.1982363346051494, 0.0, -0.5469481315742731, 0.0, 0.008243017149895273, 0.0, 0.0073491966480757065, 0.29114621169384003, 0.011951118955138132, -1.0268665777046866, 0.0, -0.40625983829344275]
freeze_271_2021-11-30	freeze	[0.0, 0.006641199017215143, 0.0, 1.1449172858601635, 0.0, 0.9427556852008864, 0.0, -0.5616673271491699, 0.0, 0.007447785910623625, 0.0, 0.006640195240966595, 0.2060571107073286, 0.010798154820215991, -0.007011141256056935, 0.0, 0.0385875293190605]
freeze_272_2021-11-30	freeze	[0.0, 0.006939085627801882, 0.0, 0.5339564796841539, 0.0, -0.07921608469484533, 0.0, -0.20838445959966007, 0.0, 0.007781851445407382, 0.0, 0.006938036827830405, -0.2663515893930668, 0.011282498947179653, 0.4398558754867361, 0.0, -0.6597349061793809]
freeze_273_2021-11-30	freeze	[0.0, 0.007178648198966193, 0.0, -0.26765837239196466, 0.0, 0.02006911971242199, 0.0, -0.348397696655776, 0.0, 0.008050509369617355, 0.0, 0.007177563190590428, -0.0709228117543191, 0.011672012004363411, -0.014373019469061726, 0.0, -0.5333926945690555]
freeze_274_2021-11-30	freeze	[0.0, 0.007681073531382353, 0.0, 0.8189757504388109, 0.0, -0.6878895874189674, 0.0, 0.6158832435453893, 0.0, 0.008613955262777561, 0.0, 0.007679912584518065, -0.9625447076478725, 0.0124889227024113, -1.1180062781405398, 0.0, 0.28074415653156276]
freeze_275_2021-11-30	freeze	[0.0, 0.006561182258301821, 0.0, 1.378589931401105, 0.0, -0.08592711210576233, 0.0, -0.9326707200619473, 0.0, 0.007358050956422794, 0.0, 0.006560190576092599, 0.5205416789432238, 0.010668052808708998, 0.5602027078311494, 0.0, -1.2879310076594013]
freeze_276_2021-11-30	freeze	[0.0, 0.008490724234151925, 0.0, -1.135549992977401, 0.0, -0.9358227059868323, 0.0, 0.6957443850535263, 0.0, 0.009521939661525836, 0.0, 0.008489440913580275, -1.26998682023407, 0.013805361739419502, -0.5140632095013976, 0.0, 0.5214882025387129]
freeze_277_2021-11-30	freeze	[0.0, 0.007590078932312879, 0.0, -1.0890813065930545, 0.0, 0.7918241024611967, 0.0, 1.1106467603646037, 0.0, 0.008511909187793851, 0.0, 0.0075889317387207115, -1.4381098259323737, 0.012340971441500634, -1.3834863903794623, 0.0, 1.3093333164895127]
freeze_278_2021-11-30	freeze	[0.0, 0.007018536154776405, 0.0, 2.2658776965821215, 0.0, 0.0810361232278757, 0.0, 0.18323200365505465, 0.0, 0.007870951397668805, 0.0, 0.007017475346348066, -0.5618449892126784, 0.011411680302623869, -0.2922688985310187, 0.0, -0.39234138932864887]
freeze_279_2021-11-30	freeze	[0.0, 0.006094606388560576, 0.0, 0.37936609994279347, 0.0, -0.7818906390888277, 0.0, -0.9548924922742361, 0.0, 0.006834808514826311, 0.0, 0.006093685226414821, 0.5657386862894125, 0.009909430990000793, 0.7180266119230859, 0.0, -1.107658273966022]
freeze_27_2021-11-30	freeze	[0.0, 0.007556973439551714, 0.0, 0.780720188162427, 0.0, -0.2091215986261142, 0.0, -0.5051521625021332, 0.0, 0.008474782966773863, 0.0, 0.007555831249650483, 0.1340802904829568, 0.012287144077600237, -0.513005113438906, 0.0, -0.7161750081895435]
