ids	maltype	system calls hashing_1gram
disorder_289_2021-11-30	disorder	[0.0, 0.809389902180034, 0.0, 0.0, 0.0, 0.0, 0.0001505514900046565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017451426883039765, 0.0, -0.2751830318135113, -0.5184115098735342, 0.0, -0.0001505514900046565, -0.010350414937820135, 0.0, 0.0, 0.0, 0.0, -0.0002509191500077608]
disorder_28_2021-11-30	disorder	[0.0, 0.8093591534780994, 0.0, 0.0, 0.0, 0.0, 0.0001361888781005005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01755701620178952, 0.0, -0.27545335503143725, -0.5183121719041548, 0.0, -0.0001361888781005005, -0.010361703808813079, 0.0, 0.0, 0.0, 0.0, -0.00022698146350083414]
disorder_290_2021-11-30	disorder	[0.0, 0.8099008278256602, 0.0, 0.0, 0.0, 0.0, 0.00016117429409465874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017997796173903558, 0.0, -0.27355307065215956, -0.5184574105289935, 0.0, -0.00016117429409465874, -0.010355448395581824, 0.0, 0.0, 0.0, 0.0, -0.0002686238234910979]
disorder_291_2021-11-30	disorder	[0.0, 0.8092601634310009, 0.0, 0.0, 0.0, 0.0, 0.00011602019021256375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015411348599902218, 0.0, -0.27507420264480426, -0.5187359387895569, 0.0, -0.00011602019021256375, -0.010374138674840074, 0.0, 0.0, 0.0, 0.0, -0.00019336698368760624]
disorder_292_2021-11-30	disorder	[0.0, 0.8104630793988539, 0.0, 0.0, 0.0, 0.0, 0.00016206560494561316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01879961017369113, 0.0, -0.2717435030925569, -0.5185018920893317, 0.0, -0.00016206560494561316, -0.010358693249440441, 0.0, 0.0, 0.0, 0.0, -0.00027010934157602196]
disorder_293_2021-11-30	disorder	[0.0, 0.8095610441873313, 0.0, 0.0, 0.0, 0.0, 0.00013915761886017927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016780089540889952, 0.0, -0.2742216844322216, -0.5186752348966032, 0.0, -0.00013915761886017927, -0.010378839073321704, 0.0, 0.0, 0.0, 0.0, -0.00023192936476696546]
disorder_294_2021-11-30	disorder	[0.0, 0.8096074851109363, 0.0, 0.0, 0.0, 0.0, 0.00012089257271793283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015998117123006445, 0.0, -0.2737612309197589, -0.5188709221053677, 0.0, -0.00012089257271793283, -0.01036653811056274, 0.0, 0.0, 0.0, 0.0, -0.0002014876211965547]
disorder_295_2021-11-30	disorder	[0.0, 0.8093630473126718, 0.0, 0.0, 0.0, 0.0, 0.00011813794297367856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01550560501529531, 0.0, -0.27462149327089697, -0.5188126213974905, 0.0, -0.00011813794297367856, -0.010366604495940294, 0.0, 0.0, 0.0, 0.0, -0.0001968965716227976]
disorder_296_2021-11-30	disorder	[0.0, 0.80938326403887, 0.0, 0.0, 0.0, 0.0, 0.00012007020766792894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01584926741216662, 0.0, -0.2747106292935824, -0.518723308826731, 0.0, -0.00012007020766792894, -0.01037606711263686, 0.0, 0.0, 0.0, 0.0, -0.00020011701277988157]
disorder_297_2021-11-30	disorder	[0.0, 0.8093459862655245, 0.0, 0.0, 0.0, 0.0, 0.00023264032182013998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020404494892974776, 0.0, -0.27436048619988507, -0.5188073043523972, 0.0, -0.00023264032182013998, -0.010381574361223746, 0.0, 0.0, 0.0, 0.0, -0.0003877338697002333]
disorder_298_2021-11-30	disorder	[0.0, 0.8102865414968277, 0.0, 0.0, 0.0, 0.0, 0.00015126693369573634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01771083682020913, 0.0, -0.2726712535643727, -0.5183287538862485, 0.0, -0.00015126693369573634, -0.010374390535965916, 0.0, 0.0, 0.0, 0.0, -0.0002521115561595606]
disorder_299_2021-11-30	disorder	[0.0, 0.8098130130903552, 0.0, 0.0, 0.0, 0.0, 0.00015045062248740944, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01751495996790925, 0.0, -0.27375744516771544, -0.5185029952991087, 0.0, -0.00015045062248740944, -0.010368555399757302, 0.0, 0.0, 0.0, 0.0, -0.0002507510374790157]
disorder_29_2021-11-30	disorder	[0.0, 0.8095848494187965, 0.0, 0.0, 0.0, 0.0, 0.00020213792500608022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01961860861031234, 0.0, -0.27396426769157406, -0.5186746856808793, 0.0, -0.00020213792500608022, -0.010365183598922892, 0.0, 0.0, 0.0, 0.0, -0.00033689654167680036]
disorder_2_2021-11-30	disorder	[0.0, 0.8091173091666504, 0.0, 0.0, 0.0, 0.0, 0.0001394729255189227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017724684284696427, 0.0, -0.2761447697836737, -0.5183162594596965, 0.0, -0.0001394729255189227, -0.010355864719780011, 0.0, 0.0, 0.0, 0.0, -0.00023245487586487116]
disorder_300_2021-11-30	disorder	[0.0, 0.8109127628767924, 0.0, 0.0, 0.0, 0.0, 7.648436786337527e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.014965441311933761, 0.0, -0.2706654304738412, -0.5184875297458209, 0.0, -7.648436786337527e-05, -0.010363631845487348, 0.0, 0.0, 0.0, 0.0, -0.0001274739464389588]
disorder_301_2021-11-30	disorder	[0.0, 0.8096821985033351, 0.0, 0.0, 0.0, 0.0, 0.00019453901748681918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01921613183842025, 0.0, -0.27354347403285517, -0.5187599055749907, 0.0, -0.00019453901748681918, -0.010364606542769978, 0.0, 0.0, 0.0, 0.0, -0.0003242316958113653]
disorder_302_2021-11-30	disorder	[0.0, 0.8098888925872154, 0.0, 0.0, 0.0, 0.0, 0.00014033365164534302, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01688681608132294, 0.0, -0.27318284186960107, -0.5187082598940991, 0.0, -0.00014033365164534302, -0.010372995750784937, 0.0, 0.0, 0.0, 0.0, -0.00023388941940890502]
disorder_303_2021-11-30	disorder	[0.0, 0.8101291471940412, 0.0, 0.0, 0.0, 0.0, 0.00015546271194934665, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01804662981211999, 0.0, -0.27265568630716247, -0.5185717861590373, 0.0, -0.00015546271194934665, -0.010351225570627332, 0.0, 0.0, 0.0, 0.0, -0.0002591045199155778]
disorder_304_2021-11-30	disorder	[0.0, 0.8096042029827446, 0.0, 0.0, 0.0, 0.0, 0.00012019659568210192, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015725721268408335, 0.0, -0.2738479104957222, -0.5188386216447665, 0.0, -0.00012019659568210192, -0.010366956377581291, 0.0, 0.0, 0.0, 0.0, -0.0002003276594701699]
disorder_305_2021-11-30	disorder	[0.0, 0.8095165103073366, 0.0, 0.0, 0.0, 0.0, 0.00013547070890830798, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016640318744237163, 0.0, -0.2742830286363542, -0.5187173444099112, 0.0, -0.00013547070890830798, -0.0103522200057432, 0.0, 0.0, 0.0, 0.0, -0.00022578451484717995]
disorder_306_2021-11-30	disorder	[0.0, 0.8094044832669671, 0.0, 0.0, 0.0, 0.0, 0.00011583744349012636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015319501901569211, 0.0, -0.2744478629889819, -0.5188455625125669, 0.0, -0.00011583744349012636, -0.010357798072075465, 0.0, 0.0, 0.0, 0.0, -0.00019306240581687726]
disorder_307_2021-11-30	disorder	[0.0, 0.809362937906544, 0.0, 0.0, 0.0, 0.0, 0.00012284168844073825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015856814616225293, 0.0, -0.2746228313166404, -0.5188013975147179, 0.0, -0.00012284168844073825, -0.01036988586587232, 0.0, 0.0, 0.0, 0.0, -0.0002047361474012304]
disorder_308_2021-11-30	disorder	[0.0, 0.8094922652783759, 0.0, 0.0, 0.0, 0.0, 0.0001322393670220743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016397681510737214, 0.0, -0.2743636267290486, -0.5187199370913382, 0.0, -0.0001322393670220743, -0.010369770363980993, 0.0, 0.0, 0.0, 0.0, -0.00022039894503679048]
disorder_309_2021-11-30	disorder	[0.0, 0.8096655074190442, 0.0, 0.0, 0.0, 0.0, 0.00015539610532001362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017935300489018237, 0.0, -0.2742611762143807, -0.5184532060493388, 0.0, -0.00015539610532001362, -0.01034679067922424, 0.0, 0.0, 0.0, 0.0, -0.00025899350886668935]
disorder_30_2021-11-30	disorder	[0.0, 0.8088375168453178, 0.0, 0.0, 0.0, 0.0, 0.00011609691281585366, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016456737391647255, 0.0, -0.27673634118205653, -0.5184791378928678, 0.0, -0.00011609691281585366, -0.010361649468814939, 0.0, 0.0, 0.0, 0.0, -0.00019349485469308944]
disorder_310_2021-11-30	disorder	[0.0, 0.8094976050232213, 0.0, 0.0, 0.0, 0.0, 0.00017913422370536365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01826173891663013, 0.0, -0.27422464078896086, -0.5187229523441483, 0.0, -0.00017913422370536365, -0.010359929270960197, 0.0, 0.0, 0.0, 0.0, -0.00029855703950893944]
disorder_311_2021-11-30	disorder	[0.0, 0.8092866862576478, 0.0, 0.0, 0.0, 0.0, 0.00017387188446828827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01782186815799955, 0.0, -0.2747755347547182, -0.5187757459585495, 0.0, -0.00017387188446828827, -0.010364696224137406, 0.0, 0.0, 0.0, 0.0, -0.0002897864741138138]
disorder_312_2021-11-30	disorder	[0.0, 0.8099125721950283, 0.0, 0.0, 0.0, 0.0, 0.00014010914219067194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01719839720390498, 0.0, -0.27351639707989006, -0.5184855564384308, 0.0, -0.00014010914219067194, -0.0103564007602605, 0.0, 0.0, 0.0, 0.0, -0.00023351523698445322]
disorder_313_2021-11-30	disorder	[0.0, 0.8100078066448404, 0.0, 0.0, 0.0, 0.0, 0.00013158912206720302, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016624092421156648, 0.0, -0.2727952158054841, -0.5187352849490865, 0.0, -0.00013158912206720302, -0.010362643362792237, 0.0, 0.0, 0.0, 0.0, -0.00021931520344533836]
disorder_314_2021-11-30	disorder	[0.0, 0.8095766917532287, 0.0, 0.0, 0.0, 0.0, 0.00013372775615013344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01651537788454148, 0.0, -0.27394130847354836, -0.5188079739641218, 0.0, -0.00014487173582931122, -0.010352757121956163, 0.0, 0.0, 0.0, 0.0, -0.00022287959358355573]
disorder_315_2021-11-30	disorder	[0.0, 0.8102998889724932, 0.0, 0.0, 0.0, 0.0, 0.0001598776479006547, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.018305990684624962, 0.0, -0.2725780665332912, -0.5183366576312476, 0.0, -0.0001598776479006547, -0.010352077701567392, 0.0, 0.0, 0.0, 0.0, -0.00026646274650109116]
disorder_316_2021-11-30	disorder	[0.0, 0.8095056037011638, 0.0, 0.0, 0.0, 0.0, 0.0001254301996799572, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016107328142234503, 0.0, -0.27416951146710644, -0.518810663426223, 0.0, -0.0001254301996799572, -0.010379349023516457, 0.0, 0.0, 0.0, 0.0, -0.00020905033279992866]
disorder_317_2021-11-30	disorder	[0.0, 0.809314086854977, 0.0, 0.0, 0.0, 0.0, 0.00011590191355196404, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015366662038431234, 0.0, -0.2748227540172988, -0.518786623551387, 0.0, -0.00011590191355196404, -0.010363562770104785, 0.0, 0.0, 0.0, 0.0, -0.00019316985591994007]
disorder_318_2021-11-30	disorder	[0.0, 0.8105527712035265, 0.0, 0.0, 0.0, 0.0, 0.00015409016134281195, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01816979819167324, 0.0, -0.2714426600521418, -0.5185390746121193, 0.0, -0.00015409016134281195, -0.01049097181808978, 0.0, 0.0, 0.0, 0.0, -0.00025681693557135323]
disorder_319_2021-11-30	disorder	[0.0, 0.8095022238612434, 0.0, 0.0, 0.0, 0.0, 0.0001157754896826721, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01539814012779539, 0.0, -0.2740405840788849, -0.5189057447577364, 0.0, -0.0001157754896826721, -0.01037155428407271, 0.0, 0.0, 0.0, 0.0, -0.0001929591494711202]
disorder_31_2021-11-30	disorder	[0.0, 0.8089989097535947, 0.0, 0.0, 0.0, 0.0, 0.00012098838366683452, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01652499673582848, 0.0, -0.2761156562583275, -0.5185562123960528, 0.0, -0.00012098838366683452, -0.010354589168819922, 0.0, 0.0, 0.0, 0.0, -0.00020164730611139088]
disorder_320_2021-11-30	disorder	[0.0, 0.8093075657945155, 0.0, 0.0, 0.0, 0.0, 0.0002476492914672562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.021576444519084696, 0.0, -0.27464306423718715, -0.5186704848167347, 0.0, -0.0002476492914672562, -0.010370314080191354, 0.0, 0.0, 0.0, 0.0, -0.0004127488191120937]
disorder_321_2021-11-30	disorder	[0.0, 0.8097558411286324, 0.0, 0.0, 0.0, 0.0, 7.800489759607922e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.014339900341412564, 0.0, -0.2738491938273021, -0.5186415633000647, 0.0, -7.800489759607922e-05, -0.010361650564012524, 0.0, 0.0, 0.0, 0.0, -0.00013000816266013203]
disorder_322_2021-11-30	disorder	[0.0, 0.8096683538289134, 0.0, 0.0, 0.0, 0.0, 0.00018750039070760142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01890628939634981, 0.0, -0.27376098712147073, -0.5186781641390887, 0.0, -0.00018750039070760142, -0.0103646049307813, 0.0, 0.0, 0.0, 0.0, -0.0003125006511793357]
disorder_323_2021-11-30	disorder	[0.0, 0.8098222591408321, 0.0, 0.0, 0.0, 0.0, 0.00013234191896622613, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016619939323508564, 0.0, -0.27338531910448166, -0.5187141513881234, 0.0, -0.00013234191896622613, -0.010377812145601566, 0.0, 0.0, 0.0, 0.0, -0.0002205698649437102]
disorder_324_2021-11-30	disorder	[0.0, 0.810284431640587, 0.0, 0.0, 0.0, 0.0, 0.00015034268542229678, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01765273698000135, 0.0, -0.2725337029992685, -0.5184066364503164, 0.0, -0.00015034268542229678, -0.010361116737019954, 0.0, 0.0, 0.0, 0.0, -0.0002505711423704947]
disorder_325_2021-11-30	disorder	[0.0, 0.8095756923143937, 0.0, 0.0, 0.0, 0.0, 0.00013207679026269766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01635550919419739, 0.0, -0.2742024229845489, -0.5186765617608022, 0.0, -0.00013207679026269766, -0.010357021636433207, 0.0, 0.0, 0.0, 0.0, -0.00022012798377116276]
disorder_326_2021-11-30	disorder	[0.0, 0.80976331217279, 0.0, 0.0, 0.0, 0.0, 0.00012873479433604673, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016274223583981905, 0.0, -0.2734970705669313, -0.5187583095761563, 0.0, -0.00012873479433604673, -0.010373878843579765, 0.0, 0.0, 0.0, 0.0, -0.00021455799056007788]
disorder_327_2021-11-30	disorder	[0.0, 0.8097572216481757, 0.0, 0.0, 0.0, 0.0, 0.00014326914749613866, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017132602221413246, 0.0, -0.2740141836819899, -0.5184671665972764, 0.0, -0.00014326914749613866, -0.010375074097845374, 0.0, 0.0, 0.0, 0.0, -0.0002387819124935644]
disorder_328_2021-11-30	disorder	[0.0, 0.8099958493032066, 0.0, 0.0, 0.0, 0.0, 0.0001486117298622197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017585721367029333, 0.0, -0.2731112065542943, -0.5185558627325719, 0.0, -0.0001486117298622197, -0.010365668157889824, 0.0, 0.0, 0.0, 0.0, -0.00024768621643703285]
disorder_329_2021-11-30	disorder	[0.0, 0.809986201410992, 0.0, 0.0, 0.0, 0.0, 0.0001520839044441787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017945900724413086, 0.0, -0.27335814457970753, -0.5184286829327978, 0.0, -0.0001520839044441787, -0.010354379160907833, 0.0, 0.0, 0.0, 0.0, -0.00025347317407363115]
disorder_32_2021-11-30	disorder	[0.0, 0.8088277435181634, 0.0, 0.0, 0.0, 0.0, 0.00012510224946146064, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016711575490560116, 0.0, -0.27673660099620606, -0.5184862728930236, 0.0, -0.00012510224946146064, -0.010352211142935868, 0.0, 0.0, 0.0, 0.0, -0.00020850374910243437]
disorder_330_2021-11-30	disorder	[0.0, 0.8097987234567107, 0.0, 0.0, 0.0, 0.0, 0.00016418999208381394, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01808826412790017, 0.0, -0.2737457643017388, -0.5185119950006845, 0.0, -0.00016418999208381394, -0.010357652000620598, 0.0, 0.0, 0.0, 0.0, -0.00027364998680635657]
disorder_331_2021-11-30	disorder	[0.0, 0.8094360255778208, 0.0, 0.0, 0.0, 0.0, 0.00013027054406981908, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016110123949967626, 0.0, -0.2745343157484712, -0.5187264506073471, 0.0, -0.00013027054406981908, -0.010367364132223101, 0.0, 0.0, 0.0, 0.0, -0.00021711757344969847]
disorder_332_2021-11-30	disorder	[0.0, 0.8098585859235515, 0.0, 0.0, 0.0, 0.0, 0.00012756524462258795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01628582956348373, 0.0, -0.2731809713592721, -0.5187759585689096, 0.0, -0.00012756524462258795, -0.010364676125585271, 0.0, 0.0, 0.0, 0.0, -0.0002126087410376466]
disorder_333_2021-11-30	disorder	[0.0, 0.8095545108632479, 0.0, 0.0, 0.0, 0.0, 0.00013729407459734552, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01662402419916192, 0.0, -0.2741877081437821, -0.5187084550016545, 0.0, -0.00013729407459734552, -0.010377143804982699, 0.0, 0.0, 0.0, 0.0, -0.00022882345766224254]
disorder_334_2021-11-30	disorder	[0.0, 0.8092137597522581, 0.0, 0.0, 0.0, 0.0, 0.00013516933626151303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016197792128671312, 0.0, -0.27529488151928155, -0.5186672714581357, 0.0, -0.00013516933626151303, -0.010374246558071126, 0.0, 0.0, 0.0, 0.0, -0.00022528222710252173]
disorder_335_2021-11-30	disorder	[0.0, 0.8098155484617784, 0.0, 0.0, 0.0, 0.0, 0.00014523017323302408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017645466047812426, 0.0, -0.27348051871222046, -0.5186411536440012, 0.0, -0.00014523017323302408, -0.010347649842852967, 0.0, 0.0, 0.0, 0.0, -0.0002420502887217068]
disorder_336_2021-11-30	disorder	[0.0, 0.8093772608509997, 0.0, 0.0, 0.0, 0.0, 0.00014442419524478807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016921701542847667, 0.0, -0.274959597046869, -0.5185671083760153, 0.0, -0.00014442419524478807, -0.010362436008813543, 0.0, 0.0, 0.0, 0.0, -0.00024070699207464675]
disorder_337_2021-11-30	disorder	[0.0, 0.8098086300738305, 0.0, 0.0, 0.0, 0.0, 0.0001472847960849053, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017539164467110808, 0.0, -0.2733483078005772, -0.5187247780780294, 0.0, -0.0001472847960849053, -0.010371304390978749, 0.0, 0.0, 0.0, 0.0, -0.0002454746601415088]
disorder_338_2021-11-30	disorder	[0.0, 0.8096674659173391, 0.0, 0.0, 0.0, 0.0, 0.0001299400798551358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016188368281952335, 0.0, -0.27381623327473487, -0.518742455461678, 0.0, -0.0001299400798551358, -0.010362721368447078, 0.0, 0.0, 0.0, 0.0, -0.00021656679975855966]
disorder_339_2021-11-30	disorder	[0.0, 0.8096822459279862, 0.0, 0.0, 0.0, 0.0, 0.00012503940481482318, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01617176302271713, 0.0, -0.2736070576356356, -0.5188301703783063, 0.0, -0.00012503940481482318, -0.010367850649229089, 0.0, 0.0, 0.0, 0.0, -0.00020839900802470528]
disorder_33_2021-11-30	disorder	[0.0, 0.8097044118440081, 0.0, 0.0, 0.0, 0.0, 0.00013731755595935638, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016901502512664115, 0.0, -0.27457789627039636, -0.5182593424499375, 0.0, -0.00013731755595935638, -0.010356032345268126, 0.0, 0.0, 0.0, 0.0, -0.00022886259326559394]
disorder_340_2021-11-30	disorder	[0.0, 0.8094428825599542, 0.0, 0.0, 0.0, 0.0, 0.00012638987392285758, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015840864198331483, 0.0, -0.27459253358690167, -0.5186935100899139, 0.0, -0.00012638987392285758, -0.01035343717218075, 0.0, 0.0, 0.0, 0.0, -0.0002106497898714293]
disorder_341_2021-11-30	disorder	[0.0, 0.8094049600543015, 0.0, 0.0, 0.0, 0.0, 0.000128381880097436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01607983048220386, 0.0, -0.27456604756838315, -0.5187590820037146, 0.0, -0.000128381880097436, -0.010366836817867956, 0.0, 0.0, 0.0, 0.0, -0.00021396980016239335]
disorder_342_2021-11-30	disorder	[0.0, 0.8095428243310097, 0.0, 0.0, 0.0, 0.0, 0.00011701273041726932, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01549443571942008, 0.0, -0.27399505933290424, -0.5188636998527765, 0.0, -0.00011701273041726932, -0.010365377702796441, 0.0, 0.0, 0.0, 0.0, -0.00019502121736211553]
disorder_343_2021-11-30	disorder	[0.0, 0.8094425227159617, 0.0, 0.0, 0.0, 0.0, 0.00013826382555075359, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0168797087026545, 0.0, -0.2745689135728715, -0.518673697582727, 0.0, -0.00013826382555075359, -0.010358264930843956, 0.0, 0.0, 0.0, 0.0, -0.00023043970925125599]
disorder_344_2021-11-30	disorder	[0.0, 0.8092483028413096, 0.0, 0.0, 0.0, 0.0, 0.00013246640431728321, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016238173395893632, 0.0, -0.2752651881713145, -0.5186280506362166, 0.0, -0.00013246640431728321, -0.010365496137827411, 0.0, 0.0, 0.0, 0.0, -0.00022077734052880534]
