ids	maltype	system calls hashing_1gram
delay_156_2021-12-11	delay	[0.0, 0.7811035012923991, 0.00010048285859553601, 0.02000613714637122, 0.26037118319275293, 0.0, 0.00035169000508437605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010048285859553601, 0.0, 0.0, -0.022869898616343996, 0.0, -0.2652245052629173, -0.5007161326674155, 0.0, -0.000301448575786608, -0.009998044430255834, 0.0, 0.0, 0.0, 0.0, -0.00010048285859553601]
delay_157_2021-12-11	delay	[0.0, 0.7809044452662374, 0.0001860137789157565, 0.020042984678172764, 0.2603076822147096, 0.0, 0.0006510482262051477, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001860137789157565, 0.0, 0.0, -0.033835906384776106, 0.0, -0.2649673273765493, -0.5005723797512466, 0.0, -0.0005580413367472695, -0.010016841994613487, 0.0, 0.0, 0.0, 0.0, -0.0001860137789157565]
delay_158_2021-12-11	delay	[0.0, 0.7810138633530008, 0.00010270552092906749, 0.020037847133261066, 0.2603379544510003, 0.0, 0.0003594693232517362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010270552092906749, 0.0, 0.0, -0.023201177177876346, 0.0, -0.2656170182267544, -0.5006483323208324, 0.0, -0.00030811656278720246, -0.01001378829058408, 0.0, 0.0, 0.0, 0.0, -0.00010270552092906749]
delay_159_2021-12-11	delay	[0.0, 0.7810837805684578, 0.00010296385190725783, 0.020047061966343097, 0.26035439593269216, 0.0, 0.0003603734816754024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010296385190725783, 0.0, 0.0, -0.02321834860508664, 0.0, -0.26534814275019414, -0.5006720262842319, 0.0, -0.0003088915557217735, -0.010018382790576187, 0.0, 0.0, 0.0, 0.0, -0.00010296385190725783]
delay_15_2021-12-11	delay	[0.0, 0.7810909977926991, 0.00010682608903316544, 0.02002989169371852, 0.26036722680053415, 0.0, 0.000373891311616079, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010682608903316544, 0.0, 0.0, -0.023747439592072678, 0.0, -0.26522781385154315, -0.5006938792984464, 0.0, -0.0003204782670994963, -0.010009604542407602, 0.0, 0.0, 0.0, 0.0, -0.00010682608903316544]
delay_160_2021-12-11	delay	[0.0, 0.7806506932605625, 0.00021379782635479, 0.021540131005245093, 0.2602133344564149, 0.0, 0.000748292392241765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00021379782635479, 0.0, 0.0, -0.03833395026541385, 0.0, -0.2653444822889299, -0.5004151923660215, 0.0, -0.00064139347906437, -0.010764720556963677, 0.0, 0.0, 0.0, 0.0, -0.00021379782635479]
delay_161_2021-12-11	delay	[0.0, 0.7810128238329948, 9.717232237203508e-05, 0.020046650105350835, 0.2603343688669192, 0.0, 0.00034010312830212274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.717232237203508e-05, 0.0, 0.0, -0.022485675396888918, 0.0, -0.2656788465973811, -0.5006512393251992, 0.0, -0.0002915169671161052, -0.010018466436556817, 0.0, 0.0, 0.0, 0.0, -9.717232237203508e-05]
delay_162_2021-12-11	delay	[0.0, 0.7811356311696204, 9.560321532930513e-05, 0.020028873611489424, 0.2603753569493625, 0.0, 0.00033461125365256793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.560321532930513e-05, 0.0, 0.0, -0.022256428528662234, 0.0, -0.26516507803736067, -0.5007218402872355, 0.0, -0.00028680964598791535, -0.010009656644978247, 0.0, 0.0, 0.0, 0.0, -9.560321532930513e-05]
delay_163_2021-12-11	delay	[0.0, 0.7810373034475735, 9.881044778194088e-05, 0.020028877765399418, 0.26034576781585783, 0.0, 0.0003458365672367931, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.881044778194088e-05, 0.0, 0.0, -0.022726402989846402, 0.0, -0.2655926025930789, -0.5006428957767599, 0.0, -0.00029643134334582263, -0.010009498360310612, 0.0, 0.0, 0.0, 0.0, -9.881044778194088e-05]
delay_164_2021-12-11	delay	[0.0, 0.7811277519091944, 9.047951534879238e-05, 0.02004121264975751, 0.2603729013192198, 0.0, 0.00031667830372077334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.047951534879238e-05, 0.0, 0.0, -0.021606508265291622, 0.0, -0.2652587951480546, -0.5007136379402171, 0.0, -0.00027143854604637715, -0.010016082349111317, 0.0, 0.0, 0.0, 0.0, -9.047951534879238e-05]
delay_165_2021-12-11	delay	[0.0, 0.7811032574194635, 0.00010645939913855114, 0.02004630485778918, 0.2603677524731545, 0.0, 0.000372607896984929, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010645939913855114, 0.0, 0.0, -0.023719154128069193, 0.0, -0.26520100919404477, -0.5006892000885199, 0.0, -0.0003193781974156534, -0.010017829458937663, 0.0, 0.0, 0.0, 0.0, -0.00010645939913855114]
delay_166_2021-12-11	delay	[0.0, 0.7811716944453498, 1.956034440788126e-05, 0.020763305588965955, 0.2603775245855114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012919607481405571, 0.0, -0.2655805761980078, -0.5007350366695563, 0.0, -1.956034440788126e-05, -0.010376762708381008, 0.0, 0.0, 0.0, 0.0, 0.0]
delay_167_2021-12-11	delay	[0.0, 0.7810918260107318, 9.97703158822736e-05, 0.02002390239757231, 0.2603705933579694, 0.0, 0.0003491961055879576, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.97703158822736e-05, 0.0, 0.0, -0.02278754014751129, 0.0, -0.2653192010257302, -0.5006873532236018, 0.0, -0.00029931094764682083, -0.010006962682992043, 0.0, 0.0, 0.0, 0.0, -9.97703158822736e-05]
delay_168_2021-12-11	delay	[0.0, 0.7810973994294457, 0.00010673208250952349, 0.020012265470535653, 0.26037291528198253, 0.0, 0.0003735622887833322, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010673208250952349, 0.0, 0.0, -0.023673175900612308, 0.0, -0.265197205411413, -0.5007015454686765, 0.0, -0.0003201962475285704, -0.01000079613114235, 0.0, 0.0, 0.0, 0.0, -0.00010673208250952349]
delay_169_2021-12-11	delay	[0.0, 0.7811392432641985, 9.332495947051988e-05, 0.01999953881453241, 0.2603859694186975, 0.0, 0.0003266373581468196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.332495947051988e-05, 0.0, 0.0, -0.021959362963413328, 0.0, -0.26516420734358814, -0.5007257375431273, 0.0, -0.00027997487841155964, -0.00999510315929268, 0.0, 0.0, 0.0, 0.0, -9.332495947051988e-05]
delay_16_2021-12-11	delay	[0.0, 0.7808684846439593, 0.0001811885942510985, 0.020066636813309162, 0.26028647507141556, 0.0, 0.0006341600798788448, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001811885942510985, 0.0, 0.0, -0.03322998818565147, 0.0, -0.2652419831241831, -0.5005334916186597, 0.0, -0.0005435657827532955, -0.010028788691798303, 0.0, 0.0, 0.0, 0.0, -0.0001811885942510985]
delay_170_2021-12-11	delay	[0.0, 0.7807337339846665, 0.00019719482066696972, 0.01998569507459738, 0.2602478645752333, 0.0, 0.000690181872334394, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00019719482066696972, 0.0, 0.0, -0.03531759238145427, 0.0, -0.26553268576910805, -0.5004705951117357, 0.0, -0.0005915844620009091, -0.009987917666782016, 0.0, 0.0, 0.0, 0.0, -0.00019719482066696972]
delay_171_2021-12-11	delay	[0.0, 0.781095774854498, 9.614314769943232e-05, 0.01998816040671198, 0.26036525828483265, 0.0, 0.00033650101694801315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.614314769943232e-05, 0.0, 0.0, -0.022314824581038242, 0.0, -0.26530701607658347, -0.5007135132186435, 0.0, -0.00028842944309829697, -0.009989273045971019, 0.0, 0.0, 0.0, 0.0, -9.614314769943232e-05]
delay_172_2021-12-11	delay	[0.0, 0.7810506481315965, 9.598282598023896e-05, 0.020031615782075872, 0.2603534154713982, 0.0, 0.00033593989093083637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.598282598023896e-05, 0.0, 0.0, -0.02231600704040556, 0.0, -0.2655556846395271, -0.5006560185955244, 0.0, -0.0002879484779407169, -0.010011008749738924, 0.0, 0.0, 0.0, 0.0, -9.598282598023896e-05]
delay_173_2021-12-11	delay	[0.0, 0.7811504602577234, 9.644785414086866e-05, 0.020012929734230248, 0.2603802718241031, 0.0, 0.00033756748949304033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.644785414086866e-05, 0.0, 0.0, -0.022366257375267443, 0.0, -0.2650965718915916, -0.5007283243431478, 0.0, -0.00028934356242260595, -0.01000164247440808, 0.0, 0.0, 0.0, 0.0, -9.644785414086866e-05]
delay_174_2021-12-11	delay	[0.0, 0.7810539517916478, 0.0001053414190831004, 0.020046472051514004, 0.2603513172638826, 0.0, 0.0003686949667908514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001053414190831004, 0.0, 0.0, -0.02355434130698125, 0.0, -0.2654393078055964, -0.5006561624762512, 0.0, -0.00031602425724930116, -0.010017968954802847, 0.0, 0.0, 0.0, 0.0, -0.0001053414190831004]
delay_175_2021-12-11	delay	[0.0, 0.7807730480248852, 0.0001858474579638635, 0.020006478849809908, 0.26026078013259446, 0.0, 0.0006504661028735222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001858474579638635, 0.0, 0.0, -0.03380565260362677, 0.0, -0.2655853098032592, -0.5004779119237862, 0.0, -0.0005575423738915905, -0.01000788561135405, 0.0, 0.0, 0.0, 0.0, -0.0001858474579638635]
delay_176_2021-12-11	delay	[0.0, 0.7811159045360028, 9.866561041531967e-05, 0.019999519231185297, 0.2603785458860286, 0.0, 0.0003453296364536188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.866561041531967e-05, 0.0, 0.0, -0.02267335727344046, 0.0, -0.2652131607963793, -0.5007082397356643, 0.0, -0.00029599683124595903, -0.009994826335071882, 0.0, 0.0, 0.0, 0.0, -9.866561041531967e-05]
delay_177_2021-12-11	delay	[0.0, 0.7810195243382351, 9.589886352720158e-05, 0.02001409281812697, 0.2603366448172941, 0.0, 0.00033564602234520554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.589886352720158e-05, 0.0, 0.0, -0.022306075656427088, 0.0, -0.26567821151575927, -0.5006496069301085, 0.0, -0.0002876965905816047, -0.010002251465887124, 0.0, 0.0, 0.0, 0.0, -9.589886352720158e-05]
delay_178_2021-12-11	delay	[0.0, 0.7811459494408455, 9.294930383636905e-05, 0.019993395255202984, 0.26038817976720424, 0.0, 0.0003253225634272917, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.294930383636905e-05, 0.0, 0.0, -0.02189885598384855, 0.0, -0.2651100044020918, -0.500745784557671, 0.0, -0.00027884791150910716, -0.009992050162409673, 0.0, 0.0, 0.0, 0.0, -9.294930383636905e-05]
delay_179_2021-12-11	delay	[0.0, 0.78111444147452, 9.413172189712344e-05, 0.020021817247518156, 0.2603683427674434, 0.0, 0.00032946102663993204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.413172189712344e-05, 0.0, 0.0, -0.022064475612685736, 0.0, -0.2652820186504733, -0.5007054551151789, 0.0, -0.0002823951656913703, -0.010006202037664221, 0.0, 0.0, 0.0, 0.0, -9.413172189712344e-05]
delay_17_2021-12-11	delay	[0.0, 0.7811237003093021, 9.88063777966634e-05, 0.02002805277938367, 0.2603745667697674, 0.0, 0.0003458223222883219, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.88063777966634e-05, 0.0, 0.0, -0.022666183066554584, 0.0, -0.2651864373684649, -0.5007112001223715, 0.0, -0.0002964191333899902, -0.010009086070802002, 0.0, 0.0, 0.0, 0.0, -9.88063777966634e-05]
delay_180_2021-12-11	delay	[0.0, 0.7811377118463271, 9.368743320655902e-05, 0.02000226698960035, 0.26037611436766883, 0.0, 0.00032790601622295656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.368743320655902e-05, 0.0, 0.0, -0.02199780931690006, 0.0, -0.2651822796911653, -0.5007218555157753, 0.0, -0.00028106229961967705, -0.009996449123139847, 0.0, 0.0, 0.0, 0.0, -9.368743320655902e-05]
delay_181_2021-12-11	delay	[0.0, 0.7810989759993573, 9.411624787624948e-05, 0.020018525923278265, 0.26037259974964416, 0.0, 0.0003294068675668732, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.411624787624948e-05, 0.0, 0.0, -0.022117318250918627, 0.0, -0.26533252601272256, -0.5006984387016472, 0.0, -0.00028234874362874845, -0.01000455714924532, 0.0, 0.0, 0.0, 0.0, -9.411624787624948e-05]
delay_182_2021-12-11	delay	[0.0, 0.78079014742903, 0.0001884327993602254, 0.020002141652087926, 0.26026338247634334, 0.0, 0.0006595147977607889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001884327993602254, 0.0, 0.0, -0.034228818003784946, 0.0, -0.26542644117881353, -0.5005057800206627, 0.0, -0.0005652983980806762, -0.009996360006059957, 0.0, 0.0, 0.0, 0.0, -0.0001884327993602254]
delay_183_2021-12-11	delay	[0.0, 0.7811260693346576, 9.046569799463287e-05, 0.020001965826613326, 0.26037837196815233, 0.0, 0.00031662994298121505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.046569799463287e-05, 0.0, 0.0, -0.021585115541519404, 0.0, -0.26525447309006306, -0.5007185918304935, 0.0, -0.0002713970939838986, -0.009996459628406932, 0.0, 0.0, 0.0, 0.0, -9.046569799463287e-05]
delay_184_2021-12-11	delay	[0.0, 0.7807185356908005, 0.00019907655753647667, 0.021251422517018885, 0.2602428298395591, 0.0, 0.0006967679513776683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00019907655753647667, 0.0, 0.0, -0.03622197964376193, 0.0, -0.2653790050240002, -0.5004486041630719, 0.0, -0.00059722967260943, -0.01062073434457103, 0.0, 0.0, 0.0, 0.0, -0.00019907655753647667]
delay_185_2021-12-11	delay	[0.0, 0.7810666453159705, 0.00010344020518295441, 0.02001567970290168, 0.26035899644549626, 0.0, 0.00036204071814034043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010344020518295441, 0.0, 0.0, -0.02325335812512815, 0.0, -0.2653758463968695, -0.5006816251470542, 0.0, -0.00031032061554886323, -0.01000266784119169, 0.0, 0.0, 0.0, 0.0, -0.00010344020518295441]
delay_186_2021-12-11	delay	[0.0, 0.7810923714185435, 9.799545478045133e-05, 0.020020471411646208, 0.2603641238061811, 0.0, 0.00034298409173157964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.799545478045133e-05, 0.0, 0.0, -0.022558553690459896, 0.0, -0.26534229290902805, -0.50068817710976, 0.0, -0.000293986364341354, -0.010005335933084081, 0.0, 0.0, 0.0, 0.0, -9.799545478045133e-05]
delay_187_2021-12-11	delay	[0.0, 0.7810506461615824, 9.069855961929774e-05, 0.02001717210797901, 0.26035021538719416, 0.0, 0.00031744495866754206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.069855961929774e-05, 0.0, 0.0, -0.021731374884783737, 0.0, -0.2655744524212657, -0.5006741888104473, 0.0, -0.0002720956788578932, -0.01000405112600854, 0.0, 0.0, 0.0, 0.0, -9.069855961929774e-05]
delay_188_2021-12-11	delay	[0.0, 0.7810168222008265, 9.972379557711209e-05, 0.0200145657723264, 0.26033894073360886, 0.0, 0.00034903328451989235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.972379557711209e-05, 0.0, 0.0, -0.022806832048485538, 0.0, -0.26563427427875347, -0.5006533433153336, 0.0, -0.0002991713867313363, -0.010002296696384343, 0.0, 0.0, 0.0, 0.0, -9.972379557711209e-05]
delay_189_2021-12-11	delay	[0.0, 0.7808394850800157, 0.0001967643093135812, 0.020020768472656887, 0.2602798283600052, 0.0, 0.0006886750825975342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001967643093135812, 0.0, 0.0, -0.03521097315166535, 0.0, -0.26509071572272225, -0.5005290500318879, 0.0, -0.0005902929279407436, -0.010005465128595604, 0.0, 0.0, 0.0, 0.0, -0.0001967643093135812]
delay_18_2021-12-11	delay	[0.0, 0.7811042761834701, 9.825705396290003e-05, 0.020034613303035315, 0.2603615415908925, 0.0, 0.0003438996888701501, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.825705396290003e-05, 0.0, 0.0, -0.02261877382225959, 0.0, -0.2652842199944338, -0.500698295584146, 0.0, -0.0002947711618887001, -0.010012393798819514, 0.0, 0.0, 0.0, 0.0, -9.825705396290003e-05]
delay_190_2021-12-11	delay	[0.0, 0.7810478970972913, 0.00011342713328646819, 0.01999720359840434, 0.2603492990324304, 0.0, 0.0003969949665026386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00011342713328646819, 0.0, 0.0, -0.024545631643191713, 0.0, -0.26537412103702096, -0.5006560236131419, 0.0, -0.00034028139985940454, -0.009992930442537847, 0.0, 0.0, 0.0, 0.0, -0.00011342713328646819]
delay_191_2021-12-11	delay	[0.0, 0.7809765815660636, 9.848256409957801e-05, 0.0217744949224167, 0.2603288099408245, 0.0, 0.00034468897434852304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.848256409957801e-05, 0.0, 0.0, -0.023537332819799146, 0.0, -0.2655582340945121, -0.5006361146002049, 0.0, -0.0002954476922987341, -0.01088232333300337, 0.0, 0.0, 0.0, 0.0, -9.848256409957801e-05]
delay_192_2021-12-11	delay	[0.0, 0.7807495483456496, 0.0001884070870415062, 0.01999941228945588, 0.2602467093304325, 0.0, 0.0006594248046452717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001884070870415062, 0.0, 0.0, -0.03412052346321677, 0.0, -0.2656163113111154, -0.500484586017057, 0.0, -0.0005652212611245186, -0.009994995967551903, 0.0, 0.0, 0.0, 0.0, -0.0001884070870415062]
delay_193_2021-12-11	delay	[0.0, 0.7810949712567112, 9.945060175662536e-05, 0.01999951601325736, 0.26037162045902085, 0.0, 0.0003480771061481888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.945060175662536e-05, 0.0, 0.0, -0.022734407561564557, 0.0, -0.26528448018579814, -0.5007039446640817, 0.0, -0.0002983518052698761, -0.00999478547654085, 0.0, 0.0, 0.0, 0.0, -9.945060175662536e-05]
delay_194_2021-12-11	delay	[0.0, 0.781109180577095, 9.801231954038459e-05, 0.020023916882100572, 0.26036972685903165, 0.0, 0.00034304311839134606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.801231954038459e-05, 0.0, 0.0, -0.02258203842210461, 0.0, -0.2652703428360509, -0.5006959343720546, 0.0, -0.00029403695862115377, -0.010007057825073266, 0.0, 0.0, 0.0, 0.0, -9.801231954038459e-05]
delay_195_2021-12-11	delay	[0.0, 0.7809818176477746, 9.832080492091029e-05, 0.020008283801405242, 0.26032399518909416, 0.0, 0.000344122817223186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.832080492091029e-05, 0.0, 0.0, -0.02263344929279355, 0.0, -0.26582996026466515, -0.5006200424157989, 0.0, -0.00029496241476273085, -0.009999225860456576, 0.0, 0.0, 0.0, 0.0, -9.832080492091029e-05]
delay_196_2021-12-11	delay	[0.0, 0.7810347248013042, 9.457229128439496e-05, 0.020002039606649535, 0.26033860344768245, 0.0, 0.0003310030194953824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.457229128439496e-05, 0.0, 0.0, -0.022120458931419982, 0.0, -0.26565356621786546, -0.5006467956013301, 0.0, -0.0002837168738531849, -0.009996291188760548, 0.0, 0.0, 0.0, 0.0, -9.457229128439496e-05]
delay_197_2021-12-11	delay	[0.0, 0.781055380264976, 9.580327747433071e-05, 0.020032465319882554, 0.26035498686424113, 0.0, 0.00033531147116015747, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.580327747433071e-05, 0.0, 0.0, -0.02230300299602419, 0.0, -0.26551878352010755, -0.5006679280808523, 0.0, -0.00028740983242299216, -0.01001144249606756, 0.0, 0.0, 0.0, 0.0, -9.580327747433071e-05]
delay_198_2021-12-11	delay	[0.0, 0.7810276950240956, 0.0001015812419556096, 0.020021662789450653, 0.2603425650080319, 0.0, 0.00035553434684463365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001015812419556096, 0.0, 0.0, -0.023099574420705624, 0.0, -0.2655536827203546, -0.500663467226613, 0.0, -0.00030474372586682883, -0.010005752332627547, 0.0, 0.0, 0.0, 0.0, -0.0001015812419556096]
delay_199_2021-12-11	delay	[0.0, 0.7808294103270231, 0.0001853271014838956, 0.020006060605186532, 0.2602826476790572, 0.0, 0.0006486448551936346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001853271014838956, 0.0, 0.0, -0.0337387988251432, 0.0, -0.26532354483941917, -0.500522169332631, 0.0, -0.0005559813044516868, -0.009998397125056168, 0.0, 0.0, 0.0, 0.0, -0.0001853271014838956]
delay_19_2021-12-11	delay	[0.0, 0.7810523337450155, 0.00010301402449815557, 0.020015624959991627, 0.26035764551663837, 0.0, 0.0003605490857435445, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010301402449815557, 0.0, 0.0, -0.023219361121884264, 0.0, -0.2654465383268472, -0.5006687618659357, 0.0, -0.0003090420734944667, -0.010002661778770905, 0.0, 0.0, 0.0, 0.0, -0.00010301402449815557]
delay_1_2021-12-11	delay	[0.0, 0.7811283958299449, 0.00010028223278471041, 0.020006305440549727, 0.2603727892022221, 0.0, 0.00035098781474648646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010028223278471041, 0.0, 0.0, -0.022854320851635503, 0.0, -0.2651261670362174, -0.5007292447406161, 0.0, -0.00030084669835413126, -0.009998138608635628, 0.0, 0.0, 0.0, 0.0, -0.00010028223278471041]
delay_200_2021-12-11	delay	[0.0, 0.7810723886216803, 0.00010276997824026739, 0.02000931476338006, 0.2603574628738934, 0.0, 0.00035969492384093586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010276997824026739, 0.0, 0.0, -0.02316435309535627, 0.0, -0.26536236081419445, -0.5006850569887588, 0.0, -0.00030830993472080216, -0.009999518882778018, 0.0, 0.0, 0.0, 0.0, -0.00010276997824026739]
delay_201_2021-12-11	delay	[0.0, 0.7811112736186256, 9.297836848215994e-05, 0.0199996470605126, 0.2603673252605925, 0.0, 0.0003254242896875598, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.297836848215994e-05, 0.0, 0.0, -0.02190570361439688, 0.0, -0.26530447662699513, -0.5007071099501277, 0.0, -0.0002789351054464798, -0.009995174611832193, 0.0, 0.0, 0.0, 0.0, -9.297836848215994e-05]
delay_202_2021-12-11	delay	[0.0, 0.78108280163435, 9.042612721229363e-05, 0.020029387177523037, 0.260363948082357, 0.0, 0.0003164914452430277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.042612721229363e-05, 0.0, 0.0, -0.021602801791016948, 0.0, -0.2654639816571304, -0.5006804237617486, 0.0, -0.0002712783816368809, -0.010010172282400904, 0.0, 0.0, 0.0, 0.0, -9.042612721229363e-05]
delay_203_2021-12-11	delay	[0.0, 0.7811093132186063, 9.384836337645905e-05, 0.02067479445183393, 0.26036351451531037, 0.0, 0.0003284692718176067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.384836337645905e-05, 0.0, 0.0, -0.02236406499261019, 0.0, -0.2652248597382109, -0.5006997882860843, 0.0, -0.0002815450901293772, -0.010332704807748143, 0.0, 0.0, 0.0, 0.0, -9.384836337645905e-05]
delay_204_2021-12-11	delay	[0.0, 0.78106761596108, 9.067315401041083e-05, 0.02001156509009767, 0.2603588944254937, 0.0, 0.00031735603903643796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.067315401041083e-05, 0.0, 0.0, -0.021698085754691315, 0.0, -0.2655272642040871, -0.5006699544992855, 0.0, -0.0002720194620312325, -0.010001248887348315, 0.0, 0.0, 0.0, 0.0, -9.067315401041083e-05]
delay_205_2021-12-11	delay	[0.0, 0.7809263759297773, 0.00010027560747961907, 0.020004983692184, 0.26031547701709107, 0.0, 0.0003509646261786667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010027560747961907, 0.0, 0.0, -0.023063389720312386, 0.0, -0.2659910764004375, -0.5006059152205022, 0.0, -0.00030082682243885717, -0.00999747806571802, 0.0, 0.0, 0.0, 0.0, -0.00010027560747961907]
delay_206_2021-12-11	delay	[0.0, 0.7808490830289584, 0.00018343785353355457, 0.02002224171318748, 0.26028914227143723, 0.0, 0.000642032487367441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00018343785353355457, 0.0, 0.0, -0.03349575205522706, 0.0, -0.2652419643168432, -0.5005468709370103, 0.0, -0.0005503135606006637, -0.010006534910255402, 0.0, 0.0, 0.0, 0.0, -0.00018343785353355457]
