ids	maltype	system calls tfidf_1gram-scaled
normal_126_2021-12-11	normal	[0.768053668962152, 0.0, 0.0, 3.0581652923346065, 0.0, -0.09932860885396094, -0.10030472088969593, 1.219221795990182, 0.0, 0.0, 0.0, 0.0, -1.1972278423485183, 0.0, 1.2591507662045631, 0.0, -0.27700735867804865]
normal_127_2021-12-11	normal	[0.7413061309671694, 0.0, 0.0, -0.46708833498850494, 0.0, -0.28487653755456926, -0.283061124559663, 0.5929276103564473, 0.0, 0.0, 0.0, 0.0, -0.6747486206424803, 0.0, 0.8004623301294416, 0.0, 1.296895236877686]
normal_128_2021-12-11	normal	[0.6305923690505785, 0.0, 0.0, -0.767836002614755, 0.0, -0.3173476845782729, -0.3171930475583775, 0.8950286240793562, 0.0, 0.0, 0.0, 0.0, -0.7984339470909214, 0.0, 0.8393564096135427, 0.0, -0.4810800237632869]
normal_129_2021-12-11	normal	[-5.434238968165824, 0.0, 0.0, -0.767836002614755, 0.0, -0.3659914622457125, -0.36552334458198643, -5.3731943267270985, 0.0, 0.0, 0.0, 0.0, 5.673618223959676, 0.0, -5.6441754802537725, 0.0, -0.3966005927115867]
normal_12_2021-12-11	normal	[0.8823076814718023, 0.0, 0.0, -0.767836002614755, 0.0, -0.41061787990486126, -0.4064218202838866, 1.1909356613703659, 0.0, 0.0, 0.0, 0.0, -1.0878787844622573, 0.0, 1.1682957825705096, 0.0, -0.5616561163962146]
normal_130_2021-12-11	normal	[-8.346161954243275, 0.0, 0.0, -0.767836002614755, 0.0, -0.2857385139809003, -0.2867813724344591, -8.777850754643909, 0.0, 0.0, 0.0, 0.0, 8.892461020266321, 0.0, -8.456572619073246, 0.0, 0.39689076913816956]
normal_131_2021-12-11	normal	[0.8026125031272517, 0.0, 0.0, -0.47796868746905286, 0.0, -0.32562245285490576, -0.32467142218773465, 0.6641207929549546, 0.0, 0.0, 0.0, 0.0, -0.6479397584251084, 0.0, 0.7949002617197574, 0.0, -0.39892566697097215]
normal_132_2021-12-11	normal	[-1.2915810654451878, 0.0, 0.0, -0.4687627071274618, 0.0, -0.34287283726399487, -0.3411730583308516, -1.7223349423317376, 0.0, 0.0, 0.0, 0.0, 1.746811050394649, 0.0, -1.4701142715724245, 0.0, -0.411015938278012]
normal_133_2021-12-11	normal	[-2.435503638465493, 0.0, 0.0, -0.585513112067388, 0.0, -0.3118527337457856, -0.3122284869078378, -2.4760869552682467, 0.0, 0.0, 0.0, 0.0, 2.5003285322150317, 0.0, -2.06767425418, 0.0, -0.43514845697536525]
normal_134_2021-12-11	normal	[0.3838270918020183, 0.0, 0.0, 7.416812204450091, 0.0, -0.35370264315726085, -0.35226091488148303, 0.43902114498013106, 0.0, 0.0, 0.0, 0.0, -0.45216513302093103, 0.0, 0.7176164745916818, 0.0, -0.3775893592534919]
normal_135_2021-12-11	normal	[-10.548495276042567, 0.0, 0.0, 0.7628774985415833, 0.0, -0.2912331103038186, -0.293097938426596, -10.13273572967216, 0.0, 0.0, 0.0, 0.0, 10.5032316139688, 0.0, -10.356648416323333, 0.0, 0.12381755850582642]
normal_136_2021-12-11	normal	[-5.4550855728427114, 0.0, 0.0, 0.9154723499450678, 0.0, -0.29359408156931593, -0.29459728841050803, -5.598249127220121, 0.0, 0.0, 0.0, 0.0, 5.73880772528762, 0.0, -5.39272240397336, 0.0, -0.4202401886312928]
normal_137_2021-12-11	normal	[-10.09429451458149, 0.0, 0.0, -0.5037362811320641, 0.0, -0.4091003809938374, -0.41020081543026904, -9.63733842866201, 0.0, 0.0, 0.0, 0.0, 9.926939750501116, 0.0, -9.461425953284598, 0.0, -0.24779665849550195]
normal_138_2021-12-11	normal	[-1.960538062271309, 0.0, 0.0, -0.4577606238593413, 0.0, -0.2875675907466254, -0.28499849890001233, -2.4298004133027917, 0.0, 0.0, 0.0, 0.0, 2.6745597978347466, 0.0, -2.9320635972229216, 0.0, -0.4483470107168553]
normal_139_2021-12-11	normal	[0.3628704952431513, 0.0, 0.0, -0.767836002614755, 0.0, -0.3687892412159236, -0.36353415877517664, 0.6633896080638667, 0.0, 0.0, 0.0, 0.0, -0.5627866970412295, 0.0, 0.3789184747477767, 0.0, 1.4691785257326468]
normal_13_2021-12-11	normal	[-1.7979832156950268, 0.0, 0.0, 0.49963507799896606, 0.0, -0.3329031065060578, -0.33488504740141606, -1.453262227813337, 0.0, 0.0, 0.0, 0.0, 1.5831235550671137, 0.0, -1.38577909675132, 0.0, -0.4224603707071947]
normal_140_2021-12-11	normal	[-1.0930893685412018, 0.0, 0.0, -0.6713642192965329, 0.0, -0.3024386570379359, -0.3015318934986427, -0.8804802098762491, 0.0, 0.0, 0.0, 0.0, 1.0397142030780118, 0.0, -1.1425908019588564, 0.0, 0.4178137229304005]
normal_141_2021-12-11	normal	[0.2312961470223519, 0.0, 0.0, -0.767836002614755, 0.0, -0.28053240107202004, -0.27957312199675843, 0.2813084694522134, 0.0, 0.0, 0.0, 0.0, -0.10706183892881739, 0.0, -0.07706597781409848, 0.0, -0.44473707791237704]
normal_142_2021-12-11	normal	[0.713115103279475, 0.0, 0.0, -0.767836002614755, 0.0, -0.3401384690143129, -0.340942331261395, 0.9717678106078631, 0.0, 0.0, 0.0, 0.0, -0.8043967772856919, 0.0, 0.678915132816372, 0.0, -0.5044490010006636]
normal_143_2021-12-11	normal	[0.7093217837946232, 0.0, 0.0, -0.767836002614755, 0.0, -0.39060414626078493, -0.38999973375169805, 0.9802112679339697, 0.0, 0.0, 0.0, 0.0, -0.9668191203645872, 0.0, 1.267666857109219, 0.0, -0.5495183027098794]
normal_144_2021-12-11	normal	[-14.719315916932272, 0.0, 0.0, -0.767836002614755, 0.0, -0.34019507788342485, -0.34197145740837614, -14.259058179881698, 0.0, 0.0, 0.0, 0.0, 14.64365450405856, 0.0, -14.25437178267771, 0.0, 0.04064622334916618]
normal_145_2021-12-11	normal	[0.8301419914650449, 0.0, 0.0, -0.767836002614755, 0.0, -0.32062254301754806, -0.31755093652049127, 0.44694873430758325, 0.0, 0.0, 0.0, 0.0, -0.37304695600046894, 0.0, 0.336127223657692, 0.0, -0.47866139942079794]
normal_146_2021-12-11	normal	[1.214301223051511, 0.0, 0.0, -0.767836002614755, 0.0, -0.37300811930944333, -0.3716206413660418, 1.0860577825208673, 0.0, 0.0, 0.0, 0.0, -0.9704345016590048, 0.0, 0.8820036390916937, 0.0, -0.5313944828992367]
normal_147_2021-12-11	normal	[-5.972732442737255, 0.0, 0.0, -0.767836002614755, 0.0, -0.33196764008480467, -0.32957363253318434, -6.133481325167496, 0.0, 0.0, 0.0, 0.0, 6.439108514600935, 0.0, -6.4447191717169945, 0.0, -0.4437112353229987]
normal_148_2021-12-11	normal	[0.16330291785135914, 0.0, 0.0, -0.5904499702181968, 0.0, -0.3297078033525966, -0.33067518432592496, -0.17069467503461383, 0.0, 0.0, 0.0, 0.0, 0.18963560108144575, 0.0, -0.013356106174838634, 0.0, -0.45428541458780436]
normal_149_2021-12-11	normal	[-6.243534822738106, 0.0, 0.0, 1.9542041726471153, 0.0, -0.42036410310761874, -0.4183658568944335, -6.847357272317759, 0.0, 0.0, 0.0, 0.0, 6.778043916930862, 0.0, -5.855069584776442, 0.0, -0.43655788370774]
normal_14_2021-12-11	normal	[0.9713567811400704, 0.0, 0.0, 2.709202212205335, 0.0, -0.3541644124738143, -0.35501176514296917, 1.0465101983714449, 0.0, 0.0, 0.0, 0.0, -0.9210435387190564, 0.0, 0.8460436204849043, 0.0, -0.5177975285465862]
normal_150_2021-12-11	normal	[0.0535398436459293, 0.0, 0.0, -0.5132358443624794, 0.0, -0.3007334916257338, -0.30263699201021954, -0.08510310529635393, 0.0, 0.0, 0.0, 0.0, 0.10904536734944778, 0.0, 0.08332232579849629, 0.0, -0.46925769637160913]
normal_151_2021-12-11	normal	[0.7541408192019587, 0.0, 0.0, -0.767836002614755, 0.0, -0.31506666612084244, -0.3140650080140801, 0.8219150477017155, 0.0, 0.0, 0.0, 0.0, -0.7868534150468203, 0.0, 0.9133816478119602, 0.0, -0.3443010386937537]
normal_152_2021-12-11	normal	[-2.1337488361540737, 0.0, 0.0, 1.6472299742191883, 0.0, -0.08829768930049697, -0.08833077087853734, -1.1647060463009122, 0.0, 0.0, 0.0, 0.0, 1.5324455276357174, 0.0, -2.0425195718754026, 0.0, 0.20300987412963825]
normal_153_2021-12-11	normal	[-0.531973442726512, 0.0, 0.0, 2.1451555087859537, 0.0, -0.38063949838077765, -0.38031276852995965, -0.9122899131594614, 0.0, 0.0, 0.0, 0.0, 0.9470243208826964, 0.0, -0.7213256373204637, 0.0, -0.4975965359019254]
normal_154_2021-12-11	normal	[1.2221570111542424, 0.0, 0.0, 0.7939994126318302, 0.0, -0.35765929420235715, -0.3548816967877334, 0.8577285900923982, 0.0, 0.0, 0.0, 0.0, -1.0223852397614497, 0.0, 1.5754829785468751, 0.0, -0.514248189374981]
normal_155_2021-12-11	normal	[-8.751694113274374, 0.0, 0.0, 0.5117768397456581, 0.0, -0.3144336232425715, -0.3162257964654963, -8.823283845481514, 0.0, 0.0, 0.0, 0.0, 8.891644530011124, 0.0, -8.210373425112428, 0.0, 0.3381931157704761]
normal_156_2021-12-11	normal	[1.1893299729623061, 0.0, 0.0, -0.767836002614755, 0.0, -0.34069660354655323, -0.3419083336607405, 0.894597311307193, 0.0, 0.0, 0.0, 0.0, -0.9380731929475371, 0.0, 1.195508793007491, 0.0, -0.5057482019389761]
normal_157_2021-12-11	normal	[0.43426439566072594, 0.0, 0.0, -0.767836002614755, 0.0, -0.37688466051489317, -0.37376814039535194, 0.2641660878897883, 0.0, 0.0, 0.0, 0.0, -0.22696641363918862, 0.0, 0.3347324591885074, 0.0, -0.048792155809372406]
normal_158_2021-12-11	normal	[-0.48409205135924466, 0.0, 0.0, -0.767836002614755, 0.0, -0.3228684086797833, -0.3247745548711429, -0.6409096160509228, 0.0, 0.0, 0.0, 0.0, 0.6724268742540526, 0.0, -0.44597964406860896, 0.0, -0.412526412562071]
normal_159_2021-12-11	normal	[-7.810590934890784, 0.0, 0.0, -0.5989247443512473, 0.0, -0.35553805165304336, -0.3575226606553113, -8.215506944579746, 0.0, 0.0, 0.0, 0.0, 8.14404232253326, 0.0, -7.244039109870593, 0.0, 0.5614296742806356]
normal_15_2021-12-11	normal	[-4.121861993224991, 0.0, 0.0, -0.767836002614755, 0.0, -0.2830684501126379, -0.2844314466945593, -3.657314042767366, 0.0, 0.0, 0.0, 0.0, 3.9575166577039487, 0.0, -4.161643650456898, 0.0, 0.7052419210732658]
normal_160_2021-12-11	normal	[0.9720877337452852, 0.0, 0.0, -0.767836002614755, 0.0, -0.312916796740318, -0.3136332414501784, 0.6610050766931421, 0.0, 0.0, 0.0, 0.0, -0.6835795171327703, 0.0, 0.866628512814184, 0.0, -0.3552595310794159]
normal_161_2021-12-11	normal	[-7.84041618782625, 0.0, 0.0, -0.767836002614755, 0.0, -0.2800427526298142, -0.28198118916144543, -7.882245507004578, 0.0, 0.0, 0.0, 0.0, 8.089999664404655, 0.0, -7.731106389496555, 0.0, -0.4109513175001802]
normal_162_2021-12-11	normal	[-6.47899011575664, 0.0, 0.0, -0.4883541483834019, 0.0, -0.31591095679058884, -0.31580132816980394, -6.456473974233752, 0.0, 0.0, 0.0, 0.0, 6.687194000247491, 0.0, -6.45910535270115, 0.0, -0.3091961582581978]
normal_163_2021-12-11	normal	[-0.5473054525258684, 0.0, 0.0, -0.767836002614755, 0.0, -0.32187810022653407, -0.3170130209655932, -0.5237435258133172, 0.0, 0.0, 0.0, 0.0, 0.6978996883902062, 0.0, -0.7920185357217566, 0.0, -0.42481593804972007]
normal_164_2021-12-11	normal	[-8.658054565063733, 0.0, 0.0, -0.11842960565529118, 0.0, -0.3240475910083793, -0.3240292326725661, -8.111516526776528, 0.0, 0.0, 0.0, 0.0, 8.458735514822983, 0.0, -8.284154218418225, 0.0, -0.14787677605594096]
normal_165_2021-12-11	normal	[1.425912815776062, 0.0, 0.0, -0.33935004469025964, 0.0, -0.2745497741661503, -0.27626101019926214, 1.1477010463176114, 0.0, 0.0, 0.0, 0.0, -0.966338945055928, 0.0, 0.58989051530248, 0.0, -0.44412853335046604]
normal_166_2021-12-11	normal	[0.36782801946210525, 0.0, 0.0, -0.4624956262584557, 0.0, -0.2861906400535393, -0.2840041399583511, 0.4224785574511449, 0.0, 0.0, 0.0, 0.0, -0.3572448605031759, 0.0, 0.43044799364655767, 0.0, -0.4011692757796302]
normal_167_2021-12-11	normal	[-3.2483307626937603, 0.0, 0.0, -0.5600815141145379, 0.0, -0.26242047050141, -0.2597342282586663, -2.6459565925397888, 0.0, 0.0, 0.0, 0.0, 2.8070310387232444, 0.0, -2.5969719362237225, 0.0, -0.1865453447732682]
normal_168_2021-12-11	normal	[-2.7326846126272137, 0.0, 0.0, -0.767836002614755, 0.0, -0.30329834020279794, -0.3028659714789885, -2.579994111206959, 0.0, 0.0, 0.0, 0.0, 2.5206164287157415, 0.0, -1.8913654631475132, 0.0, 0.051983772907850744]
normal_169_2021-12-11	normal	[-1.0468168089896468, 0.0, 0.0, -0.767836002614755, 0.0, -0.304113294163741, -0.30594200930033094, -0.6736817776827649, 0.0, 0.0, 0.0, 0.0, 0.8922516975272139, 0.0, -1.0008476221488178, 0.0, -0.39432397520489393]
normal_16_2021-12-11	normal	[-1.2779586656935609, 0.0, 0.0, 0.03645116856862159, 0.0, -0.24786069663505583, -0.24869283502556735, -1.0869217151543833, 0.0, 0.0, 0.0, 0.0, 1.2960907092044651, 0.0, -1.4355097916003738, 0.0, -0.37630770337381375]
normal_170_2021-12-11	normal	[-3.7592903031975067, 0.0, 0.0, -0.767836002614755, 0.0, -0.3685398358212039, -0.37014778003900056, -3.8448448622197056, 0.0, 0.0, 0.0, 0.0, 4.0013708295723465, 0.0, -3.7581652672251953, 0.0, -0.45409055123689357]
normal_171_2021-12-11	normal	[-0.5921627616523244, 0.0, 0.0, -0.767836002614755, 0.0, -0.2603339144590872, -0.2577031636295216, -1.0161978448609263, 0.0, 0.0, 0.0, 0.0, 1.0465996678778688, 0.0, -0.899920034594339, 0.0, -0.42247173592416815]
normal_172_2021-12-11	normal	[-1.2214413205634886, 0.0, 0.0, -0.767836002614755, 0.0, -0.2755147211550845, -0.27009648631976485, -0.7252495570386092, 0.0, 0.0, 0.0, 0.0, 0.9255681938064282, 0.0, -1.0126143827459801, 0.0, -0.11525713405768562]
normal_173_2021-12-11	normal	[0.7943036008432125, 0.0, 0.0, 1.9487971038437748, 0.0, -0.3147579136024649, -0.3128436472877446, 0.6469361711454371, 0.0, 0.0, 0.0, 0.0, -0.5876108711849269, 0.0, 0.6046854171906669, 0.0, -0.33710529596746003]
normal_174_2021-12-11	normal	[-1.8661133353361674, 0.0, 0.0, 0.23987128523350393, 0.0, -0.35638471633092556, -0.3566369626401272, -1.690227228909668, 0.0, 0.0, 0.0, 0.0, 1.696155572154216, 0.0, -1.191073343230449, 0.0, -0.4768297364897785]
normal_175_2021-12-11	normal	[-0.015409393481407792, 0.0, 0.0, 0.970266617630022, 0.0, -0.33200583517401866, -0.33229791127573977, -0.17062318202599105, 0.0, 0.0, 0.0, 0.0, 0.34070259632442274, 0.0, -0.4941007681793724, 0.0, -0.4539063829738113]
normal_176_2021-12-11	normal	[-5.073902679175951, 0.0, 0.0, -0.767836002614755, 0.0, -0.2875234530064873, -0.28876798715241286, -5.20411681451351, 0.0, 0.0, 0.0, 0.0, 5.268525571315715, 0.0, -4.7992759832278695, 0.0, -0.13463875578973977]
normal_177_2021-12-11	normal	[-1.177797571831422, 0.0, 0.0, -0.561302309914609, 0.0, -0.3275500951388661, -0.3249897453881617, -1.3978645845912407, 0.0, 0.0, 0.0, 0.0, 1.4608331457071122, 0.0, -1.2714464275785242, 0.0, -0.34434194763144843]
normal_178_2021-12-11	normal	[-3.1752174085296514, 0.0, 0.0, -0.767836002614755, 0.0, -0.34799266743943175, -0.347142446905767, -3.6548296422615074, 0.0, 0.0, 0.0, 0.0, 3.5992769569918552, 0.0, -2.9790898819964826, 0.0, -0.3326194024656138]
normal_179_2021-12-11	normal	[-1.134646102481834, 0.0, 0.0, -0.767836002614755, 0.0, -0.2741900147739243, -0.2757860449847653, -1.5018943220431455, 0.0, 0.0, 0.0, 0.0, 1.4232019790224584, 0.0, -0.9412158491580642, 0.0, -0.36466327945232396]
normal_17_2021-12-11	normal	[1.2866669910415192, 0.0, 0.0, -0.5958590906214657, 0.0, -0.287797304423413, -0.2894335701578721, 1.0024713203650217, 0.0, 0.0, 0.0, 0.0, -0.9428774033476583, 0.0, 0.8933157454583768, 0.0, -0.4565167930141566]
normal_180_2021-12-11	normal	[0.9369806019641747, 0.0, 0.0, -0.4826867493168239, 0.0, -0.32257174247400483, -0.3220024989627666, 1.2154946900326853, 0.0, 0.0, 0.0, 0.0, -1.0532486843890785, 0.0, 0.9073168139516177, 0.0, -0.48523710330415765]
normal_181_2021-12-11	normal	[-1.900062140122111, 0.0, 0.0, -0.15435952520277862, 0.0, -0.3768320867671486, -0.3745023099812141, -1.7024420362808133, 0.0, 0.0, 0.0, 0.0, 1.8516582616486452, 0.0, -1.6776657173753575, 0.0, -0.5332294135135328]
normal_182_2021-12-11	normal	[0.6188843185753445, 0.0, 0.0, 8.100405287399086, 0.0, -0.3157416726465227, -0.31459282782082504, 0.8917638994497605, 0.0, 0.0, 0.0, 0.0, -0.7975437092819156, 0.0, 0.7798990521586009, 0.0, -0.38844525383692663]
normal_183_2021-12-11	normal	[0.7258635353792736, 0.0, 0.0, -0.47855868356788417, 0.0, -0.32394513959693544, -0.3230422871439814, 1.000166554594112, 0.0, 0.0, 0.0, 0.0, -0.7468588101375633, 0.0, 0.3877987207093374, 0.0, -0.441757817408313]
normal_184_2021-12-11	normal	[0.7946702866662704, 0.0, 0.0, 3.8849661644841755, 0.0, -0.2734880694321647, -0.27197995130239444, 0.8638213688150755, 0.0, 0.0, 0.0, 0.0, -0.8583430326832796, 0.0, 1.0252639665070593, 0.0, -0.43703639582498793]
normal_185_2021-12-11	normal	[-7.501846212320245, 0.0, 0.0, -0.19966173806350712, 0.0, -0.30698564995150357, -0.3065073613595305, -7.918308302783819, 0.0, 0.0, 0.0, 0.0, 7.800641578838709, 0.0, -6.72603582221371, 0.0, -0.25389046385577324]
normal_186_2021-12-11	normal	[-9.854449706724065, 0.0, 0.0, -0.767836002614755, 0.0, -0.3066351732549402, -0.3081966565631736, -10.147067002663613, 0.0, 0.0, 0.0, 0.0, 10.224037951421318, 0.0, -9.442601942764556, 0.0, -0.395196432453096]
normal_187_2021-12-11	normal	[-8.655593299477422, 0.0, 0.0, 1.9070688893502536, 0.0, -0.3818275772951827, -0.38335989720427377, -9.093156749659228, 0.0, 0.0, 0.0, 0.0, 9.194382177927839, 0.0, -8.601604005151444, 0.0, 0.08683228199971232]
normal_188_2021-12-11	normal	[0.6272261919907164, 0.0, 0.0, 1.1341296395056764, 0.0, -0.35047051704237453, -0.3486683492973762, 0.9060919885460432, 0.0, 0.0, 0.0, 0.0, -0.9106597470644151, 0.0, 1.2298988390441599, 0.0, -0.5092933420874429]
normal_189_2021-12-11	normal	[0.39158557578120484, 0.0, 0.0, -0.6827855970153067, 0.0, -0.2855225128238593, -0.2873866536012755, 0.4470431976086856, 0.0, 0.0, 0.0, 0.0, -0.4733141250039275, 0.0, 0.7713271436062501, 0.0, -0.376917429922913]
normal_18_2021-12-11	normal	[-5.713832582809344, 0.0, 0.0, -0.767836002614755, 0.0, -0.36402797404283466, -0.3638810500794547, -6.267088560795222, 0.0, 0.0, 0.0, 0.0, 6.368521894541956, 0.0, -5.935252980788778, 0.0, -0.4398617295189585]
