ids	maltype	system calls tfidf_1gram-scaled
delay_290_2021-12-11	delay	[-2.96969061176476, 0.00043249124597182436, 0.00018916405814864437, -0.585071865049489, 0.00037832811629728873, 1.3913707706901919, 1.3951010005968014, -3.0898725773872524, 0.0, 0.0001940072688601774, 0.0, 0.000518911053106684, -1.5154470236734081, 0.00014064049037790146, -2.51613017020334, 0.00018916405814864437, 66.44574877092278]
delay_291_2021-12-11	delay	[-1.927471203904155, 0.00035976352407170756, 0.00015735423276450609, 2.707962109743213, 0.00031470846552901217, -0.37521343820376035, -0.37576415186948187, -2.3477407568608264, 0.0, 0.00016138300923023013, 0.0, 0.00043165097764217794, -0.7789832994000029, 0.00011699038747439338, -2.1329878194523815, 0.00015735423276450609, 53.73250518455551]
delay_292_2021-12-11	delay	[-2.1001289584586744, 0.00038709191090062424, 0.0001693071881210883, -0.585071865049489, 0.0003386143762421766, -0.28059344339448244, -0.2795236642415227, -2.558801065989219, 0.0, 0.00017364199884080362, 0.0, 0.00046444008521644744, -0.889602670123724, 0.000125877221047682, -2.4727021552719206, 0.0001693071881210883, 57.94561051742038]
delay_293_2021-12-11	delay	[-4.8817663494105386, 0.00041458012185351735, 0.0001813300477362261, 0.8942524033382581, 0.0003626600954724522, -0.340712728586301, -0.3380097403347147, -4.069836103341437, 0.0, 0.00018597268248467702, 0.0, 0.0004974209527517726, 0.3878333855876661, 0.00013481602733343497, -4.055362293024809, 0.0001813300477362261, 62.51729874821421]
delay_294_2021-12-11	delay	[-3.485851584916533, 0.00045034250769078156, 0.00019697188580130277, -0.09600521044444466, 0.00039394377160260555, -0.4292712165593086, -0.4244431942617912, -3.8662719044789045, 0.0, 0.0002020150021127222, 0.0, 0.0005403293294397745, -0.6073282529266776, 0.00014644548695390606, -3.1581389635583745, 0.00019697188580130277, 68.23319854456237]
delay_295_2021-12-11	delay	[-2.018666692807842, 0.0003440159777848017, 0.00015046653321160278, -0.585071865049489, 0.00030093306642320556, -0.294276845879031, -0.29576416813794576, -2.2542666172253543, 0.0, 0.00015431896232794703, 0.0, 0.00041275677827122255, -0.5859759396731462, 0.00011186949161195222, -2.407547518242392, 0.00015046653321160278, 51.479488400222984]
delay_296_2021-12-11	delay	[-5.372487641882316, 0.0003629688119229509, 0.00015875616925021068, -0.585071865049489, 0.00031751233850042137, -0.3207592255449272, -0.3211207794377741, -5.641585847821021, 0.0, 0.00016282083981691197, 0.0, 0.0004354967417122954, 2.582602019644303, 0.00011803270511527012, -5.646813436507351, 0.00015875616925021068, 54.44045814004778]
delay_297_2021-12-11	delay	[-1.924010120029093, 0.0003482705443884051, 0.00015232740575387324, 0.8737678569663985, 0.0003046548115077465, 0.3436367114985983, 0.34238867380980514, -1.979384777567574, 0.0, 0.0001562274792161769, 0.0, 0.000417861486533762, -1.101094729931879, 0.0001132530209643942, -2.015807293600429, 0.00015232740575387324, 52.7124771814549]
delay_298_2021-12-11	delay	[-1.8427976847510599, 0.00035579548240493713, 0.00015561868118610928, 0.24290606285331398, 0.00031123736237221856, -0.278004788584402, -0.27879310963070214, -2.2537972217092115, 0.0, 0.00015960302192721856, 0.0, 0.00042689004733606684, -0.8048825759657424, 0.00011570003227980317, -2.1873214799095435, 0.00015561868118610928, 53.230714742972715]
delay_299_2021-12-11	delay	[-2.1246633215871027, 0.0004255356879375925, 0.0001861218194982708, -0.45303565339751384, 0.0003722436389965416, -0.3683005199888646, -0.3649465323033478, -2.6238251616595862, 0.0, 0.0001908871390767697, 0.0, 0.0005105656450132148, -1.2499659693164307, 0.0001383786339775755, -2.7260851237851598, 0.0001861218194982708, 63.6535100770954]
delay_29_2021-12-11	delay	[-2.175247941510971, 0.0003407222226822547, 0.00014902590270740482, -0.003611366409435413, 0.00029805180541480963, -0.3195229245550977, -0.32120526806276106, -2.246193365674464, 0.0, 0.00015284144703095289, 0.0, 0.00040880486954507567, -0.6490244484842481, 0.00011079840557929502, -1.9874463796059314, 0.00014902590270740482, 50.91750634239965]
delay_2_2021-12-11	delay	[-2.103423734914678, 0.00034151681003748976, 0.0001493734412300219, -0.585071865049489, 0.0002987468824600438, -0.29599275743381165, -0.29762841767326587, -2.343009917252015, 0.0, 0.00015319788366197326, 0.0, 0.0004097582302549874, -0.4006949708063043, 0.00011105679498330998, -2.7269078490130427, 0.0001493734412300219, 51.10078232985012]
delay_300_2021-12-11	delay	[-2.7164389145523784, 0.00040447821299608203, 0.00017691165061878555, -0.14581329382341401, 0.0003538233012375711, -0.37684779271054153, -0.37474379371731037, -3.0259283974151083, 0.0, 0.00018144116013374108, 0.0, 0.00048530049433227203, -0.6312067281264065, 0.0001315310188420605, -2.840591278401682, 0.00017691165061878555, 60.51854033369753]
delay_301_2021-12-11	delay	[-3.255286018209629, 0.0003505093756704881, 0.00015330663114808282, -0.3675581221419025, 0.00030661326229616565, -0.3209285786228498, -0.3636488101993114, -3.5708179863154745, 0.0, 0.0001572317759424601, 0.0, 0.0004205476780096227, 0.5911722464061421, 0.00011398105958325226, -3.3863219308981716, 0.00015330663114808282, 52.391377976579776]
delay_302_2021-12-11	delay	[-2.155671980556397, 0.0003477844316056087, 0.00015211478857937976, -0.585071865049489, 0.0003042295771587595, -0.2980625982419127, -0.2993261111722564, -2.0491353706705207, 0.0, 0.00015600941835546182, 0.0, 0.0004172782393619431, -0.7948428104883302, 0.00011309494345233305, -2.2500481433466977, 0.00015211478857937976, 52.00329372568632]
delay_303_2021-12-11	delay	[-3.935820296847744, 0.00041160521182600037, 0.00018002887445544053, 1.3306355975529482, 0.00036005774891088106, 3.247436014832792, 3.249887541238148, -3.4900334201294902, 0.0, 0.000184638194966331, 0.0, 0.0004938516002859031, -1.280666489417201, 0.00013384862554438842, -3.006603341758217, 0.00018002887445544053, 65.13681467705312]
delay_304_2021-12-11	delay	[-4.209668849660024, 0.0003411458163942744, 0.00014921117514081985, -0.585071865049489, 0.0002984223502816397, -0.3447585035897496, -0.346415172269001, -4.57960407813878, 0.0, 0.00015303146303691996, 0.0, 0.00040931310517120867, 1.7608176219450256, 0.0001109361527081313, -4.582269769239022, 0.00014921117514081985, 51.15706129965125]
delay_305_2021-12-11	delay	[-4.566787424714973, 0.0003419082943167823, 0.00014954466956276183, -0.585071865049489, 0.00029908933912552367, -0.3257306736964823, -0.32734247150893886, -4.959241956394709, 0.0, 0.00015337349599293864, 0.0, 0.00041022794038561886, 2.056454904796029, 0.00011118410054504734, -4.687342228815325, 0.00014954466956276183, 51.251065782892255]
delay_306_2021-12-11	delay	[-2.2693569602391745, 0.00040078164325400113, 0.00017529483608171842, 0.09888321219117298, 0.00035058967216343684, -0.3104814328649909, -0.30859828083593677, -2.7523940061365395, 0.0, 0.00017978294992372678, 0.0, 0.00048086528109822084, -0.8819481948104684, 0.0001303289427628692, -2.5942116202979197, 0.00017529483608171842, 59.97951135142948]
delay_307_2021-12-11	delay	[-1.9135774361820626, 0.0003414384065068022, 0.00014933914890578138, 0.10355314903550973, 0.00029867829781156277, -0.30629861238621203, -0.3079387124210197, -1.7952531032056651, 0.0, 0.00015316271334350005, 0.0, 0.0004096641602384141, -1.007889664165863, 0.00011103129918170482, -1.880860072710555, 0.00014933914890578138, 51.03856516303454]
delay_308_2021-12-11	delay	[-3.5631556331710703, 0.000440237932223526, 0.00019255232235566521, -0.3801747772940029, 0.00038510464471133043, -0.3880408926131713, -0.38381363161896265, -3.7201183083760507, 0.0, 0.00019748228357182134, 0.0, 0.0005282056715721395, -0.4485914927731118, 0.0001431596113159332, -3.3931700953661434, 0.00019255232235566521, 66.16090358462802]
delay_309_2021-12-11	delay	[-2.3753941559147167, 0.0003624973662450987, 0.00015854996720924503, 1.3832674676252683, 0.00031709993441849006, 1.7731310516803502, 1.7726978328730967, -2.458743882809033, 0.0, 0.00016260935833785795, 0.0, 0.0004349310924061986, -1.3086977450335802, 0.00011787939715369349, -2.0219463044418546, 0.00015854996720924503, 56.27355060905951]
delay_30_2021-12-11	delay	[-4.0179606915967, 0.00037793412742125325, 0.0001653017348252376, -0.46780557727807315, 0.0003306034696504752, -0.3557094483761843, -0.35518179335823913, -4.203110458150582, 0.0, 0.00016953399300671243, 0.0, 0.0004534524060121544, 0.7661420585575603, 0.00012289922976737458, -3.524977951334966, 0.0001653017348252376, 56.579718303585636]
delay_310_2021-12-11	delay	[-1.9631585117464663, 0.0003707356159726294, 0.00016215323262794718, 1.197935244573545, 0.00032430646525589437, -0.3291827772910065, -0.32908304597165694, -2.2088606567186995, 0.0, 0.000166304878986455, 0.0, 0.00044481549788650594, -1.0574450236721127, 0.00012055836809779214, -1.966177658589246, 0.00016215323262794718, 55.43199665889287]
delay_311_2021-12-11	delay	[-2.2855759041607056, 0.000355064862038714, 0.00015529912069852007, -0.419816327371066, 0.00031059824139704014, -0.37022493834452175, -0.3710547122115702, -2.54331779281532, 0.0, 0.00015927527965926564, 0.0, 0.00042601343541111064, -0.522198141191551, 0.00011546244410306491, -2.284552849806848, 0.00015529912069852007, 53.07097711832371]
delay_312_2021-12-11	delay	[-2.6962869748305383, 0.000370982057454355, 0.00016226102179411775, -0.585071865049489, 0.0003245220435882355, -0.29936407219885125, -0.29925033180305327, -2.9875505442095727, 0.0, 0.00016641542790333768, 0.0, 0.00044511118296684555, -0.17928620459451958, 0.00012063850764087457, -3.1177084998499676, 0.00016226102179411775, 55.58600027110384]
delay_313_2021-12-11	delay	[-2.533846942710002, 0.00040953739638563804, 0.00017912444838012788, -0.585071865049489, 0.00035824889676025576, -0.39991093919445625, -0.39750609909806817, -2.627016971933996, 0.0, 0.0001837106126630403, 0.0, 0.0004913705968025203, -1.1821588241144434, 0.0001331761990380667, -2.0655822298745954, 0.00017912444838012788, 61.2106855040775]
delay_314_2021-12-11	delay	[-2.3154573935094316, 0.0003856891711674458, 0.0001686936544532377, -0.585071865049489, 0.0003373873089064754, -0.3517309972758532, -0.35074301393425655, -2.590572648321828, 0.0, 0.00017301275672991628, 0.0, 0.00046275705195517855, -0.6779517998991446, 0.00012542106845318614, -2.957226833187574, 0.0001686936544532377, 57.663673127192055]
delay_315_2021-12-11	delay	[-5.4375988121334, 0.0003427095027113358, 0.00014989510401143126, -0.00021996790437078776, 0.00029979020802286253, -0.30199241130904664, -0.303557137107555, -5.3633390683476705, 0.0, 0.00015373290269506942, 0.0, 0.00041118924514183756, 2.5091369572586637, 0.00011144464302435625, -5.132641755927295, 0.00014989510401143126, 51.274757452385984]
delay_316_2021-12-11	delay	[-4.3816211572625035, 0.00034178204583018, 0.00014948945069698534, -0.585071865049489, 0.0002989789013939707, -0.3422955899002896, -0.3439145374733715, -4.762535799510606, 0.0, 0.000153316863345893, 0.0, 0.00041007646509971167, 1.7918159115296182, 0.00011114304619023533, -4.281617922888326, 0.00014948945069698534, 51.37643034415983]
delay_317_2021-12-11	delay	[-7.304511579619873, 0.0006839928237982542, 0.00029916642128441514, -0.47895641596792665, 0.0005983328425688303, -0.395386876127371, -0.3969919895352393, -8.04001975273523, 0.0, 0.00030682604769693967, 0.0, 0.0008206673310046362, -0.04667750761608016, 0.00022242551045812152, -7.4602810284200425, 0.00029916642128441514, 102.90709505532828]
delay_318_2021-12-11	delay	[-2.7200238527452276, 0.00036650128048289085, 0.0001603012088187671, -0.585071865049489, 0.0003206024176375342, -0.31930025863009914, -0.3194521228649963, -2.8247324202333997, 0.0, 0.00016440543738745574, 0.0, 0.0004397350632912346, -0.3620984599346458, 0.00011918141763868347, -2.602992922689132, 0.0001603012088187671, 54.80352827104289]
delay_319_2021-12-11	delay	[-8.025500305901552, 0.0007402309978111503, 0.00032376400867660505, 2.1136753111779143, 0.0006475280173532101, 3.463199420756113, 3.4631832325601613, -8.834196012703627, 0.0, 0.0003320534127535636, 0.0, 0.0008881429397565645, -1.4871597680057262, 0.0002407134282941434, -8.23482860137313, 0.00032376400867660505, 114.8424239589733]
delay_31_2021-12-11	delay	[-3.9422270320686312, 0.00034140106323748666, 0.0001493228156171101, -0.585071865049489, 0.0002986456312342202, -0.31120724741372907, -0.3128494621042507, -4.1226831138413935, 0.0, 0.00015314596186989754, 0.0, 0.0004096193550882811, 1.3369342352563256, 0.00011101915563947647, -4.2127785185692295, 0.0001493228156171101, 51.06824442693912]
delay_320_2021-12-11	delay	[-5.259953452765704, 0.00034362421772655066, 0.00015029518425800075, -0.585071865049489, 0.0003005903685160015, -0.34540011678448784, -0.34690963119560925, -5.696237471427649, 0.0, 0.00015414322628783597, 0.0, 0.0004122867372558596, 2.8609578339090445, 0.00011174209637050844, -5.689782393159951, 0.00015029518425800075, 51.49103084496276]
delay_321_2021-12-11	delay	[-8.19460010626322, 0.0006887662799905079, 0.00030125424699911256, -0.26450383902446317, 0.0006025084939982251, -0.32814831753302837, -0.32961313512849594, -8.987691935369934, 0.0, 0.000308967328491657, 0.0, 0.0008263946126612049, 0.9338584758978506, 0.00022397777591072615, -8.743281409194667, 0.00030125424699911256, 103.41183560972085]
delay_322_2021-12-11	delay	[-1.8581663679856448, 0.00035653039442463215, 0.0001559401187673841, -0.41913423413032835, 0.0003118802375347682, -0.26991250619458007, -0.27065736484195607, -2.090161816645974, 0.0, 0.0001599326893485167, 0.0, 0.0004277718084668009, -0.9638286010931011, 0.00011593901604605785, -2.0385492646275343, 0.0001559401187673841, 53.34951083032855]
delay_323_2021-12-11	delay	[-7.115290285614826, 0.0006988087321127312, 0.0003056466387871465, 0.6074822062099625, 0.000611293277574293, -0.3379070327798615, -0.3390735402823876, -7.6694906120368325, 0.0, 0.00031347217969278064, 0.0, 0.0008384437337822734, -0.613844247042193, 0.00022724344985030479, -7.2341116985890075, 0.0003056466387871465, 104.83427429226276]
delay_324_2021-12-11	delay	[-3.912518695288242, 0.0003517217560859288, 0.00015383690500111625, -0.42137228750908495, 0.0003076738100022325, -0.291031866650492, -0.29206177014024015, -4.26939792521898, 0.0, 0.00015777562651841964, 0.0, 0.00042200231461556975, 1.3726887102724947, 0.00011437530982008426, -4.461083890156158, 0.00015383690500111625, 52.64513983247716]
delay_325_2021-12-11	delay	[-8.071860824384107, 0.000750228975648507, 0.00032813694819528794, 1.975539009349558, 0.0006562738963905759, 2.6058878306145217, 2.6061863110375185, -8.6983765124471, 0.0, 0.0003365383136444282, 0.0, 0.0009001386998022095, -1.4621424873066327, 0.00024396463977860623, -8.351410189107156, 0.00032813694819528794, 115.54344238500005]
delay_326_2021-12-11	delay	[-1.8161985121189448, 0.00034455130065161245, 0.00015070067401063363, -0.585071865049489, 0.00030140134802126726, -0.3062438951232181, -0.3076991860373988, -2.2141516780004458, 0.0, 0.00015455909788748877, 0.0, 0.00041339906861849804, -0.731374821758923, 0.00011204357159900395, -2.0434931498484596, 0.00015070067401063363, 51.507840881047265]
delay_327_2021-12-11	delay	[-6.927832415942888, 0.0006824203518399876, 0.00029847864972898803, 2.1675869773197234, 0.0005969572994579761, -0.33629868129536217, -0.3379517054560457, -7.466261725264715, 0.0, 0.00030612066696883493, 0.0, 0.0008187806498580355, -0.5309060081715289, 0.00022191416316641119, -7.038543783201652, 0.00029847864972898803, 102.44683317658682]
delay_328_2021-12-11	delay	[-2.0474802211652663, 0.0003837697609382139, 0.0001678541382050009, -0.585071865049489, 0.0003357082764100018, -0.3014422801693858, -0.3005692997674822, -2.3050144465724767, 0.0, 0.0001721517461548726, 0.0, 0.000460454107808514, -1.0230047840320784, 0.00012479690137838455, -2.4368208483046914, 0.0001678541382050009, 57.42418616751454]
delay_329_2021-12-11	delay	[-2.189975980409679, 0.0003752712689378598, 0.00016413704739702765, -0.585071865049489, 0.0003282740947940553, -0.3151030434078223, -0.31473432735278994, -2.6422342713871125, 0.0, 0.00016833948581948958, 0.0, 0.000450257458801635, -0.6924346203333377, 0.00012203330305463875, -2.3941856030170534, 0.00016413704739702765, 56.129630122139254]
delay_32_2021-12-11	delay	[-10.077039230668369, 0.0008338119399673026, 0.0003646946655361535, -0.585071865049489, 0.000729389331072307, -0.38614163949944524, -0.38329961975405424, -10.6377076883506, 0.0, 0.00037403202659644385, 0.0, 0.0010004230973256457, -0.319399006807186, 0.0002711447253838531, -9.893938055765027, 0.0003646946655361535, 125.12821433193773]
delay_330_2021-12-11	delay	[-6.859908208860166, 0.0003426390393171043, 0.00014986428456311202, -0.585071865049489, 0.00029972856912622404, -0.31122109702601636, -0.3127898136879509, -7.2211910961578205, 0.0, 0.00015370129416935523, 0.0, 0.00041110470184888844, 4.4435574666965705, 0.00011142172925116266, -7.28874286468378, 0.00014986428456311202, 51.29530067005653]
delay_331_2021-12-11	delay	[-2.2946311225956313, 0.00037381334213213834, 0.00016349937587506594, -0.585071865049489, 0.0003269987517501319, 1.0197266952432351, 1.0199810126232163, -2.7518976898722625, 0.0, 0.00016768548784748324, 0.0, 0.000448508211062737, -0.9100853618494039, 0.00012155920434674232, -2.542028590746279, 0.00016349937587506594, 57.23265555070543]
delay_332_2021-12-11	delay	[-4.587092379197633, 0.00034182458873912577, 0.0001495080582165053, -0.585071865049489, 0.0002990161164330106, -0.3367135845969427, -0.33833012286103, -4.980762910100714, 0.0, 0.00015333594727799755, 0.0, 0.00041012750887432884, 2.048922921402367, 0.0001111568805871901, -4.569045284105723, 0.0001495080582165053, 51.147080475974064]
delay_333_2021-12-11	delay	[-3.208365255025215, 0.0004323888204741209, 0.00018911925903887292, 0.9577982384354135, 0.00037823851807774583, -0.36529814453475645, -0.36153735397878023, -2.9050411166177916, 0.0, 0.0001939613227485366, 0.0, 0.0005187881610866182, -1.0994709220306957, 0.00014060718294715371, -2.632528724683021, 0.00018911925903887292, 64.68949096465705]
delay_334_2021-12-11	delay	[-4.7522830944062155, 0.0003411918599944455, 0.00014923131380106157, -0.585071865049489, 0.00029846262760212315, -0.3387062421585498, -0.34036030350416824, -4.982943376425032, 0.0, 0.0001530521173118929, 0.0, 0.0004093683491403668, 2.1067110053957085, 0.00011095112548403637, -4.716308480209155, 0.00014923131380106157, 51.12987849257784]
delay_335_2021-12-11	delay	[-6.72582985940152, 0.00035978570545587666, 0.00015736393451149834, -0.585071865049489, 0.0003147278690229967, -0.3724505397946522, -0.3729999941977929, -7.443505954599934, 0.0, 0.00016139295937327297, 0.0, 0.0004316775912800857, 4.290700023332384, 0.00011699760057009384, -6.951226272416296, 0.00015736393451149834, 53.86559422109498]
delay_336_2021-12-11	delay	[-3.269621145626891, 0.0004041962917907569, 0.00017678834324603716, -0.39694940442644, 0.0003535766864920743, -0.31209117690423777, -0.31000526609747076, -3.4083916673780426, 0.0, 0.0001813146956940829, 0.0, 0.0004849622400186624, -0.1417614605028891, 0.00013143934175741627, -3.635119041151243, 0.00017678834324603716, 60.73043067199171]
delay_337_2021-12-11	delay	[-2.2446798930510536, 0.0003556309169133314, 0.00015554670313681164, -0.585071865049489, 0.0003110934062736233, -0.38323248327890747, -0.38402837956103814, -2.3199284460469527, 0.0, 0.00015952920100743712, 0.0, 0.00042669259859381015, -0.8061954964864272, 0.0001156465177366667, -1.8102258937814106, 0.00015554670313681164, 53.10163075673854]
delay_338_2021-12-11	delay	[-11.437856972461205, 0.0006854135441697781, 0.0002997878193669775, -0.585071865049489, 0.000599575638733955, -0.38373675022893367, -0.3852999330738938, -11.561777961431195, 0.0, 0.00030746335557695005, 0.0, 0.0008223719377707245, 3.7004036269282974, 0.00022288751012077828, -11.448471742398542, 0.0002997878193669775, 102.97215604882324]
delay_339_2021-12-11	delay	[-4.012170148815099, 0.000345320327662356, 0.0001510370328884909, -0.585071865049489, 0.0003020740657769818, -0.2880786589276402, -0.2894886721679668, -4.54700083937527, 0.0, 0.00015490406863874365, 0.0, 0.0004143217615509659, 1.6006419093664273, 0.00011229364911366392, -4.328682083263386, 0.0001510370328884909, 51.68239506962708]
delay_33_2021-12-11	delay	[-2.609694256327334, 0.0003950082317328683, 0.00017276964750768018, -0.585071865049489, 0.00034553929501536035, -0.3002948566703781, -0.29875468036265995, -3.1079717997226517, 0.0, 0.00017719310836819657, 0.0, 0.00047393823441148987, -0.5879681593499182, 0.00012845150493020048, -2.473295017525943, 0.00017276964750768018, 59.16583242640064]
delay_340_2021-12-11	delay	[-6.512337991800718, 0.0006945675231703778, 0.00030379160865078123, -0.585071865049489, 0.0006075832173015625, -0.36268482452428796, -0.3639767139433812, -7.204109864148376, 0.0, 0.00031156965479491267, 0.0, 0.0008333550522905203, -0.9337005853633387, 0.00022586426423440312, -7.0651215593942025, 0.00030379160865078123, 104.21153654610568]
delay_341_2021-12-11	delay	[-1.575734289511483, 0.0003426363090625874, 0.00014986309039784508, -0.585071865049489, 0.00029972618079569016, -0.3115786821400804, -0.31314755343653483, -1.7831836824003695, 0.0, 0.00015370006942960141, 0.0, 0.00041110142603866147, -1.1012986585283726, 0.00011142084140814228, -1.7181099705039506, 0.00014986309039784508, 51.21389834380498]
delay_342_2021-12-11	delay	[-1.4865168135222557, 0.0003416741733444586, 0.00014944226917053437, -0.42604866882932124, 0.00029888453834106874, -0.27530793109720136, -0.27693468024714035, -2.2074649239519855, 0.0, 0.00015326847382001268, 0.0, 0.00040994703768195865, -0.728106837964337, 0.00011110796747030414, -2.082637112911954, 0.00014944226917053437, 51.14501916407592]
delay_343_2021-12-11	delay	[-1.7658653376443643, 0.00034544822859656506, 0.00015109297450576368, 1.8266240894164196, 0.00030218594901152736, 0.05670220928611995, 0.055292597800260954, -2.1616082306135436, 0.0, 0.00015496144254205772, 0.0, 0.0004144752194742925, -1.0624696742080715, 0.00011233524082280139, -1.3924668029585685, 0.00015109297450576368, 52.00271042930626]
delay_344_2021-12-11	delay	[-2.2353252551946063, 0.0004055262861388134, 0.0001773700593629213, -0.585071865049489, 0.0003547401187258426, -0.35704182934931505, -0.3548760201394572, -2.7210626328119734, 0.0, 0.0001819113056219581, 0.0, 0.0004865579920118042, -1.0418140769010198, 0.00013187183850516012, -2.283523494518781, 0.0001773700593629213, 60.64855388730979]
delay_345_2021-12-11	delay	[-3.2956110840703476, 0.000448827353892604, 0.00019630918420016728, 0.18087575921529384, 0.00039261836840033456, -0.3666797735406407, -0.36194301038953663, -3.6634730887724936, 0.0, 0.0002013353332106915, 0.0, 0.0005385114196893372, -0.5124278114985453, 0.00014595277877736294, -3.74702092649769, 0.00019630918420016728, 67.27160764890655]
delay_346_2021-12-11	delay	[-4.007802104092212, 0.00034136391292319, 0.00014930656672356763, -0.42619307132649503, 0.00029861313344713527, -0.3160905192156486, -0.31773483763531113, -4.538351592994783, 0.0, 0.00015312929695221166, 0.0, 0.00040957478144917404, 1.599184216248212, 0.00011100707484369381, -4.219744721766841, 0.00014930656672356763, 51.298810007019014]
delay_347_2021-12-11	delay	[-2.027017217212072, 0.00034496919405971056, 0.00015088345323145178, -0.1569204614289382, 0.00030176690646290357, -0.33373354843926994, -0.33516345593121255, -2.4384597310256564, 0.0, 0.00015474655684656575, 0.0, 0.000413900464913804, -0.5274017767741511, 0.00011217946506364172, -2.177486292434302, 0.00015088345323145178, 51.54359034504155]
delay_348_2021-12-11	delay	[-6.56139216907133, 0.0006901035413035623, 0.0003018391415585715, -0.585071865049489, 0.000603678283117143, -0.3229968227063068, -0.3244220516386106, -6.904174165216587, 0.0, 0.0003095671982405003, 0.0, 0.000827999083694316, -1.1919613720746016, 0.0002244126357803375, -6.569998748389115, 0.0003018391415585715, 103.53738689151591]
delay_349_2021-12-11	delay	[-3.160655155768549, 0.0004016074459893512, 0.00017565602766213539, -0.585071865049489, 0.00035131205532427077, -0.313388558935044, -0.3114563189595893, -3.699768569909762, 0.0, 0.00018015338917491328, 0.0, 0.00048185609460265597, 0.044061908668092314, 0.00013059748299977983, -3.4980048884990995, 0.00017565602766213539, 60.24287867887307]
delay_34_2021-12-11	delay	[-2.5545465577781994, 0.00034406306833019467, 0.0001504871297872559, -0.585071865049489, 0.0003009742595745118, -0.36984050109542543, -0.37132345147417684, -2.648999470581328, 0.0, 0.00015434008624244454, 0.0, 0.00041281327838475974, -0.23660627133082207, 0.00011188480484073526, -2.531275026405224, 0.0001504871297872559, 51.49268182459282]
delay_350_2021-12-11	delay	[-2.5357530029154005, 0.000384011230022382, 0.00016795975253200546, 1.7383902907319724, 0.0003359195050640109, -0.27320007849428274, -0.27231335133996115, -2.6290411625164696, 0.0, 0.0001722600645496839, 0.0, 0.0004607438269136414, -0.7012661182427753, 0.00012487542396288727, -2.731251790727896, 0.00016795975253200546, 57.48857133896958]
delay_351_2021-12-11	delay	[-9.058441217928722, 0.0008480099964290431, 0.00037090464551410986, 0.4016376273507993, 0.0007418092910282197, -0.32813064479070814, -0.3248683709266391, -9.985780685880231, 0.0, 0.0003804010021142612, 0.0, 0.0010174581899413929, -1.1530803178977127, 0.0002757617474433525, -9.893596350325597, 0.00037090464551410986, 127.37490035914493]
delay_352_2021-12-11	delay	[-3.46917491722704, 0.000342327819025192, 0.00014972816228562164, 0.6364383418657024, 0.0002994563245712433, -0.3519820381377481, -0.35356838150775144, -3.9673194171494353, 0.0, 0.00015356168672201349, 0.0, 0.0004107312939454255, 0.9738013845729734, 0.00011132052448718704, -3.4568388740080844, 0.00014972816228562164, 51.28848571785831]
delay_353_2021-12-11	delay	[-2.7660842782541293, 0.00042166605273363165, 0.00018442930917452708, 1.7699677138645245, 0.00036885861834905415, -0.3753107529574725, -0.3721863564770034, -2.873647496098569, 0.0, 0.0001891512950235133, 0.0, 0.0005059227846142395, -0.9173249800091398, 0.00013712027927620867, -2.9772120208212574, 0.00018442930917452708, 63.11289167712003]
delay_354_2021-12-11	delay	[-2.0880761469207814, 0.0004022623943856652, 0.00017594249056208683, -0.585071865049489, 0.00035188498112417367, -0.28797274998078426, -0.30988418219562364, -2.3574990393103956, 0.0, 0.00018044718645011064, 0.0, 0.00048264191388854277, -1.1532701767542761, 0.00013081046364271247, -2.6924958433415784, 0.00017594249056208683, 60.27235174586249]
delay_355_2021-12-11	delay	[-1.8342596881215876, 0.0003422245947648854, 0.00014968301381114763, -0.585071865049489, 0.00029936602762229526, -0.28422926200385984, -0.2858231469482159, -2.2309737123060467, 0.0, 0.00015351538230080563, 0.0, 0.0004106074435551096, -0.7600718232580201, 0.00011128695730929933, -1.8207399799625763, 0.00014968301381114763, 51.17894131894241]
delay_356_2021-12-11	delay	[-6.912522958369601, 0.0007118240813060203, 0.000311339323424247, -0.419422030518904, 0.000622678646848494, 0.4974118659571295, 0.49661429081766434, -7.096678573564848, 0.0, 0.00031931061543863626, 0.0, 0.000854059792186565, -1.5197078827190267, 0.00023147587099184866, -7.17778596244189, 0.000311339323424247, 107.62315659421142]
delay_357_2021-12-11	delay	[-2.223269628457632, 0.00035190243733347246, 0.00015391593179838684, -0.585071865049489, 0.0003078318635967737, -0.2679685198579062, -0.2689881775014704, -2.297191254514336, 0.0, 0.00015785667665688295, 0.0, 0.00042221909934199545, -0.6289184252190818, 0.00011443406499604054, -2.444331882646113, 0.00015391593179838684, 52.65384306284817]
delay_358_2021-12-11	delay	[-9.314939595934899, 0.0007485914167293804, 0.0003274207087488607, -0.585071865049489, 0.0006548414174977214, -0.3428644665473354, -0.3425530897509949, -10.018081603422676, 0.0, 0.0003358037361553891, 0.0, 0.000898173926107568, 0.8044344829895811, 0.00024343212705943857, -9.544457058965243, 0.0003274207087488607, 112.41850241319217]
delay_359_2021-12-11	delay	[-3.639123683212889, 0.0003519174243623741, 0.00015392248686102228, -0.585071865049489, 0.00030784497372204455, -0.26605547658612877, -0.26707428436400676, -3.8007945698279495, 0.0, 0.00015786339955028858, 0.0, 0.0004222370810584411, 0.8904421793261638, 0.0001144389385816071, -3.9600310380956993, 0.00015392248686102228, 52.74081790347883]
