ids	maltype	system calls hashing_1gram
normal_123_2021-12-11	normal	[0.0, 0.7811094602703794, 0.0, 0.020040218964620514, 0.2603635741125779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010081007763408917, 0.0, -0.2660599056368833, -0.5006869292605353, 0.0, 0.0, -0.010015424999148821, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_124_2021-12-11	normal	[0.0, 0.7812701318721678, 0.0, 0.020054503142987592, 0.2604203755689529, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010031754154148262, 0.0, -0.26532819066231994, -0.5007952531602272, 0.0, 0.0, -0.010022748988839331, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_125_2021-12-11	normal	[0.0, 0.7812993317911245, 0.0, 0.020062495039802973, 0.26042552409863357, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010093836131767009, 0.0, -0.2651822586004133, -0.5008226924003, 0.0, 0.0, -0.010025557646095529, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_126_2021-12-11	normal	[0.0, 0.781252169050976, 0.0, 0.020004288864761924, 0.2604210798310235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010007679653428211, 0.0, -0.2653474265630761, -0.5008157299130961, 0.0, 0.0, -0.009996609211333711, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_127_2021-12-11	normal	[0.0, 0.7812142671342501, 0.0, 0.020009068257638464, 0.2604123048788408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010032843506659695, 0.0, -0.2655306403923963, -0.5007815702466346, 0.0, 0.0, -0.00999887225325114, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_128_2021-12-11	normal	[0.0, 0.7814182221292757, 0.0, 0.0200474840149476, 0.26047274070975857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010028259241366307, 0.0, -0.26464666482643534, -0.5008979974045695, 0.0, 0.0, -0.010019224773581293, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_129_2021-12-11	normal	[0.0, 0.781216999874048, 0.0, 0.02002810963809933, 0.2604137148905609, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010394335381798386, 0.0, -0.2654720499950598, -0.5007993201430225, 0.0, 0.0, -0.010008018619640954, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_12_2021-12-11	normal	[0.0, 0.7811909398757295, 0.0, 0.020035167133808485, 0.2604029992366699, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01006724261117461, 0.0, -0.265675886846469, -0.5007437445881111, 0.0, 0.0, -0.010013069108334209, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_130_2021-12-11	normal	[0.0, 0.7812631258691975, 0.0, 0.020004957488366417, 0.2604210419563992, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010008421987643804, 0.0, -0.2653420475417727, -0.5008014669636683, 0.0, 0.0, -0.009996535500722612, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_131_2021-12-11	normal	[0.0, 0.7811119724963098, 0.0, 0.020014610666658873, 0.26037065749877, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01002989518735501, 0.0, -0.2660090850635533, -0.5007086324476606, 0.0, 0.0, -0.010002787362524322, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_132_2021-12-11	normal	[0.0, 0.781289747141065, 0.0, 0.020016349763361092, 0.2604335999304679, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01001370120684989, 0.0, -0.26521939752711915, -0.5008176921465587, 0.0, 0.0, -0.010002648556511203, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_133_2021-12-11	normal	[0.0, 0.7814128779573615, 0.0, 0.02002495357023978, 0.2604773316193815, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010026814460707174, 0.0, -0.2646543744404769, -0.5009010343173487, 0.0, 0.0, -0.010007697559924129, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_134_2021-12-11	normal	[0.0, 0.780948125102726, 0.0, 0.02003869301463733, 0.2603130260962413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010032916728321805, 0.0, -0.26675435766573197, -0.5005964059918474, 0.0, 0.0, -0.010014823100317618, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_135_2021-12-11	normal	[0.0, 0.7812563479945314, 0.0, 0.020020874252483705, 0.2604147984112612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010016413506615729, 0.0, -0.26537519412157806, -0.5007967698092909, 0.0, 0.0, -0.010004460745867976, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_136_2021-12-11	normal	[0.0, 0.7811017197129064, 0.0, 0.02003039418798269, 0.2603672399043021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010057023903200589, 0.0, -0.2660835704962322, -0.5006854959276397, 0.0, 0.0, -0.010010549670745873, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_137_2021-12-11	normal	[0.0, 0.7812658199278602, 0.0, 0.01999291453181623, 0.2604145963893485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010001964955861784, 0.0, -0.26533847120792803, -0.5008032321071587, 0.0, 0.0, -0.009990949575954446, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_138_2021-12-11	normal	[0.0, 0.78096128780031, 0.0, 0.02003784627941455, 0.26032042926677, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010077618948998035, 0.0, -0.26667763691918456, -0.5006120423786318, 0.0, 0.0, -0.01001440807745414, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_139_2021-12-11	normal	[0.0, 0.7812785947327994, 0.0, 0.0200295383897169, 0.26042921247126266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0100464185783185, 0.0, -0.2652670468001559, -0.5008108011908312, 0.0, 0.0, -0.010010247854364157, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_13_2021-12-11	normal	[0.0, 0.7812621033788967, 0.0, 0.020024508604896605, 0.26041769850092705, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010025766116621647, 0.0, -0.26534500673614003, -0.500801880520842, 0.0, 0.0, -0.01000775036439052, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_140_2021-12-11	normal	[0.0, 0.7810319300328766, 0.0, 0.020008929580090616, 0.26034397667762554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010036369689147959, 0.0, -0.2663603290798396, -0.5006607924042447, 0.0, 0.0, -0.009999906947316358, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_141_2021-12-11	normal	[0.0, 0.7811466180299724, 0.0, 0.020033620583905957, 0.26038220600999085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01012196165512729, 0.0, -0.26583178970145954, -0.5007399350328735, 0.0, 0.0, -0.010012238493554095, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_142_2021-12-11	normal	[0.0, 0.7813001061014282, 0.0, 0.020040375174070365, 0.2604413259667751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010026155536759444, 0.0, -0.2651321344500447, -0.5008422767594798, 0.0, 0.0, -0.01001421963731092, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_143_2021-12-11	normal	[0.0, 0.7810922537929729, 0.0, 0.020022087761692203, 0.26036742997572976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01006624261903623, 0.0, -0.2660980626132867, -0.5006926999213345, 0.0, 0.0, -0.010006025813737909, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_144_2021-12-11	normal	[0.0, 0.7809886355460797, 0.0, 0.020038619775974213, 0.26032954518202656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010042008822939501, 0.0, -0.2665399737850018, -0.5006386297360408, 0.0, 0.0, -0.010014770100996627, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_145_2021-12-11	normal	[0.0, 0.7812531830549176, 0.0, 0.020025178504503183, 0.26041772768497257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010035191033859383, 0.0, -0.26537203821340044, -0.5008012361527988, 0.0, 0.0, -0.010008068895930033, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_146_2021-12-11	normal	[0.0, 0.7812519990564545, 0.0, 0.020055360795014698, 0.2604203565919819, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010032215757252943, 0.0, -0.2654001815926436, -0.5007853523889491, 0.0, 0.0, -0.010023145037761756, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_147_2021-12-11	normal	[0.0, 0.7812668006262795, 0.0, 0.02000384618799261, 0.2604222668754265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010018346613034065, 0.0, -0.2653383735740629, -0.5007968915120931, 0.0, 0.0, -0.009996448587650385, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_148_2021-12-11	normal	[0.0, 0.7811612882144827, 0.0, 0.020018326858038372, 0.260390263027175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010032915596624833, 0.0, -0.26581525810830453, -0.5007241957281425, 0.0, 0.0, -0.010004412995498058, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_149_2021-12-11	normal	[0.0, 0.781248791431179, 0.0, 0.020041576672244245, 0.2604202713242247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010026799606869646, 0.0, -0.2653855809616793, -0.5007989659762051, 0.0, 0.0, -0.010014777065374597, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_14_2021-12-11	normal	[0.0, 0.7812457097243942, 0.0, 0.02000239252586954, 0.2604152365747981, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010005769283631127, 0.0, -0.2654181212166136, -0.5007914964581558, 0.0, 0.0, -0.009996623242238411, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_150_2021-12-11	normal	[0.0, 0.7812461658500393, 0.0, 0.020027869816626645, 0.2604235549244541, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010056808024128732, 0.0, -0.2654213352823646, -0.5007824916472969, 0.0, 0.0, -0.01000781017748255, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_151_2021-12-11	normal	[0.0, 0.7812471408732727, 0.0, 0.02005127839331839, 0.260421759539815, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010030173633202235, 0.0, -0.26540057086407176, -0.5007922406863116, 0.0, 0.0, -0.010021104760116157, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_152_2021-12-11	normal	[0.0, 0.7810808526518945, 0.0, 0.020016823498518445, 0.26036329653084195, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010067151863363228, 0.0, -0.2661379015942972, -0.5006916956819027, 0.0, 0.0, -0.010003893278943531, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_153_2021-12-11	normal	[0.0, 0.7812691110582697, 0.0, 0.02001668337029134, 0.2604309659888707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010014288412231318, 0.0, -0.26534296256161605, -0.5007857813365937, 0.0, 0.0, -0.010002394958060021, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_154_2021-12-11	normal	[0.0, 0.7812458088968459, 0.0, 0.020041296797159023, 0.2604222175597554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010036281235394767, 0.0, -0.2654038815582172, -0.5007927164311416, 0.0, 0.0, -0.010015437452974426, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_155_2021-12-11	normal	[0.0, 0.7812960572796981, 0.0, 0.020017114727158763, 0.260439244184273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010013976181859608, 0.0, -0.26515361608807053, -0.5008396983682664, 0.0, 0.0, -0.010003138545299155, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_156_2021-12-11	normal	[0.0, 0.7812421488367497, 0.0, 0.02110745428971701, 0.2604140496122499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010558483218380297, 0.0, -0.26529378104560947, -0.5007955175507081, 0.0, 0.0, -0.010548971071336712, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_157_2021-12-11	normal	[0.0, 0.781248572028167, 0.0, 0.02000551821581172, 0.2604161906760557, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010016355971215201, 0.0, -0.2653926426472748, -0.5007996694096809, 0.0, 0.0, -0.00999822682013608, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_158_2021-12-11	normal	[0.0, 0.7814005308203734, 0.0, 0.020029917888037197, 0.2604702310442828, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010020040100256051, 0.0, -0.26471807765879296, -0.5008902195755786, 0.0, 0.0, -0.010009877787781146, 0.0, 0.0, 0.0, 0.0, 0.0]
normal_159_2021-12-11	normal	[0.0, 0.7812463766672727, 0.0, 0.02004337306195901, 0.2604154588890909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010069383611243288, 0.0, -0.2653971539388639, -0.5007981440673925, 0.0, 0.0, -0.01001638685539464, 0.0, 0.0, 0.0, 0.0, 0.0]
