ids	maltype	system calls frequency_1gram-scaled
delay_149_2021-11-23	delay	[1.0101574713706174, 25.0, 5.0, 2.8864550460142393, 10.0, 0.9160637670971418, 0.916112009184575, 1.010245832679578, 0.0, 10.0, 0.0, 30.0, 0.9889809234145432, 10.0, 1.0103324628464345, 5.0, 20.908377881805624]
delay_14_2021-11-23	delay	[-0.8999784082639238, 25.0, 5.0, -0.7554859808756758, 10.0, -0.21010285438126042, -0.2100746762062673, -0.8993602425572034, 0.0, 10.0, 0.0, 30.0, -0.9046582434530874, 10.0, -0.8990441144544403, 5.0, 19.83064497512636]
delay_150_2021-11-23	delay	[-0.27834378759565875, 25.0, 5.0, -0.4823404038589322, 10.0, -0.4031599894918437, -0.4031352508446974, -0.2783103794200171, 0.0, 10.0, 0.0, 30.0, -0.2855724307889613, 10.0, -0.27794842075610343, 5.0, 19.549497260340466]
delay_151_2021-11-23	delay	[-0.5197849627814648, 25.0, 5.0, -0.4823404038589322, 10.0, -0.628393313787524, -0.6283725879228659, -0.5197618518011082, 0.0, 10.0, 0.0, 30.0, -0.530701784358283, 10.0, -0.5198388111882603, 5.0, 19.40892340294752]
delay_152_2021-11-23	delay	[0.7564914265551503, 25.0, 5.0, -0.7554859808756758, 10.0, 0.6586542536163641, 0.6586979096666682, 0.7563652127750722, 0.0, 10.0, 0.0, 30.0, 0.7551835837571854, 10.0, 0.7563634458223961, 5.0, 20.611610849531626]
delay_153_2021-11-23	delay	[1.004045036555787, 25.0, 5.0, -0.20919482684218854, 10.0, 0.9160637670971418, 0.916112009184575, 1.003929380659482, 0.0, 10.0, 0.0, 30.0, 1.0050843116052286, 10.0, 1.0033395737669242, 5.0, 20.92399719929373]
delay_154_2021-11-23	delay	[0.2442693890723517, 25.0, 5.0, 0.06395075017455507, 10.0, 0.17601141583990604, 0.17604647307059296, 0.24432508611373713, 0.0, 10.0, 0.0, 30.0, 0.2524000191368979, 10.0, 0.24397539145099437, 5.0, 20.09617337242415]
delay_155_2021-11-23	delay	[-0.7031580072263808, 25.0, 5.0, 1.7938727379472648, 10.0, -0.8214504488981074, -0.821433162561296, -0.7031427169006711, 0.0, 10.0, 0.0, 30.0, -0.7054533673164611, 10.0, -0.7032432202281478, 5.0, 19.159014323137836]
delay_156_2021-11-23	delay	[-0.05829613426175962, 25.0, 5.0, 0.2460478015190508, 10.0, -0.17792666519616324, -0.17789791376652894, -0.05845709781731892, 0.0, 10.0, 0.0, 30.0, -0.07205343181617015, 10.0, -0.057990273346047595, 5.0, 19.752548387685835]
delay_157_2021-11-23	delay	[1.2106453332970588, 50.0, 10.0, 1.611775686602769, 20.0, 1.1412970913928222, 1.1413493462627435, 1.210334732154879, 0.0, 20.0, 0.0, 60.0, 1.1858001124118087, 20.0, 1.2102655188015288, 10.0, 41.026058806485224]
delay_158_2021-11-23	delay	[-0.4030374578182016, 25.0, 5.0, -0.57338892953118, 10.0, -0.4996885570471353, -0.49966553816391246, -0.40300936768771983, 0.0, 10.0, 0.0, 30.0, -0.3953140391995578, 10.0, -0.40286684840372183, 5.0, 19.487019990388045]
delay_159_2021-11-23	delay	[-0.44093455367015094, 25.0, 5.0, -0.11814630116994068, 10.0, -0.5318647462322325, -0.5318423006036508, -0.4405005667747416, 0.0, 10.0, 0.0, 30.0, -0.4466063126958149, 10.0, -0.4410098797465061, 5.0, 19.424542720435625]
delay_15_2021-11-23	delay	[-0.9989998522641785, 25.0, 5.0, 0.9744360068970338, 10.0, -1.1110361515639822, -1.1110240245189411, -0.9992009357780766, 0.0, 10.0, 0.0, 30.0, -1.0018749943820398, 10.0, -0.9991695717292489, 5.0, 18.924724560816255]
delay_160_2021-11-23	delay	[-1.017948400190153, 50.0, 10.0, -0.7554859808756758, 20.0, 0.015130469914420012, 0.015162660871901181, -1.0177427788048101, 0.0, 20.0, 0.0, 60.0, -1.016785539003045, 20.0, -1.0176053702115946, 10.0, 40.21385429710375]
delay_161_2021-11-23	delay	[0.47898688596184413, 25.0, 5.0, -0.7554859808756758, 10.0, 0.4012447401355865, 0.4012838101487614, 0.4792563499579549, 0.0, 10.0, 0.0, 30.0, 0.4856009370094156, 10.0, 0.47950860999268713, 5.0, 20.346082452233833]
delay_162_2021-11-23	delay	[0.7503789917403197, 25.0, 5.0, 0.2460478015190508, 10.0, 0.6586542536163641, 0.6586979096666682, 0.750660030305308, 0.0, 10.0, 0.0, 30.0, 0.7277481816545363, 10.0, 0.7506419911209785, 5.0, 20.564752897067308]
delay_163_2021-11-23	delay	[0.20820602366485158, 25.0, 5.0, -0.4823404038589322, 10.0, 0.11165903746971163, 0.11169294819111623, 0.20826018264415644, 0.0, 10.0, 0.0, 30.0, 0.2118433377677644, 10.0, 0.20773951167534935, 5.0, 20.127412007400363]
delay_164_2021-11-23	delay	[1.6929164401871877, 25.0, 5.0, -0.11814630116994068, 10.0, 1.6239399291692804, 1.6240007828588188, 1.6932376769170612, 0.0, 10.0, 0.0, 30.0, 1.6683053363475295, 10.0, 1.6930927238822726, 5.0, 21.501911946353626]
delay_165_2021-11-23	delay	[-0.947655399819602, 25.0, 5.0, 0.7923389555525381, 10.0, -1.0466837731937877, -1.0466704996394645, -0.9476505370334216, 0.0, 10.0, 0.0, 30.0, -0.9535648298099838, 10.0, -0.9479943380110134, 5.0, 19.002821148256782]
delay_166_2021-11-23	delay	[0.3762979810726912, 0.0, 0.0, -0.4823404038589322, 0.0, 0.8838875779120445, 0.8839352467448367, 0.37717433505253156, 0.0, 2.0, 0.0, 2.0, 0.37645575038365925, 0.0, 0.37684028396169283, 0.0, 4.836100186545295]
delay_167_2021-11-23	delay	[0.05478390981260522, 25.0, 5.0, 0.2460478015190508, 10.0, -0.0492219084557744, -0.049190864007575524, 0.0544240124773009, 0.0, 10.0, 0.0, 30.0, 0.04603808158218919, 10.0, 0.05421381052064274, 5.0, 19.877502927590676]
delay_168_2021-11-23	delay	[-0.9855524956715513, 25.0, 5.0, 0.2460478015190508, 10.0, -1.1110361515639822, -1.1110240245189411, -0.9859567621875526, 0.0, 10.0, 0.0, 30.0, -0.9953143547487977, 10.0, -0.9858195107592744, 5.0, 18.84662797337573]
delay_169_2021-11-23	delay	[1.1574671504080332, 25.0, 5.0, 0.9744360068970338, 10.0, 1.0447685238375306, 1.0448190589435284, 1.1571542812760056, 0.0, 10.0, 0.0, 30.0, 1.1362971042700722, 10.0, 1.157183133516154, 5.0, 20.955235834269942]
delay_16_2021-11-23	delay	[1.6647992400389673, 50.0, 10.0, 2.4312124176529997, 20.0, 1.6239399291692804, 1.6240007828588188, 1.665119277601795, 0.0, 20.0, 0.0, 60.0, 1.6617446967142873, 20.0, 1.6644854503751845, 10.0, 41.49463833112838]
delay_170_2021-11-23	delay	[0.23693446729455508, 50.0, 10.0, -0.57338892953118, 20.0, 0.11165903746971163, 0.11169294819111623, 0.23678609499297731, 0.0, 20.0, 0.0, 60.0, 0.24226084879461454, 20.0, 0.23698250237148394, 10.0, 40.15137702715133]
delay_171_2021-11-23	delay	[0.6562474955919295, 25.0, 5.0, -0.11814630116994068, 10.0, 0.5299494968759753, 0.5299908599077148, 0.6563207630374217, 0.0, 10.0, 0.0, 30.0, 0.6412670228527074, 10.0, 0.6568737057366338, 5.0, 20.455417674650572]
delay_172_2021-11-23	delay	[0.6831422087771839, 25.0, 5.0, -0.11814630116994068, 10.0, 0.5943018752461697, 0.5943443847871915, 0.683012866735247, 0.0, 10.0, 0.0, 30.0, 0.6842093913612017, 10.0, 0.6826202518930132, 5.0, 20.517894944602993]
delay_173_2021-11-23	delay	[0.6049030431473531, 25.0, 5.0, 1.3386301095860254, 10.0, 0.49777330769087813, 0.49781409746797645, 0.6051778773263214, 0.0, 10.0, 0.0, 30.0, 0.585799796862569, 10.0, 0.6050627548293519, 5.0, 20.42417903967436]
delay_174_2021-11-23	delay	[-0.7899545815969743, 25.0, 5.0, -0.7554859808756758, 10.0, -0.8858028272683017, -0.8857866874407727, -0.7899429930477976, 0.0, 10.0, 0.0, 30.0, -0.7925309479031302, 10.0, -0.7903364751275052, 5.0, 19.127775688161623]
delay_175_2021-11-23	delay	[1.2228702029267198, 50.0, 10.0, -0.7554859808756758, 20.0, 1.1412970913928222, 1.1252609650428744, 1.2227638796782938, 0.0, 20.0, 0.0, 60.0, 1.225163950211262, 20.0, 1.2223441453934103, 10.0, 41.026058806485224]
delay_176_2021-11-23	delay	[0.23387824988713982, 25.0, 5.0, 0.9744360068970338, 10.0, 0.11165903746971163, 0.11169294819111623, 0.23352599072454064, 0.0, 10.0, 0.0, 30.0, 0.2219825081100478, 10.0, 0.2334860578317287, 5.0, 20.09617337242415]
delay_177_2021-11-23	delay	[0.6965895653698111, 25.0, 5.0, -0.7554859808756758, 10.0, 0.5943018752461697, 0.5943443847871915, 0.6968683098761028, 0.0, 10.0, 0.0, 30.0, 0.7021020449064077, 10.0, 0.6969238886465573, 5.0, 20.5335142620911]
delay_178_2021-11-23	delay	[1.2265376638156182, 25.0, 5.0, 0.7923389555525381, 10.0, 1.109120902207725, 1.109172583823005, 1.2262277404635078, 0.0, 10.0, 0.0, 30.0, 1.2001142352479737, 10.0, 1.2267941657167352, 5.0, 21.002093786734257]
delay_179_2021-11-23	delay	[1.0101574713706174, 25.0, 5.0, 1.2475815839137774, 10.0, 0.9160637670971418, 0.916112009184575, 1.0104495891963554, 0.0, 10.0, 0.0, 30.0, 1.000312937326507, 10.0, 1.0103324628464345, 5.0, 20.814661976876994]
delay_17_2021-11-23	delay	[0.2106509975907838, 25.0, 5.0, 0.6102419042080424, 10.0, 0.11165903746971163, 0.11169294819111623, 0.21070526084548394, 0.0, 10.0, 0.0, 30.0, 0.19514352779223884, 10.0, 0.21060023902605815, 5.0, 20.03369610247173]
delay_180_2021-11-23	delay	[1.0908416109263803, 25.0, 5.0, 0.7923389555525381, 10.0, 0.9804161454673362, 0.9804655340640518, 1.091137169840163, 0.0, 10.0, 0.0, 30.0, 1.0706907079376504, 10.0, 1.091068545855328, 5.0, 20.877139246829415]
delay_181_2021-11-23	delay	[1.0132136887780325, 25.0, 5.0, -0.7554859808756758, 10.0, 0.9160637670971418, 0.916112009184575, 1.0128946673976829, 0.0, 10.0, 0.0, 30.0, 0.9931558759084247, 10.0, 1.0128753316026202, 5.0, 20.908377881805624]
delay_182_2021-11-23	delay	[0.9881527060372275, 50.0, 10.0, -0.7554859808756758, 20.0, 0.8838875779120445, 0.8839352467448367, 0.9882401288676306, 0.0, 20.0, 0.0, 60.0, 0.9812274402116207, 20.0, 0.9884002198243336, 10.0, 40.9479622190447]
delay_183_2021-11-23	delay	[1.695972657594603, 25.0, 5.0, 0.2460478015190508, 10.0, 1.591763739984183, 1.5918240204190806, 1.695886511635166, 0.0, 10.0, 0.0, 30.0, 1.6730767106262512, 10.0, 1.6959534512329815, 5.0, 21.470673311377414]
delay_184_2021-11-23	delay	[0.08412359692379177, 50.0, 10.0, -0.7554859808756758, 20.0, 0.9804161454673362, 0.9804655340640518, 0.08396870741000825, 0.0, 20.0, 0.0, 60.0, 0.0800341233180805, 20.0, 0.08377465981130053, 10.0, 41.04167812397333]
delay_185_2021-11-23	delay	[-0.5118387975221851, 25.0, 5.0, -0.57338892953118, 10.0, -0.628393313787524, -0.6283725879228659, -0.5120191041635711, 0.0, 10.0, 0.0, 30.0, -0.518773348661479, 10.0, -0.5118923463251801, 5.0, 19.315207498018886]
delay_186_2021-11-23	delay	[0.3432908330726063, 25.0, 5.0, -0.4823404038589322, 10.0, 0.24036379421010046, 0.24039999795006964, 0.3433507532675011, 0.0, 10.0, 0.0, 30.0, 0.32993485116612375, 10.0, 0.3431472729422334, 5.0, 20.15865064237657]
delay_187_2021-11-23	delay	[1.6489069095204079, 25.0, 5.0, -0.7554859808756758, 10.0, 1.559587550799086, 1.5596472579793421, 1.649022512776389, 0.0, 10.0, 0.0, 30.0, 1.642659199599401, 10.0, 1.6492282378380707, 5.0, 21.626866486258468]
delay_188_2021-11-23	delay	[0.060285101145952695, 25.0, 5.0, -0.4823404038589322, 10.0, -0.0492219084557744, -0.049190864007575524, 0.06033295146384237, 0.0, 10.0, 0.0, 30.0, 0.06750926583643634, 10.0, 0.06057098241110678, 5.0, 19.924360880054994]
delay_189_2021-11-23	delay	[0.2742203196650213, 50.0, 10.0, 1.3386301095860254, 20.0, 0.17601141583990604, 0.17604647307059296, 0.27427729407999907, 0.0, 20.0, 0.0, 60.0, 0.2631356112640215, 20.0, 0.2741719579306986, 10.0, 40.10451907468701]
delay_18_2021-11-23	delay	[0.29989254588730957, 25.0, 5.0, -0.11814630116994068, 10.0, 0.20818760502500325, 0.2082232355103313, 0.30035812822749247, 0.0, 10.0, 0.0, 30.0, 0.28579963908794903, 10.0, 0.30023636268160114, 5.0, 20.15865064237657]
